product_code,price,price_is_discounted,price_without_discount,currency,price_per,date,location_osm_type,location_osm_id,category_tag
3384110004736,2.3,False,,EUR,,2018-03-27,WAY,134511596,
3596710430161,2.02,False,,EUR,,2018-03-27,WAY,134511596,
3449851140553,4.05,False,,EUR,,2018-03-27,WAY,134511596,
3095758863011,2.25,False,,EUR,,2018-04-10,WAY,134511596,
7613036012546,1.95,False,,EUR,,2018-04-10,WAY,134511596,
3596710333899,1.57,False,,EUR,,2018-04-10,WAY,134511596,
7613035780491,2.69,False,,EUR,,2018-04-10,WAY,134511596,
3596710430161,2.02,False,,EUR,,2018-05-03,WAY,134511596,
3266980307608,3.39,False,,EUR,,2018-05-03,WAY,134511596,
3384110004736,2.3,False,,EUR,,2018-05-03,WAY,134511596,
5762385060028,1.45,False,,EUR,,2018-05-03,WAY,134511596,
3266980035303,2.99,False,,EUR,,2018-05-24,WAY,134511596,
3443705010535,5.55,False,,EUR,,2018-05-24,WAY,134511596,
3596710295180,4.33,False,,EUR,,2018-05-24,WAY,134511596,
3384110004804,2.0,False,,EUR,,2018-05-29,WAY,134511596,
3596710295173,4.36,False,,EUR,,2018-05-29,WAY,134511596,
3266980035303,2.99,False,,EUR,,2018-06-12,WAY,134511596,
3254566570577,5.09,False,,EUR,,2018-06-23,WAY,134511596,
3095756217014,2.69,False,,EUR,,2018-06-23,WAY,134511596,
3596710430161,2.02,False,,EUR,,2018-06-23,WAY,134511596,
3596710430161,2.02,False,,EUR,,2018-07-03,WAY,134511596,
3095758592010,2.85,False,,EUR,,2018-07-03,WAY,134511596,
3449865268250,3.45,False,,EUR,,2018-08-03,WAY,134511596,
3384110004736,2.3,False,,EUR,,2018-08-09,WAY,134511596,
3596710295180,4.33,False,,EUR,,2018-08-09,WAY,134511596,
3254560077225,0.87,False,,EUR,,2018-08-14,WAY,134511596,
3596710222094,2.57,False,,EUR,,2018-09-04,WAY,134511596,
3038352880206,1.05,False,,EUR,,2018-09-04,WAY,134511596,
3596710410019,1.04,False,,EUR,,2018-09-04,WAY,134511596,
3596710436538,2.31,False,,EUR,,2018-09-04,WAY,134511596,
3596710451159,2.55,False,,EUR,,2018-09-04,WAY,134511596,
3596710430161,2.02,False,,EUR,,2018-09-14,WAY,134511596,
3095758914010,1.39,False,,EUR,,2018-09-14,WAY,134511596,
7613035832022,2.69,False,,EUR,,2018-09-14,WAY,134511596,
3242272500056,3.05,False,,EUR,,2018-09-14,WAY,134511596,
3038359004582,1.19,False,,EUR,,2018-09-25,WAY,134511596,
3596710430161,2.02,False,,EUR,,2018-09-25,WAY,134511596,
3038352880909,1.85,False,,EUR,,2018-09-28,WAY,134511596,
3384110004736,2.3,False,,EUR,,2018-09-28,WAY,134511596,
3596710384877,3.89,False,,EUR,,2018-09-28,WAY,134511596,
3266980035303,2.99,False,,EUR,,2018-10-02,WAY,134511596,
3596710430161,2.02,False,,EUR,,2018-10-02,WAY,134511596,
3038352880909,1.85,False,,EUR,,2018-10-02,WAY,134511596,
3384110004736,2.3,False,,EUR,,2018-10-09,WAY,134511596,
3254565417873,3.94,False,,EUR,,2018-10-09,WAY,134511596,
3596710019786,1.14,False,,EUR,,2018-10-17,WAY,134511596,
3449860415703,2.39,False,,EUR,,2018-10-17,WAY,134511596,
3770002589250,3.99,False,,EUR,,2018-10-17,WAY,134511596,
3266980035303,2.99,False,,EUR,,2018-10-17,WAY,134511596,
3596710222094,2.57,False,,EUR,,2018-10-25,WAY,134511596,
3095757370015,2.49,False,,EUR,,2018-10-25,WAY,134511596,
3266980307608,3.39,False,,EUR,,2018-10-29,WAY,134511596,
3038352880909,1.85,False,,EUR,,2018-10-31,WAY,134511596,
3596710370429,2.19,False,,EUR,,2018-10-31,WAY,134511596,
3095756217014,2.69,False,,EUR,,2018-11-03,WAY,134511596,
3254560077225,0.87,False,,EUR,,2018-11-03,WAY,134511596,
7613035832053,1.55,False,,EUR,,2018-11-03,WAY,134511596,
3596710430161,2.02,False,,EUR,,2018-11-07,WAY,134511596,
3596710062942,5.35,False,,EUR,,2018-11-07,WAY,134511596,
3449865267482,2.69,False,,EUR,,2018-11-09,WAY,134511596,
3177180000049,2.6,False,,EUR,,2018-11-09,WAY,134511596,
3596710384846,3.99,False,,EUR,,2018-11-09,WAY,134511596,
3384110000905,2.0,False,,EUR,,2018-11-15,WAY,134511596,
3266980307608,3.39,False,,EUR,,2018-11-22,WAY,134511596,
3266980035303,2.99,False,,EUR,,2018-11-23,WAY,134511596,
3298081711015,4.55,False,,EUR,,2018-11-23,WAY,134511596,
3095759133014,2.49,False,,EUR,,2018-11-26,WAY,134511596,
3166352967907,3.95,False,,EUR,,2018-11-26,WAY,134511596,
3384110004804,2.0,False,,EUR,,2018-11-30,WAY,134511596,
3384110004736,2.3,False,,EUR,,2018-11-30,WAY,134511596,
3181231001732,4.95,False,,EUR,,2018-11-30,WAY,134511596,
3302741968104,2.75,False,,EUR,,2018-11-30,WAY,134511596,
3449865283093,3.99,False,,EUR,,2018-11-30,WAY,134511596,
3375220000244,3.95,False,,EUR,,2018-11-30,WAY,134511596,
3384110004729,2.0,False,,EUR,,2018-12-04,WAY,134511596,
5762385060028,1.45,False,,EUR,,2018-12-04,WAY,134511596,
3596710062942,5.35,False,,EUR,,2018-12-04,WAY,134511596,
3384110000905,2.0,False,,EUR,,2018-12-07,WAY,134511596,
3449865283192,3.69,False,,EUR,,2018-12-13,WAY,134511596,
3596710384877,3.89,False,,EUR,,2018-12-14,WAY,134511596,
3596710414963,2.19,False,,EUR,,2018-12-14,WAY,134511596,
3266980035303,2.99,False,,EUR,,2018-12-21,WAY,134511596,
3596710019786,1.14,False,,EUR,,2018-12-21,WAY,134511596,
3254560331440,12.9,False,,EUR,,2018-12-21,WAY,134511596,
3596710430130,2.34,False,,EUR,,2018-12-22,WAY,134511596,
3254566570577,5.19,False,,EUR,,2018-12-28,WAY,134511596,
3384110004736,2.3,False,,EUR,,2018-12-29,WAY,134511596,
3449851140553,4.05,False,,EUR,,2019-01-02,WAY,134511596,
3449865267901,2.75,False,,EUR,,2019-01-02,WAY,134511596,
3254560378063,2.47,False,,EUR,,2019-01-02,WAY,134511596,
3323790601279,2.99,False,,EUR,,2019-01-02,WAY,134511596,
3254560378063,2.47,False,,EUR,,2019-01-03,WAY,134511596,
3323790601279,2.99,False,,EUR,,2019-01-04,WAY,134511596,
3449850415072,2.55,False,,EUR,,2019-01-04,WAY,134511596,
3254560164680,3.13,False,,EUR,,2019-01-04,WAY,134511596,
3298081711015,4.55,False,,EUR,,2019-01-16,WAY,134511596,
3384110004729,2.2,False,,EUR,,2019-01-17,WAY,134511596,
3596710295180,4.43,False,,EUR,,2019-01-17,WAY,134511596,
3596710353347,2.71,False,,EUR,,2019-01-17,WAY,134511596,
3384110004736,2.3,False,,EUR,,2019-01-25,WAY,134511596,
3375220000244,3.95,False,,EUR,,2019-01-25,WAY,134511596,
7613035989535,2.69,False,,EUR,,2019-02-06,WAY,134511596,
3384110004736,2.3,False,,EUR,,2019-02-14,WAY,134511596,
3596710384877,3.89,False,,EUR,,2019-02-21,WAY,134511596,
3596710333899,1.57,False,,EUR,,2019-02-21,WAY,134511596,
3254560070486,1.11,False,,EUR,,2019-02-21,WAY,134511596,
3038352880909,1.85,False,,EUR,,2019-02-21,WAY,134511596,
3596710342761,3.99,False,,EUR,,2019-02-26,WAY,134511596,
3298081711015,4.55,False,,EUR,,2019-03-05,WAY,134511596,
3596710384877,3.89,False,,EUR,,2019-03-23,WAY,134511596,
3596710430161,2.18,False,,EUR,,2019-03-28,WAY,134511596,
3266980035303,2.99,False,,EUR,,2019-04-05,WAY,134511596,
3375220000244,3.95,False,,EUR,,2019-04-05,WAY,134511596,
3596710285457,1.15,False,,EUR,,2019-04-05,WAY,134511596,
3596710384877,3.89,False,,EUR,,2019-04-05,WAY,134511596,
3021690017267,1.4,False,,EUR,,2019-04-05,WAY,134511596,
3384110004736,2.3,False,,EUR,,2019-04-12,WAY,134511596,
3596710364626,2.25,False,,EUR,,2019-04-17,WAY,134511596,
3298081711015,4.55,False,,EUR,,2019-04-17,WAY,134511596,
3254560331440,9.95,False,,EUR,,2019-04-17,WAY,134511596,
3596710342761,3.99,False,,EUR,,2019-04-26,WAY,134511596,
3384110004736,2.3,False,,EUR,,2019-04-26,WAY,134511596,
3038353912708,1.75,False,,EUR,,2019-04-26,WAY,134511596,
3384110000905,2.2,False,,EUR,,2019-05-02,WAY,134511596,
3384110004736,2.3,False,,EUR,,2019-05-17,WAY,134511596,
3770002589298,3.99,False,,EUR,,2019-05-17,WAY,134511596,
7613035989535,3.05,False,,EUR,,2019-05-23,WAY,134511596,
3449865268106,4.19,False,,EUR,,2019-05-23,WAY,134511596,
7613036761451,2.19,False,,EUR,,2019-05-23,WAY,134511596,
3266980035303,2.99,False,,EUR,,2019-05-29,WAY,134511596,
3254560378063,2.47,False,,EUR,,2019-06-14,WAY,134511596,
3596710384877,3.99,False,,EUR,,2019-06-14,WAY,134511596,
3095751627016,2.89,False,,EUR,,2019-07-16,WAY,134511596,
3266980035303,3.35,False,,EUR,,2019-07-26,WAY,134511596,
3375220021225,3.95,False,,EUR,,2019-08-01,WAY,134511596,
3095756217014,2.8,False,,EUR,,2019-08-01,WAY,134511596,
3254560378063,2.47,False,,EUR,,2019-08-09,WAY,134511596,
3254566468089,2.09,False,,EUR,,2019-08-17,WAY,134511596,
3384110004736,2.0,False,,EUR,,2019-09-05,WAY,134511596,
7613036012546,1.95,False,,EUR,,2019-09-05,WAY,134511596,
3596710384877,4.19,False,,EUR,,2019-09-05,WAY,134511596,
3596710464760,1.04,False,,EUR,,2019-09-13,WAY,134511596,
7613035989535,3.15,False,,EUR,,2019-10-08,WAY,134511596,
3476302763528,5.65,False,,EUR,,2019-10-17,WAY,134511596,
3384110004736,2.0,False,,EUR,,2019-10-17,WAY,134511596,
3596710430161,2.02,False,,EUR,,2019-10-31,WAY,134511596,
3323790610271,3.19,False,,EUR,,2019-10-31,WAY,134511596,
3449865241116,3.85,False,,EUR,,2019-10-31,WAY,134511596,
3254560331440,13.55,False,,EUR,,2019-10-31,WAY,134511596,
3384110004736,2.0,False,,EUR,,2019-12-03,WAY,134511596,
3596710295180,4.66,False,,EUR,,2019-12-03,WAY,134511596,
3596710466306,24.95,False,,EUR,,2019-12-17,WAY,134511596,
3596710295173,4.78,False,,EUR,,2019-12-31,WAY,134511596,
3596710430161,2.32,False,,EUR,,2019-12-31,WAY,134511596,
3095751627016,2.99,False,,EUR,,2020-01-09,WAY,134511596,
3038352880206,1.19,False,,EUR,,2020-01-10,WAY,134511596,
7613036012546,2.25,False,,EUR,,2020-01-15,WAY,134511596,
3266980035303,2.99,False,,EUR,,2020-01-15,WAY,134511596,
3021690101249,2.45,False,,EUR,,2020-01-15,WAY,134511596,
3596710370719,1.71,False,,EUR,,2020-01-15,WAY,134511596,
3095757370015,2.4,False,,EUR,,2020-01-29,WAY,134511596,
3242273204052,1.39,False,,EUR,,2020-01-29,WAY,134511596,
3596710295180,4.66,False,,EUR,,2020-01-29,WAY,134511596,
7613035989535,2.49,False,,EUR,,2020-02-19,WAY,134511596,
3038352880206,1.19,False,,EUR,,2020-03-02,WAY,134511596,
3596710295173,4.78,False,,EUR,,2020-03-02,WAY,134511596,
3181231001732,4.99,False,,EUR,,2020-03-03,WAY,134511596,
3384110004736,2.0,False,,EUR,,2020-03-03,WAY,134511596,
3261055930439,1.49,False,,EUR,,2020-03-05,WAY,134511596,
3298081501388,4.15,False,,EUR,,2020-03-07,WAY,134511596,
3242273204052,1.39,False,,EUR,,2020-03-07,WAY,134511596,
3596710333899,1.57,False,,EUR,,2020-03-11,WAY,134511596,
3596710430161,2.63,False,,EUR,,2020-04-30,WAY,134511596,
7613035989535,3.25,False,,EUR,,2020-04-30,WAY,134511596,
3596710295180,4.66,False,,EUR,,2020-05-12,WAY,134511596,
3254561046954,2.49,False,,EUR,,2020-05-15,WAY,134511596,
3254560077225,0.72,False,,EUR,,2020-05-15,WAY,134511596,
3049580543405,2.39,False,,EUR,,2020-05-15,WAY,134511596,
3596710430161,2.63,False,,EUR,,2020-05-27,WAY,134511596,
3596710295180,4.66,False,,EUR,,2020-05-27,WAY,134511596,
3596710424375,3.45,False,,EUR,,2020-05-27,WAY,134511596,
3596710430161,2.63,False,,EUR,,2020-06-16,WAY,134511596,
3254560023352,1.74,False,,EUR,,2020-06-26,WAY,134511596,
3095758048012,1.89,False,,EUR,,2020-07-09,WAY,134511596,
3596710384877,4.39,False,,EUR,,2020-07-27,WAY,134511596,
3596710424375,3.29,False,,EUR,,2020-07-27,WAY,134511596,
3254560023352,1.74,False,,EUR,,2020-07-27,WAY,134511596,
3021690029147,2.15,False,,EUR,,2020-08-01,WAY,134511596,
3449865293832,3.85,False,,EUR,,2020-08-01,WAY,134511596,
3242273204052,1.39,False,,EUR,,2020-08-01,WAY,134511596,
3596710430161,2.63,False,,EUR,,2020-08-01,WAY,134511596,
3596710430154,2.63,False,,EUR,,2020-09-16,WAY,134511596,
3596710199303,6.6,False,,EUR,,2020-09-16,WAY,134511596,
3449865293832,3.95,False,,EUR,,2020-09-16,WAY,134511596,
7613037406955,2.15,False,,EUR,,2020-09-16,WAY,134511596,
3596710384860,2.29,False,,EUR,,2020-09-24,WAY,134511596,
5762385060028,1.55,False,,EUR,,2020-09-24,WAY,134511596,
3596710430161,2.63,False,,EUR,,2020-10-13,WAY,134511596,
3449865293832,3.95,False,,EUR,,2020-10-22,WAY,134511596,
7613036761451,2.29,False,,EUR,,2020-10-28,WAY,134511596,
5762385060028,1.55,False,,EUR,,2020-10-28,WAY,134511596,
3449865241116,3.95,False,,EUR,,2020-10-28,WAY,134511596,
3596710062942,7.56,False,,EUR,,2020-12-07,WAY,134511596,
3596710457007,9.9,False,,EUR,,2020-12-07,WAY,134511596,
3254560378063,2.78,False,,EUR,,2020-12-18,WAY,134511596,
7613036012546,2.25,False,,EUR,,2020-12-18,WAY,134511596,
3596710414963,2.29,False,,EUR,,2020-12-18,WAY,134511596,
3596710358496,4.39,False,,EUR,,2021-01-11,WAY,134511596,
3596710384877,4.39,False,,EUR,,2021-01-11,WAY,134511596,
7613036012546,2.25,False,,EUR,,2021-01-11,WAY,134511596,
3227061001112,5.89,False,,EUR,,2021-01-19,WAY,134511596,
3596710222100,3.32,False,,EUR,,2021-01-26,WAY,134511596,
7613036012546,2.25,False,,EUR,,2021-01-28,WAY,134511596,
3021690029147,2.15,False,,EUR,,2021-02-06,WAY,134511596,
5762385060028,1.55,False,,EUR,,2021-02-16,WAY,134511596,
3302749896027,3.05,False,,EUR,,2021-02-16,WAY,134511596,
3596710450411,1.73,False,,EUR,,2021-02-16,WAY,134511596,
3596710450411,1.73,False,,EUR,,2021-02-16,WAY,134511596,
3596710450411,1.73,False,,EUR,,2021-02-16,WAY,134511596,
3254566570577,4.99,False,,EUR,,2021-02-25,WAY,134511596,
3449865293757,3.89,False,,EUR,,2021-03-06,WAY,134511596,
3449865293139,3.95,False,,EUR,,2021-03-18,WAY,134511596,
3449865333378,2.69,False,,EUR,,2021-03-19,WAY,134511596,
3038352880206,1.19,False,,EUR,,2021-03-19,WAY,134511596,
3254566468089,1.99,False,,EUR,,2021-03-23,WAY,134511596,
3450160005051,4.59,False,,EUR,,2021-04-24,WAY,134511596,
7613035989597,1.85,False,,EUR,,2021-04-24,WAY,134511596,
3449865293139,3.95,False,,EUR,,2021-05-03,WAY,134511596,
3596710430161,2.57,False,,EUR,,2021-05-27,WAY,134511596,
3302740047312,2.69,False,,EUR,,2021-05-27,WAY,134511596,
3596710222100,3.32,False,,EUR,,2021-05-27,WAY,134511596,
3254560325319,5.95,False,,EUR,,2021-06-18,WAY,134511596,
3449865267901,2.99,False,,EUR,,2021-06-23,WAY,134511596,
3596710483846,4.46,False,,EUR,,2021-08-04,WAY,134511596,
3033210822992,4.45,False,,EUR,,2021-08-14,WAY,134511596,
7613034225795,3.89,False,,EUR,,2021-08-14,WAY,134511596,
3449865293139,3.95,False,,EUR,,2021-08-14,WAY,134511596,
3449840002244,3.65,False,,EUR,,2021-08-20,WAY,134511596,
3596710430161,2.57,False,,EUR,,2021-08-20,WAY,134511596,
3095754220016,2.55,False,,EUR,,2021-08-25,WAY,134511596,
3240931533841,2.69,False,,EUR,,2021-09-17,WAY,134511596,
3596710430161,2.57,False,,EUR,,2021-09-17,WAY,134511596,
3449865293139,3.95,False,,EUR,,2021-10-07,WAY,134511596,
3596710468959,2.06,False,,EUR,,2021-10-07,WAY,134511596,
3270270004887,2.99,False,,EUR,,2021-10-07,WAY,134511596,
3254565418566,3.4,False,,EUR,,2021-10-14,WAY,134511596,
3449860415727,3.19,False,,EUR,,2021-10-19,WAY,134511596,
3449865241116,3.49,False,,EUR,,2021-10-28,WAY,134511596,
7613036761130,2.15,False,,EUR,,2021-11-01,WAY,134511596,
3227061001112,6.05,False,,EUR,,2021-11-01,WAY,134511596,
3333681030439,5.55,False,,EUR,,2021-11-17,WAY,134511596,
3596710295173,4.89,False,,EUR,,2021-11-29,WAY,134511596,
3302740975103,2.75,False,,EUR,,2021-11-29,WAY,134511596,
7613037407051,3.49,False,,EUR,,2021-12-01,WAY,134511596,
3227061000023,8.05,False,,EUR,,2021-12-01,WAY,134511596,
3596710062942,7.56,False,,EUR,,2021-12-03,WAY,134511596,
3596710199303,6.6,False,,EUR,,2021-12-13,WAY,134511596,
3596710451203,2.57,False,,EUR,,2021-12-22,WAY,134511596,
3154230802259,1.89,False,,EUR,,2022-01-14,WAY,134511596,
3038352880206,1.19,False,,EUR,,2022-01-28,WAY,134511596,
3302740047398,1.99,False,,EUR,,2022-02-24,WAY,134511596,
3449865293832,3.99,False,,EUR,,2022-03-01,WAY,134511596,
3038352880206,1.19,False,,EUR,,2022-03-11,WAY,134511596,
3154230802167,2.25,False,,EUR,,2022-03-11,WAY,134511596,
3095758049019,2.85,False,,EUR,,2022-03-18,WAY,134511596,
3254560378063,2.82,False,,EUR,,2022-04-02,WAY,134511596,
8710557008382,4.9,False,,EUR,,2022-04-05,WAY,134511596,
8710557008382,4.9,False,,EUR,,2022-04-05,WAY,134511596,
3302740050268,3.52,False,,EUR,,2022-04-11,WAY,134511596,
3049580543405,2.55,False,,EUR,,2022-04-23,WAY,134511596,
3375220201306,4.19,False,,EUR,,2022-04-23,WAY,134511596,
3596710370429,2.49,False,,EUR,,2022-04-23,WAY,134511596,
3596710339600,5.69,False,,EUR,,2022-04-23,WAY,134511596,
3449860412979,3.79,False,,EUR,,2022-04-29,WAY,134511596,
3256477045106,6.6,False,,EUR,,2022-05-04,WAY,134511596,
3256477038528,6.6,False,,EUR,,2022-05-04,WAY,134511596,
3256477045106,6.6,False,,EUR,,2022-05-04,WAY,134511596,
3256477038528,6.6,False,,EUR,,2022-05-04,WAY,134511596,
3323790610462,4.19,False,,EUR,,2022-05-04,WAY,134511596,
3254565418566,4.25,False,,EUR,,2022-06-20,WAY,134511596,
3596710199303,6.6,False,,EUR,,2022-07-01,WAY,134511596,
3449865293832,4.39,False,,EUR,,2022-08-10,WAY,134511596,
3154230802341,1.89,False,,EUR,,2022-09-08,WAY,134511596,
3270270001633,2.37,False,,EUR,,2022-09-15,WAY,134511596,
3596710461950,6.99,False,,EUR,,2022-09-16,WAY,134511596,
3596710199303,6.71,False,,EUR,,2022-10-01,WAY,134511596,
3154230802341,1.99,False,,EUR,,2022-10-06,WAY,134511596,
3095758048012,2.15,False,,EUR,,2022-10-25,WAY,134511596,
5410721550732,1.59,False,,EUR,,2022-10-25,WAY,134511596,
3596710416622,3.79,False,,EUR,,2022-10-27,WAY,134511596,
3596710199303,6.71,False,,EUR,,2022-10-27,WAY,134511596,
3154230802341,2.59,False,,EUR,,2022-12-01,WAY,134511596,
3181231001732,6.99,False,,EUR,,2022-12-01,WAY,134511596,
3302740047404,3.39,False,,EUR,,2022-12-01,WAY,134511596,
3254560077225,1.12,False,,EUR,,2022-12-08,WAY,134511596,
3254560378063,3.07,False,,EUR,,2022-12-14,WAY,134511596,
3596710199303,6.48,False,,EUR,,2023-01-04,WAY,134511596,
3154230801054,3.32,False,,EUR,,2023-01-06,WAY,134511596,
3596710451203,2.45,False,,EUR,,2023-01-06,WAY,134511596,
3596710199303,6.55,False,,EUR,,2023-01-24,WAY,134511596,
3038352880206,1.61,False,,EUR,,2023-01-24,WAY,134511596,
3248830116547,3.69,False,,EUR,,2023-01-28,WAY,134511596,
3248830116530,3.29,False,,EUR,,2023-02-13,WAY,134511596,
