"Numero de département","Numéro agrément/Approval number","SIRET","Raison SOCIALE - Enseigne commerciale/Name","Adresse/Adress","Code postal/Postal code","Commune/Town","Catégorie/Category","Activités associées/Associated activities","Espèce/Specy"
"42","42.156.006","48511501800015","CRYSTAL","PARC D'ACTIVITES ECONOMIQU LES JACQUINS","42590","NEULISE","PP","",""
"42","42.165.006","88635004000038","ETABLISSEMENTS MERLE ET COMPAGNIE"," 25 RUE DE L EGALITE","42360","PANISSIERES","PP","",""
"42","42.168.002","41131195400027","SALAISONS DU MONT PILAT"," 1 LA CROIX DE MONTVIEUX","42410","PELUSSIN","PP","",""
"42","42.170.001","41208222400079","COOPERL SALAISONS"," 547 RUE DU MOULIN TAMPON","42120","PERREUX","PP","",""
"42","42.175.001","88635004000012","ETABLISSEMENTS MERLE ET COMPAGNIE"," 279 RUE POLIACUS","42110","POUILLY-LES-FEURS","PP","",""
"42","42.200.001","39428016800011","SOCIETE LE BATISTOU"," 52 RUE DE L ANZIEUX","42210","SAINT-ANDRE-LE-PUY","PP","0(CS)",""
"42","42.205.001","79821287400027","SALAISONS DU FOREZ CHAZAL"," 1676 ROUTE DE SAY","42940","SAINT-BONNET-LE-COURREAU","PP","",""
"42","42.218.001","42923600300019","CENTRALE DE CHARCUTERIE"," 80 RUE DE LA TOUR","42000","SAINT-ETIENNE","PP","0(CS);I(CP);V(MP)",""
"42","42.228.001","50938826000010","SALAISONS DES ROYATS","LES ROYATS 30 RUE DU STADE","42610","SAINT-GEORGES-HAUTE-VILLE","PP","I(CP)",""
"42","42.231.003","88885034400019","F. PALABOST DECOUPE"," ZA LES ODDINS","42640","SAINT-GERMAIN-LESPINASSE","PP","I(CP);V(MM);V(MP)",""
"42","42.256.001","33157826000043","PATRICK VERRIERE TRAITEUR"," ZA LE PLACIER","42680","SAINT-MARCELLIN-EN-FOREZ","PP","VIII(PP)",""
"42","42.267.002","40618016600034","ETABLISSEMENTS BOIZET"," 117 RTE DE TIGNY","42190","SAINT-NIZIER-SOUS-CHARLIEU","PP","",""
"42","42.302.002","90096005500011","S.F.C.S. SOCIETE FRANCAISE DE CONSERVERIE ET DE SALAISON"," 14 RUE LOUIS BLANCHARD","42290","SORBIERS","PP","",""
"42","42.305.003","31653504600031","ATELIER FOREZIEN DU FRAIS - AFFRAIS- AFFRAIS PROD- AFFRAIS LOG","POLE DE LA VIANDE 55 ALLEE DE LA HALLE","42350","LA TALAUDIERE","PP","I(CP);II(CP);IX(PP);VIII(PP);V(MP);XI(PP)",""
"42","42.305.004","32764134600033","TRADIVAL","POLE DE LA VIANDE 190 ALL DE L INDUSTRIE","42350","LA TALAUDIERE","PP","I(CP);V(MP)",""
"42","42.305.008","88414716600026","LA FABRIQUE"," 656 RUE GEORGE SAND","42350","LA TALAUDIERE","PP","",""
"42","42.305.011","84245989300025","CHHAN"," 12 RUE DU GROS CHENE","42350","LA TALAUDIERE","PP","VIII(PP)",""
"42","42.308.001","41131195400019","SALAISONS DU MONT PILAT - SALAISONS DU PILAT"," 181 RUE ALPHONSE LACOMBE","42740","LA TERRASSE-SUR-DORLAY","PP","",""
"42","42.313.004","88027007900010","BOUCHERIE CHARCUTERIE CHAZAL"," 31 HAM HAMEAU DES PIERRES","42130","TRELINS","PP","V(MP)",""
"42","42.334.001","40588075800017","ETABLISSEMENTS ROCHEBILLARD ET BLEIN"," 432 RUE DE LA CHAPELLE","42780","VIOLAY","PP","",""
"42","42.334.002","40588075800025","ETABLISSEMENTS ROCHEBILLARD ET BLEIN - LES JAMBONS DE LA BERCHERE","ZONE INDUSTRIELLE TERRE DE LA BERCHERE","42780","VIOLAY","PP","",""
"43","43.005.001","84115903100019","FORESTIER MICKAEL"," LA CROIX DE TOURETTE","43580","ALLEYRAS","PP","I(CP);V(MP)",""
"43","43.006.002","41514497100017","SARL AUBERGE PAYSANNE D ALLY"," LE BOURG","43380","ALLY","PP","I(CP);V(MP)",""
"43","43.007.002","84941398400014","TRADITIONS FERMIERES"," ZA LES VESTIAS","43200","ARAULES","PP","I(CP);V(MP)",""
"43","43.020.008","99077912600012","SALAISONS DE LA ROCHE - SALAISONS SARRON"," 10 ROUTE DE LA SALAISON","43210","BAS-EN-BASSET","PP","",""
"43","43.021.001","80534365400010","PRODUITS FERMIERS DES FREYTIS","LES FREYTIS 102 ROUTE DES FREYTIS","43800","BEAULIEU","PP","I(CP);V(MP)",""
"43","43.040.001","32121233400015","POLE VIANDE DU BRIVADOIS","ABATTOIR MUNICIPAL AV DE LAMOTHE","43100","BRIOUDE","PP","I(CP);I(SH);V(MP)",""
"43","43.040.007","38948340500012","TINEL","ZI CHEMIN DE CHOMAGET 10 RUE DE CHOMAGET","43100","BRIOUDE","PP","",""
"43","43.040.012","42273428500022","HAUT ALLIER QUALITE"," AV PIERRE MENDES FRANCE","43100","BRIOUDE","PP","I(CP);II(CP);II(SH);V(MP)",""
"43","43.040.013","51786381700022","PAYSANS BIO D'AUVERGNE","DOMAINE SAINT FERREOL 35 RUE GUYNEMER","43100","BRIOUDE","PP","I(CP);V(MP)",""
"43","43.062.001","82871032700010","CHASPU'FRAIS - CONSERVERIE DES TERRES ROUGES"," ZA LA COMBE","43320","CHASPUZAC","PP","0(CS);I(CP);V(MP)",""
"43","43.077.002","43484474200016","MEJEAN PERE & FILS"," LE BOURG","43490","COSTAROS","PP","I(CP);V(MP)",""
"43","43.080.013","38881696900017","FERME DE RECHIMAS VIANDES"," RECHIMAS","43500","CRAPONNE-SUR-ARZON","PP","I(CP);V(MP)",""
"43","43.095.001","75092652900017","SALAISONS DE FIX","RN 102 LE BOURG","43320","FIX-SAINT-GENEYS","PP","I(CP);V(MP)",""
"43","43.098.002","40228636300013","SALAISONS NICOLAS FRERES"," 11 ROUTE DE LAUSSONNE","43150","FREYCENET-LA-TOUR","PP","I(CP)",""
"43","43.112.001","44900078500013","SALAISON DU VAL D'ALLIER"," CHAMBARET","43300","LANGEAC","PP","",""
"43","43.135.002","75124709900029","SALAISON DES MONTS BREYSSE"," ESPLANADE STEVENSON","43150","LE MONASTIER-SUR-GAZEILLE","PP","I(CP);V(MP)",""
"43","43.137.012","81432265700010","SALAISONS DES MOLETONS - CHARCUTERIE DE LAVOUX"," ZA LES MOLETONS","43120","MONISTROL-SUR-LOIRE","PP","V(MP)",""
"43","43.150.002","51016031000015","SALAISONS DU VELAY"," LE BOURG","43200","LE PERTUIS","PP","V(MP)",""
"43","43.152.002","20007341900026","COMMUNAUTE D'AGGLOMERATION DU PUY-EN-VELAY - ABATTOIR"," ZA DE BLEU","43000","POLIGNAC","PP","I(CP);I(SH);V(MP);XI(PP)",""
"43","43.154.004","58725052300020","STE D EXPL VIANDE ABAT CONSERV","FONTMAURE RTE DU PUY","43420","PRADELLES","PP","I(CP);V(MP)",""
"43","43.157.028","49754732300012","PALAIS DES VIANDES BIO"," 10 RUE DU FAUBOURG SAINT JEAN","43000","LE PUY-EN-VELAY","PP","I(CP);V(MP)",""
"43","43.159.003","50527220300017","DANTONY - SALAISONS PICHON"," 27 RUE DE LA SALAISON","43290","RAUCOULES","PP","",""
"43","43.172.001","88420712700017","BOUCHERIE CHARCUTERIE DES SOURCES"," 6 PL JEAN BEAL","43290","SAINT-BONNET-LE-FROID","PP","I(CP);V(MP)",""
"43","43.177.003","32589362600029","ETABLISSEMENTS MASSARDIER"," ZA LA PLAINE DES MATS","43140","SAINT-DIDIER-EN-VELAY","PP","V(MP)",""
"43","43.190.001","51865566700039","BOIS-SOLEIL"," 19 RUE DE NAQUERA","43700","SAINT-GERMAIN-LAPRADE","PP","I(CP);V(MP)",""
"43","43.211.009","58625041700035","SALAISONS DU LIGNON"," 160 RUE DU CHAZELET","43200","SAINT-MAURICE-DE-LIGNON","PP","",""
"43","43.211.010","38975873100019","SOUCHON D'AUVERGNE","ZI DE LARJALLER LA CROIX DE L ARBRE","43200","SAINT-MAURICE-DE-LIGNON","PP","",""
"43","43.223.001","95154625800017","SALAISON DU CHATEAU"," 36 AV DE LA GARE","43620","SAINT-ROMAIN-LACHALM","PP","",""
"43","43.228.001","91872874200019","SALAISON TORRILHON","CHEYRAC 4 R DE CRAPONNE","43500","SAINT-VICTOR-SUR-ARLANC","PP","I(CP);V(MP)",""
"43","43.236.003","58625041700027","SALAISONS DU LIGNON"," ","43140","LA SEAUVE-SUR-SEMENE","PP","",""
"43","43.241.002","47892700700045","ISATIS","ZA LES FANGEAS 1 ROUTE DES CHABANNES","43370","SOLIGNAC-SUR-LOIRE","PP","0(CS);I(CP);II(CP);IX(PP);V(MP)",""
"43","43.241.004","32108935100043","NICOLAS G SALAISONS MONTAGNAC - SAMONI","MONTAGNAC 2 RTE DE CAYRES","43370","SOLIGNAC-SUR-LOIRE","PP","I(CP);V(MP)",""
"43","43.244.008","39061889000011","LES MONTS DE LA ROCHE","ZA DE LEYGAT 176 ALL DES BOULEAUX","43190","TENCE","PP","",""
"43","43.249.003","98526747500012","FAURE MARILYNE - AUX FINES SAVEURS"," 66 CHEMIN DU GOUBAUD","43210","VALPRIVAS","PP","II(CP);II(SH);V(MP)",""
"43","43.262.001","53873512700010","SALAISONS PHILIS"," ZONE ARTISANALE LES REGAINS","43100","VIEILLE-BRIOUDE","PP","",""
"43","43.268.001","30664621700019","SOCIETE COOPERATIVE DES ABATTOIRS D'YSSINGEAUX ABATTOIRS SOCABY"," RUE DU DOCTEUR PIPET","43200","YSSINGEAUX","PP","I(CP);V(MP)",""
"43","43.268.002","85332913400011","SEM ABATTAGE & DECOUPE (SEMAD) DE LA JEUNE LOIRE"," RUE DU DOCTEUR PIPET","43200","YSSINGEAUX","PP","I(CP);I(SH);V(MP)",""
"43","43.268.006","41208222400103","COOPERL SALAISONS"," 695 RUE DES ENTREPRISES","43200","YSSINGEAUX","PP","",""
"43","43.268.015","19430113100026","ETABLISSEMENT PUBLIC LOCAL D'ENSEIGNEMENT ET DE FORMATION PROFESSIONNELLE AGRICOLES DU VELAY - CFPPA ADULTES D'YSSINGEAUX","DOMAINE DE CHOUMOUROUX 50 IMP LES EPICEAS","43200","YSSINGEAUX","PP","I(CP);VIII(PP);V(MP)",""
"43","43.268.017","58625050800015","ETABLISSEMENTS MANET FRERES - MARCEL DELABRE - MA TRE CHARCUTIER"," BD DE LA PAIX","43200","YSSINGEAUX","PP","",""
"43","43.268.030","35157897600018","DE FONTBONNE","LA CHAZELIE 2515 RTE QUEYRIERES","43200","YSSINGEAUX","PP","I(CP)",""
"43","43.268.523","44898089600022","SALAISON CHARCUTERIE BIO YSSINGELAISE"," CHEMIN DES GRIFFONS","43200","YSSINGEAUX","PP","I(CP)",""
"44","44.003.003","90253975800026","RIOVAL","ANCENIS 160 AV DES ALLIES","44150","ANCENIS-SAINT-GEREON","PP","",""
"44","44.003.007","49375423800027","LE VAL D'EVRE - LE VAL D'EVRE TRAITEUR","ZAC DE L'AUBINIERE RUE LOUIS BREGUET","44150","ANCENIS-SAINT-GEREON","PP","",""
"44","44.014.001","34082112300031","GALLIANCE LE BIGNON","PARC D ACTIVITES DE LA FORET 18 RUE DE LA FORET","44140","LE BIGNON","PP","",""
"44","44.026.009","32015334900024","QUILLARD ET FILS","ZONE INDUSTRIELLE 8 RUE DU NOUVEAU BELE","44470","CARQUEFOU","PP","I(CP);V(MP)",""
"44","44.041.003","39022145500012","SA ETABLISSEMENT GUERY - MAISON GUERY","ZONE INDUSTRIELLE 1 RUE DU BOIS FLEURI ZONE INDUSTRIELLE","44118","LA CHEVROLIERE","PP","",""
"44","44.054.011","50387041200015","SARL DUVACHER - F. DUVACHER"," ZONE INDUSTRIELLE DU BIGNON","44110","ERBRAY","PP","I(CP);V(MP)",""
"44","44.072.002","38774449300066","AGIS","ZA DU CLOS DU POIVRE RTE D'ASSERAC","44410","HERBIGNAC","PP","",""
"44","44.081.009","37791577200026","CHARCUTERIE DEMI GROS GERARD DANIEL","PARC D'ACTIVITES LEGE NORD 4 RUE DU BOIS FLEURI","44650","LEGE","PP","I(CP);V(MM);V(MP)",""
"44","44.102.002","34342030300020","CHARCUTERIE SALAISONS PIVETEAU","ZONE ARTISANALE ZA LES CHAMPS BROSSARD","44140","MONTBERT","PP","0(CS);V(MP)",""
"44","44.109.671","13000853500028","ECOLE NATIONALE VETERINAIRE, AGROALIMENTAIRE ET DE L'ALIMENTATION, NANTES-ATLANTIQUE (ONIRIS VETAGROBIO NANTES) - SITE DE LA GERAUDIERE"," RUE DE LA GERAUDIERE","44300","NANTES","PP","VIII(PP)",""
"44","44.113.002","54695037900265","CHARAL"," LA LANDE DU MOULIN","44170","NOZAY","PP","",""
"44","44.131.008","39117911600044","SOCIETE COLLET","ZAC DE LA BLAVETIERE 5 RUE PAUL LANGEVIN","44210","PORNIC","PP","VIII(PP)",""
"44","44.138.002","94889234400011","TEBA 44 - DE LA TERRE A L'ASSIETTE","ZA DE L'OSERAYE 6 ALLEE DE SAINT FLOUR","44390","PUCEUL","PP","I(CP);V(MP)",""
"44","44.143.017","82110630900023","SCCD CHLOROPHYLLE"," 16 RUE ADA LOVELACE","44400","REZE","PP","I(CP);V(MP)",""
"44","44.150.009","92794824000035","NEWREST ATLANTIQUE","AEROGARE DE FRET DE NANTES CHEMINEMENT BOUGON","44860","ST AIGNAN GRANDLIEU","PP","",""
"44","44.162.003","87913720600022","RAMEN LAB","23 RUE DU TISSERAND 23 RUE DU TISSERAND","44800","SAINT-HERBLAIN","PP","",""
"44","44.172.003","43870781200030","BRISON TRAITEUR","ZAC MAISON NEUVE II 1 RUE MARYSE HILSZ","44980","SAINTE-LUCE-SUR-LOIRE","PP","I(CP);IX(PP);VIII(PP);V(MP);X(PP)",""
"44","44.176.007","49763170500025","LABBE-SIMON - SARL LABBE SIMON","LE PETIT PRE MALOU 6 RUE MARCEL PAUL","44550","SAINT-MALO-DE-GUERSAC","PP","",""
"44","44.180.004","78818295400024","SOCIETE AUBRET"," ZONE INDUSTRIELLE","44540","VALLONS-DE-L'ERDRE","PP","I(CP)",""
"44","44.180.027","82134882800012","GALLAIS PHILIPPE - TERROIR D'ANCENIS"," 7 RUE VILLE JOLIE","44540","VALLONS-DE-L'ERDRE","PP","I(CP);V(MP)",""
"44","44.187.004","44816243800015","ALP-ROUSSE","LA PACAUDERIE LA PACAUDERIE","44320","SAINT-PERE-EN-RETZ","PP","I(CP);II(CP);V(MP)",""
"44","44.190.005","39189217100045","COVI"," 341 RTE DE CLISSON","44230","SAINT-SEBASTIEN-SUR-LOIRE","PP","",""
"44","44.204.003","34402449200029","ANNE BRETAGNE FAB AND P GUIMBRETIERE"," ZAC DE LA BAUDINIERE","44470","THOUARE-SUR-LOIRE","PP","",""
"44","44.211.002","31788603400014","GAEC DU BOIS DE BOULLE","LA BOULLE 20 ALL DU BOIS DE LA BOULE","44420","LA TURBALLE","PP","II(CP);II(SH);V(MP)",""
"44","44.216.043","88004517400013","LE MOULIN DU PATIS - FERME DE LA FORET","5 LE MOULIN DU PATIS 5 LE MOULIN DU PATIS","44116","VIEILLEVIGNE","PP","II(CP);II(SH);V(MP)",""
"44","44.224.001","83496575800016","LA FERME DU BOIS SUZIN","LE CEP LE CEP","44170","LA GRIGONNAIS","PP","I(CP);V(MP)",""
"45","45.035.003","51116782700019","LES SENTIERS GOURMANDS - S.C.A.O"," 30 FG FAUBOURG DU GATINAIS","45340","BOISCOMMUN","PP","IX(PP);V(MP)",""
"45","45.083.001","47875335300323","LES ELEVEURS DE LA CHARENTONNE"," LE RU CHARLOT","45220","CHATEAU-RENARD","PP","IX(PP)",""
"45","45.103.002","31024663200056","ABEILLE ROYALE"," 4 AV DE BORDEAUX","45490","CORBEILLES","PP","IX(PP);VIII(PP)",""
"45","45.146.002","97802109500028","NEMROD SOLOGNE"," 43 ALLEE DES ERABLES","45240","LA FERTE-SAINT-AUBIN","PP","IV(CP);IV(GHE);V(MP)",""
"45","45.147.004","32764134600066","TRADIVAL"," 45 RUE DE CUREMBOURG","45400","FLEURY-LES-AUBRAIS","PP","I(CP);I(SH);V(MP)",""
"45","45.272.002","89999375200026","SEASON"," 158 RUE DES CHARMES","45590","SAINT-CYR-EN-VAL","PP","",""
"45","45.272.003","38758917900028","CARGILL FOODS FRANCE","ZI LA SAUSSAYE RUE DES FOUGERES","45590","SAINT-CYR-EN-VAL","PP","",""
"45","45.307.001","83705010300022","BRISSON CHARCUTIER DU TERROIR","ZONE ARTISANALE LES SABLONNIERES","45210","LA SELLE-SUR-LE-BIED","PP","",""
"45","45.307.002","33291940600022","LOUIS LEMOINE SA"," LES SABLONNIERES","45210","LA SELLE-SUR-LE-BIED","PP","VIII(PP)",""
"45","45.315.112","45225159800010","GOYARD SARL"," 25 RUE DE LA BLANCHISSERIE","45600","SULLY-SUR-LOIRE","PP","I(CP);V(MM);V(MP)",""
"46","46.012.001","42365042300019","AU BON TERROIR D'AYNAC"," RUE DU PONT CARRAL","46120","AYNAC","PP","I(CP);II(CP)",""
"46","46.016.001","37905978500061","CREMOUX NICOLE"," BAZALGUE","46600","BALADOU","PP","II(CP)",""
"46","46.042.001","39425831300029","CAPEL 4 SAISONS","BP 119 267 AVENUE PIERRE SEMARD","46000","CAHORS","PP","I(CP);V(MP)",""
"46","46.042.012","52923654900018","MAISON MARLAS","MAS DE RICARD","46000","CAHORS","PP","II(CP)",""
"46","46.064.001","35142140900027","SARL QUERCY VILLAGE","FERME DE M & MME ROBERT LD TERRIE","46150","CATUS","PP","II(CP);II(SH)",""
"46","46.064.002","34272947200015","LA FERME DE SIFFRAY"," 121 ROUTE DE SIFFRAY","46150","CATUS","PP","II(CP);II(SH)",""
"46","46.084.002","31431972400014","LA CAMPAGNOISE"," 294 ROUTE DE PICARDEL","46600","CREYSSE","PP","",""
"46","46.084.003","34015799900012","EARL LES FERMES DE BOUTIERES"," ","46600","CREYSSE","PP","II(CP);II(SH)",""
"46","46.085.001","38369594700010","SARL DELCLAUX"," 1160 RUE DES BLEUETS","46270","CUZAC","PP","II(CP)",""
"46","46.102.004","41025258900024","JEAN LARNAUDIE"," 76 RUE DES ARTISANS","46100","FIGEAC","PP","0(CS)",""
"46","46.109.003","39797075700035","CONSERVERIE DU HAMEAU DES SAVEURS - LE HAMEAU DES SAVEURS","PARC D'ACTIVITE CAHORS SUD ZONE GARRIC BEAU 200 ROUTE DES FALGUIERES","46230","FONTANES","PP","",""
"46","46.117.002","82860893500023","LA FERME LE MIRAMONT"," LD FONZALS","46130","GAGNAC-SUR-CERE","PP","I(CP);V(MP)",""
"46","46.127.004","31246886100116","GODARD-CHAMBON ET MARREL"," CHAMP DU PIGEONNIER","46300","GOURDON","PP","",""
"46","46.128.002","43977294800022","LA QUERCYNOISE - LA QUERCYNOISE FOIES GRAS"," 44 IMPASSE DU PERIE","46500","GRAMAT","PP","II(CP);II(SH);V(MP)",""
"46","46.135.001","38973082100029","SALAISONS LABORIE ET FILS - SARL SALAISONS LABORIE ET FILS"," ","46210","LABASTIDE-DU-HAUT-MONT","PP","",""
"46","46.138.001","41069496200011","GAEC DE LARCHER"," LARCHER","46240","COEUR DE CAUSSE","PP","I(CP);II(CP);II(SH);V(MP)",""
"46","46.148.002","42118603200015","DELON ANNE"," TANDOUNET","46230","LALBENQUE","PP","II(CP)",""
"46","46.148.050","49379421800013","DE LA BORIE DU MOULIN"," LA BORIE DU MOULIN","46230","LALBENQUE","PP","I(CP);V(MP)",""
"46","46.152.001","50789480600029","LA GOURMANDE FOIE GRAS JACQUIN"," LD LD EMBOLY","46350","LAMOTHE-FENELON","PP","II(CP)",""
"46","46.153.001","53036925500019","FERME DE GREZELADE"," LD LOBY","46200","LANZAC","PP","",""
"46","46.153.202","34968203900012","GAEC DE GREZELADE"," 218 ROUTE DE GREZELADE SUD","46200","LANZAC","PP","I(CP);V(MP)",""
"46","46.158.002","39948871700014","DOMAINE DE ST GERY - MAISON DULER","LASCABANES DOMAINE DE ST GERY","46800","LENDOU-EN-QUERCY","PP","V(MP)",""
"46","46.158.003","43463543900012","GAEC DE VERSAILLES","LASCABANES","46800","LENDOU EN QUERCY","PP","II(CP);II(SH)",""
"46","46.172.001","38431400100023","SA DECAYZAC FOIE GRAS","RN 20 PARC DU SYCALA","46170","LHOSPITALET","PP","",""
"46","46.173.001","35275043400024","SICA LES FINS GOURMETS - LES FINS GOURMETS"," GRAND PLACE","46260","LIMOGNE-EN-QUERCY","PP","II(CP);II(SH)",""
"46","46.176.003","49013819500014","GAEC DE VIAZAC BAS"," ","46320","LIVERNON","PP","II(CP)",""
"46","46.185.007","52190813700024","LES BOURIETTES - CONSERVES DES BOURIETTES"," LD FERME DES BOURIETTES","46600","MARTEL","PP","",""
"46","46.193.002","41031182300018","LA FERME DE BORIE"," 426 ROUTE DE BORIE","46500","MIERS","PP","II(CP);II(SH);V(MP)",""
"46","46.200.001","37792047500011","SOC COOP AGR OIE CANARD LACS BOURIANNE"," ","46250","MONTCLERA","PP","II(CP)",""
"46","46.202.003","79007099900012","CONSERVES DU SUD"," LD SAUTEL","46230","MONTDOUMERC","PP","I(CP);II(CP);III(CP);V(MP)",""
"46","46.203.001","48399329100010","L & B - L'ANSER FOIE GRAS","58 PLACE BELLE VUE 58 PLACE BELLE VUE","46210","MONTET-ET-BOUXAL","PP","0(CS);II(CP)",""
"46","46.208.202","41151148800016","PAUTRE XAVIER"," LAROQUE","46600","MONTVALENT","PP","II(CP);II(SH)",""
"46","46.216.001","31246886100231","GODARD-CHAMBON ET MARREL - GODARD PERIGORD"," 74 ROUTE DE SARLAT","46300","PAYRIGNAC","PP","0(CS)",""
"46","46.230.002","44467256200048","GAYRAL BRUNO - LA FERME DES CAZALUS"," 1100 ROUTE DE LA LAUDINE","46260","PUYJOURDES","PP","II(CP);II(SH)",""
"46","46.240.001","95282295500011","FERME DES CAMPAGNES"," 28 LES CAMPAGNES","46500","ROCAMADOUR","PP","II(CP);II(SH)",""
"46","46.251.003","73165045300038","CASTEL VIANDES"," AV ROBERT DESTIC","46400","SAINT-CERE","PP","I(CP);V(MP)",""
"46","46.251.004","44981254400020","LES SALAISONS FERMIERES"," 50 AVENUE ROBERT DESTIC","46400","SAINT-CERE","PP","I(CP);II(CP);V(MP)",""
"46","46.259.001","32784360300017","VALETTE FOIE GRAS - SPECIALITES DE LA BOURIANE + VALETTE"," 595 ROUTE DE L'OCCITANIE","46300","SAINT-CLAIR","PP","",""
"46","46.266.001","33365842500058","SARL RASCOL ANDRE ET FILS"," PANACARD","46100","SAINT-FELIX","PP","I(CP);V(MP)",""
"46","46.267.003","81147292700029","MAISON DUSSOL"," LD LA MARZELLE","46310","SAINT-GERMAIN-DU-BEL-AIR","PP","I(CP)",""
"46","46.293.001","79981058500015","TRAITEUR BASILE CREMOUX - BOUTIQUE LES MIJOTEURS SAINT SOZY"," LD GOURDOU","46200","SAINT-SOZY","PP","",""
"46","46.297.005","43231384900023","SCEA LA FERME DU BOUYSSOU"," 1409 ROUTE DE CAZALS","46340","SALVIAC","PP","II(CP);V(MP)",""
"46","46.309.002","88019505200019","LA FORGE GOURMANDE"," LD LE CAUSSE","46200","SOUILLAC","PP","",""
"46","46.311.108","33459361300048","FERMES DE FIGEAC"," ","46190","SOUSCEYRAC-EN-QUERCY","PP","I(CP);V(MP)",""
"46","46.330.001","40196592600017","LA FERME DE ROUBEGEOLLES"," LD ROUBEGEOLLES","46110","VAYRAC","PP","",""
"46","46.334.001","53764097100033","DECODESOS"," PRES VIGNALS","46300","LE VIGAN","PP","I(CP);V(MP)",""
"46","46.334.003","44141628600017","THOCAVEN"," 888 ROUTE DE CABASSE","46300","LE VIGAN-EN-QUERCY","PP","II(CP);II(SH);V(MP)",""
"46","46.339.001","44923165300014","CASSAN CLAUDINE"," LD TREMENOUZE","46400","SAINT-JEAN-LAGINESTE","PP","",""
"46","46.340.002","38531475200036","ETS SUDREAU"," LD LES GRAVES","46090","SAINT-PIERRE-LAFEUILLE","PP","",""
"46","46.340.004","51756285600016","DE LA CROIX D'AVAL"," LE BOURG","46500","REILHAC","PP","II(CP);V(MP)",""
"47","47.009.004","37832967600019","LE MOULIN D'ANDIRAN"," MOULIN D'ANDIRAN","47170","ANDIRAN","PP","VIII(PP)",""
"47","47.032.001","77622146700074","GROUPE BIGARD","39 R DENIS PAPIN Z I  JEAN MALEZE","47240","BON-ENCONTRE","PP","I(CP);V(MM);V(MP)",""
"47","47.035.001","79827735600019","GAEC L'OISONNIERE"," MOULIN DE ST LAURENT","47410","BOURGOUGNAGUE","PP","II(CP);II(SH)",""
"47","47.037.001","40461748200017","RANC JEAN-MARIE"," ","47210","BOURNEL","PP","II(SH)",""
"47","47.042.077","31439168100017","EARL LA FERME DE BARUTEAU"," 707 CHE DE BARUTEAU","47260","BRUGNAC","PP","V(MP)",""
"47","47.049.001","38146389200012","FOIE GRAS QUILLOT"," LD LES BARRAILS","47440","CASSENEUIL","PP","",""
"47","47.055.010","78963162900019","SARL CHRIST - VIGNAL GASTRONOMIE"," 665 ROUTE DE CAILLADELLES","47290","CASTELNAUD-DE-GRATECAMBE","PP","II(CP);V(MP)",""
"47","47.055.019","85373594200023","LE CANARD EN BOITE"," LES AUZERALS","47290","CASTELNAUD-DE-GRATECAMBE","PP","",""
"47","47.083.001","38005139100015","EARL DES FAYARDS"," LARROQUE","47210","DOUDRAC","PP","II(CP);II(SH)",""
"47","47.091.003","79242918500046","BCDREST"," LASSERRE PLATEFORME 2","47310","ESTILLAC","PP","",""
"47","47.091.005","82414806800011","VEGECROC"," AGROPOLE","47310","ESTILLAC","PP","0(CS);VIII(PP)",""
"47","47.091.011","80976041600010","LECHEF"," AGROPOLE","47310","ESTILLAC","PP","VIII(PP)",""
"47","47.091.015","42369744000018","CITE GOURMANDE"," 5 CHEMIN DES SAVEURS","47310","ESTILLAC","PP","VIII(PP)",""
"47","47.091.049","75371892300026","YOOJI"," AGROPOLE ENTREPRISES","47310","ESTILLAC","PP","VIII(PP)",""
"47","47.091.051","93441291700015","OSAKA TRAITEUR"," AGROPOLE","47310","ESTILLAC","PP","VIII(FFPP);VIII(PP)",""
"47","47.091.052","89503271200013","LABO PARK"," 54 CHEMIN DES VIGNES","47310","ESTILLAC","PP","VIII(PP)",""
"47","47.091.053","93375336000017","MIAKO"," AGROPOLE","47310","ESTILLAC","PP","VIII(PP)",""
"47","47.105.001","39744320100017","SARL SOULEILLES FOIE GRAS"," SOULEILLES","47140","FRESPECH","PP","II(CP);II(SH)",""
"47","47.110.001","83381262100021","JNN - CHARCUTERIE AU PORC NOIR DE CAMBES"," CAMBES","47400","GONTAUD-DE-NOGARET","PP","",""
"47","47.118.001","39175518800011","REGIS BESSONNET PRODUITS DE LA FERME","COUTIE 702 RTE DE TONNEINS","47400","HAUTESVIGNES","PP","II(SH)",""
"47","47.129.001","39540322300013","EARL LA FERME DE RAMON"," 365 CHE DE LA FERME DE RAMON","47190","GALAPIAN","PP","II(CP);II(SH)",""
"47","47.137.001","51949103900011","LES VOLAILLES DE CABIER SARL - VOLAILLES DE CABIER"," 519 CHE DU CABIER","47310","LAPLUME","PP","II(CP);II(SH);V(MP)",""
"47","47.145.002","32224980600033","MARASSE ET FILS","LIEUDIT LA ROUBIAGUE","47390","LAYRAC","PP","I(CP);V(MP)",""
"47","47.163.002","40037818800017","CONSERVES DANIEL REGAUD","MAUVEZIN SUR GUPIE JEAN MALAU","47200","MAUVEZIN-SUR-GUPIE","PP","",""
"47","47.190.101","45124184800022","EURL SARRAZIN"," LE BOURG","47360","MONTPEZAT","PP","",""
"47","47.211.001","33874658900021","SICA VAL DE GELISE - SICA ""VAL DE GELISE"""," SALLES","47170","POUDENAS","PP","II(CP);II(SH)",""
