"Numero de département","Numéro agrément/Approval number","SIRET","Raison SOCIALE - Enseigne commerciale/Name","Adresse/Adress","Code postal/Postal code","Commune/Town","Catégorie/Category","Activités associées/Associated activities","Espèce/Specy"
"01","01.034.002","85123773500010","SASU BRUNO CHANINET - L'AILE OU LA CUISSE"," 73 RUE DE LA REPUBLIQUE","01300","BELLEY","PP","VIII(PP);X(PP)",""
"01","01.053.006","33990964000015","GIRAUDET","Z.I. NORD 10 AV ARSENE D ARSONVAL","01000","BOURG-EN-BRESSE","PP","VIII(PP)",""
"01","01.053.007","19010819100015","ETABLISSEMENT PUBLIC LOCAL D'ENSEIGNEMENT ET DE FORMATION PROFESSIONNELLE AGRICOLES DE BOURG-EN-BRESSE - LEGTPA LYCEE AGRICOLE AGROALIMENTAIRE"," 79 AV DE JASSERON","01000","BOURG-EN-BRESSE","PP","I(CP);II(CP);VIII(PP);V(MP);XI(PP)",""
"01","01.053.009","34327898200107","ASSOCIATION TREMPLIN"," 623 CHEMIN D'ETERNAZ","01000","BOURG-EN-BRESSE","PP","VIII(PP);X(PP)",""
"01","01.053.015","35194101800027","SOCIETE NOUVELLE UTP"," 1 RUE JEAN GUTENBERG","01000","BOURG-EN-BRESSE","PP","V(MP)",""
"01","01.053.021","39210057400012","BRIDON DISTRIBUTION GASTRONOMIE - BOURG TRAITEUR"," 3 RUE GUICHENON","01000","BOURG-EN-BRESSE","PP","RC(CUISCEN);VIII(PP)",""
"01","01.093.055","32436815800014","DEPLATIERE SA"," 212 RUE LA TREDONNIERE","01400","CHATILLON-SUR-CHALARONNE","PP","",""
"01","01.159.002","32901020100039","ROLAND MONTERRAT - LYONVAL TRAITEUR","ZA SUD 226 RUE DE LA LOEZE","01570","FEILLENS","PP","VIII(PP)",""
"01","01.166.001","31182126800050","SAINT JEAN"," ZAC DU PARDY","01480","FRANS","PP","VIII(PP)",""
"01","01.187.001","10819171900021","MAISON GESLER","HOTONNES 41 RUE DU PONT","01260","HAUT VALROMEY","PP","I(CP);I(SH);V(MP)",""
"01","01.202.002","84993248800026","LE SECHOIR DU BUGEY","ZONE ARTISANALE LE GRAND BLOSSIEU","01150","LAGNIEU","PP","",""
"01","01.224.001","50439762100047","SIBERT LA BRESSE","ZI DE LA CROZE 415 RUE DE L'INDUSTRIE","01360","LOYETTES","PP","",""
"01","01.241.002","84797082900010","LES SALAISONS DE MEILLONNAS"," 115 RTE DE LAGUNAGE POLE D ACTIVITES DES","01370","MEILLONNAS","PP","",""
"01","01.241.003","84797082900028","LES SALAISONS DE MEILLONNAS"," MOULIN D EN BAS","01370","MEILLONNAS","PP","",""
"01","01.244.052","95117133900017","MAISON CHABAUD"," 28 RUE DE GENEVE","01800","MEXIMIEUX","PP","",""
"01","01.249.002","44851238400091","SODELY - SALAISONS STEMMELEN STEMMY LA TRADITION AU GOUT DU JOUR STEMMELEN","ZAC DE ROSARGE LES ECHETS LES ECHETS","01700","MIRIBEL","PP","",""
"01","01.263.001","77020087100042","LES FILS DE BENOIT DIENNET - CHARCUTERIE SALAISONS","LE PELEU 2385 LE PELEUX","01090","MONTMERLE-SUR-SAONE","PP","I(CP);V(MP)",""
"01","01.269.093","75253466900029","LE GOURMET CATHOLARD"," RTE DE GENEVE","01130","NANTUA","PP","VIII(MSFP)",""
"01","01.275.002","83143616700041","TOKE","BAT 4 ZA CHAMP DU PERIER 25 PORTE DU GRAND LYON","01700","NEYRON","PP","",""
"01","01.336.002","48511501800023","CRYSTAL"," 450 RUE DE LA MAIRIE","01960","SAINT-ANDRE-SUR-VIEUX-JONC","PP","",""
"01","01.391.002","34841688400057","EUROPEENNE GASTRONOMIQUE DE CHARCUTERIE"," LES CAPETTES","01270","SALAVRE","PP","VIII(PP)",""
"01","01.405.004","50439762100021","SIBERT LA BRESSE"," 600 CHEMIN DE LONGCHAMP","01960","SERVAS","PP","",""
"01","01.451.003","32728036800165","MARIE"," CHE DE THEVENON","01440","VIRIAT","PP","VIII(PP)",""
"01","01.452.001","76120001300123","BELL FRANCE - BELL FRANCE VIRIEU"," EN MUSSIGNIN","01510","VIRIEU-LE-GRAND","PP","",""
"02","02.209.002","44058826700011","EARL BERTRAND FAGOT"," 4 RUE DE LA CREUSE RUE","02330","CONDE-EN-BRIE","PP","II(CP);II(SH)",""
"02","02.408.006","87612007200049","LA VIANDE CHAUNOISE"," 149 AV PIERRE MENDES FRANCE","02000","LAON","PP","0(WM);I(CP);II(CP);V(MM)",""
"02","02.514.001","42398975500057","BABYNOV"," 47 RTE DE COMPIEGNE","02290","MONTIGNY-LENGRAIN","PP","IX(PP);VIII(PP)",""
"02","02.617.001","83017529500039","WILLIAM SAURIN PRODUCTION"," 26 RUE DE CRECY","02270","POUILLY-SUR-SERRE","PP","",""
"02","02.748.001","99364767600010","DE LA FERME DU MOULIN"," 12 RUE MOLIERE","02850","TRELOU-SUR-MARNE","PP","I(CP);II(CP);II(SH)",""
"03","03.033.001","98295373900017","CHOSSIERE CEDRIC - DECOUPE ARTISANALE DU MOURGON"," 8 RTE DES DALBOTS","03300","BOST","PP","I(CP);V(MP)",""
"03","03.048.004","44918294800058","GEL REUNION","LE CHAMP SIGNEUX AV DU 11 NOVEMBRE","03350","CERILLY","PP","",""
"03","03.059.001","49768172600012","EARL POUGNER"," LD CINTRAT","03140","CHAREIL-CINTRAT","PP","I(CP)",""
"03","03.094.007","35049939800047","CONVIVIAL"," ZI VICHY-RHUE","03300","CREUZIER-LE-VIEUX","PP","0(CS);I(CP);V(MM);V(MP)",""
"03","03.095.001","84366292500018","PODARNO"," 28 RUE DE TOURAINE","03300","CUSSET","PP","",""
"03","03.100.001","35079861700022","SOPRAUVERGNE"," RTE DE SEPTFONS","03290","DIOU","PP","",""
"03","03.103.003","94270215000015","NICO NINI"," 12 PLACE DU MARCHE","03130","LE DONJON","PP","I(CP);V(MP)",""
"03","03.109.001","97612027900014","ALLIER VOLAILLES MAISON DAVID ET PEROT - ALLIER VOLAILLES & VEY"," 9 RUE DAVID ET PEROT","03110","ESCUROLLES","PP","II(CP);II(SH);V(MP)",""
"03","03.118.067","82186488100015","LA FERME DES POSITOTS","ZA ZONE INDUSTRIELLE LES CLOS DURS","03800","GANNAT","PP","I(CP)",""
"03","03.158.001","43941168700015","SARL DU DOMAINE DE LA VAUVRE"," LA VAUVRE","03190","HAUT-BOCAGE","PP","I(CP);II(CP);V(MP)",""
"03","03.185.005","32785259600029","ETABLISSEMENTS PUIGRENIER - MAISON PUIGRENIER"," 72 AVENUE DE L'EUROPE","03100","MONTLUCON","PP","I(CP);V(MP)",""
"03","03.185.006","40009662400012","LA TOQUE BOURBONNAISE"," RUE EUGENE SUE","03100","MONTLUCON","PP","",""
"03","03.185.038","32785259600037","ETABLISSEMENTS PUIGRENIER"," ALL GILBERT TALBOURDEAU","03100","MONTLUCON","PP","I(CP);V(MP)",""
"03","03.190.004","93509523200010","SOCIETE DE CHARCUTERIE PATISSIERE BOURBONNAISE (SCPB)","ZONE COMMERCIALE ILOT THONIER 1 CONTRE ALLEE DES LAURIERS","03000","MOULINS","PP","",""
"03","03.195.001","98202857300011","EDEN"," 2 LD LES FORETTES","03310","NERIS-LES-BAINS","PP","I(CP);V(MP)",""
"03","03.201.001","48095297700019","GAEC RECONNU FERME DE GAYERE"," LD GAYERE","03250","NIZEROLLES","PP","I(CP);V(MP)",""
"03","03.201.002","80853149500014","VIAL MICHAEL"," REBIRIERE","03250","NIZEROLLES","PP","III(CP);XI(PP)",""
"03","03.217.004","53522503100017","EARL DE LA CROIX SOLEIL"," 3613 RTE DU MONT","03170","SAINT-ANGEL","PP","I(CP);II(CP)",""
"03","03.235.003","42512663800013","EARL FARJAUD"," LD LES GRAS","03150","SAINT-GERAND-LE-PUY","PP","I(CP);V(MM)",""
"03","03.256.001","80049150800019","THEVENET BENOIT - LA FERME A CROUTET"," LD CROUTET","03390","SAINT-PRIEST-EN-MURAT","PP","I(CP);V(MP)",""
"03","03.274.002","90340402800016","MFN PRODUCTION - MA FRANCE NATURE"," 18 RTE DE VARENNES-SUR-TECHE","03220","SORBIER","PP","III(CP);V(MP)",""
"03","03.315.001","50851378500164","SOCOPA VIANDES"," ROUTE DE COSNE","03430","VILLEFRANCHE-D'ALLIER","PP","0(CS);I(CP);I(SH);V(MM);V(MP)",""
"04","04.001.007","35335269300033","CHARCUTERIE DE THOARD - BOUCHERIE CHARCUTERIE SPECIALITES","ZONE D'ACTIVITE ECONOMIQUE ESPACE BLEO 22 AV PAUL DELAYE","04510","AIGLUN","PP","0(WM);I(CP)",""
"04","04.008.001","00565003100015","SARL RIGAULT ET CIE"," QUA QUARTIER DE LA BEITE","04240","ANNOT","PP","I(CP)",""
"04","04.019.002","35334745300022","CUISINES ET TRADITIONS"," ZA CHABRAN","04400","BARCELONNETTE","PP","",""
"04","04.049.001","93084313100010","CONSERVERIE DE PROVENCE G.COQUILLAT - GUY COQUILLAT","ZA LES BLACHES GOMBERT BLACHES-GOMBERT","04160","CHATEAU-ARNOUX-SAINT-AUBAN","PP","",""
"04","04.111.001","82994994000011","SAS DUFOUR"," ZA PITAUGIER","04300","MANE","PP","0(CS);I(CP);V(MP)",""
"04","04.112.001","82426583900020","ACTIMEAT & CO","CHEMIN DES SEIGNIERES PARC LES GRANDES TERRES","04100","MANOSQUE","PP","V(MP)",""
"04","04.112.004","33010881200018","LE SECHOIR DES ALPES"," 1550 AVENUE SAINT MAURICE","04100","MANOSQUE","PP","0(CS)",""
"04","04.112.005","38341491900027","LA PIZZA DE MANOSQUE","ZI ZONE INDUSTRIELLE SAINT MAURICE","04100","MANOSQUE","PP","VIII(PP)",""
"04","04.112.500","75085186700010","DUFOUR MANOSQUE","Z I SAINT JOSEPH AV BLAISE PASCAL","04100","MANOSQUE","PP","0(CS);I(CP);V(MP)",""
"04","04.116.001","32249725600030","MIDI CHARCUTERIE MICHAR - GIL TRAITEUR DU SUD"," LOT ZONE ARTISANALE ET INDUSTR","04190","LES MEES","PP","0(CS);VIII(PP)",""
"04","04.122.001","90395381800015","DECOUPE DU CHATEAU"," LE CHATEAU","04510","MIRABEAU","PP","I(CP);V(MP)",""
"04","04.135.002","84927933600010","MAISON BONDIL"," IMP MELUSINE","04360","MOUSTIERS-SAINTE-MARIE","PP","VIII(PP)",""
"04","04.143.002","37911598300031","SARL MEZZASALMA JEAN CLAUDE"," ZA LES BOUILLOUETTES","04700","ORAISON","PP","",""
"04","04.149.002","75307880700033","MAISON TELME"," 3 ESPACE SAINT PIERRE","04310","PEYRUIS","PP","",""
"04","04.181.001","40372232500012","MANENT KARINE"," VAUMENE","04270","SAINT-JEANNET","PP","I(CP);V(MP)",""
"04","04.208.005","42047939600020","JOASSAN FRERES","ROUTE DE SIMIANE QUA L'EYROUSE","04150","SIMIANE-LA-ROTONDE","PP","0(CS);I(CP);V(MP)",""
"04","04.209.004","33990241300014","GIRAUD VIANDES","PARC D'ACTIVITES VAL DE DURANCE ALL DES GENETS","04200","SISTERON","PP","I(CP)",""
"04","04.209.006","49980651100014","TASTE OF PROVENCE","ZAC DU PLAN ROMAN 13 ALLEE DES ROMARINS","04200","SISTERON","PP","",""
"04","04.209.007","48284242400012","SOC EXP ET TRIPERIE CONSERV SISTERONNAIS","PARC D'ACTIVITES 7 ALL DES CHENES","04200","SISTERON","PP","",""
"04","04.209.010","33425815900014","BOYAUDERIE SISTERONNAISE"," 15 ALLEE DES ROMARINS","04200","SISTERON","PP","0(CS);V(MP)",""
"04","04.230.001","40504069200015","ETABLISSEMENTS RICHAUD","ZONE ARTISANALE QUAI STE ANNE","04210","VALENSOLE","PP","",""
"05","05.023.017","38705049500051","SOCIETE ALPINE DE BOUCHERIE CHARCUTERIE","CENTRE COMMERCIAL SUD 17 RUE DES LAMPIERS","05100","BRIANCON","PP","I(CP);II(CP)",""
"05","05.028.001","84994129900018","LA FERME DES CANDIS","LE PONT LE PONT","05400","CHABESTAN","PP","I(CP);V(MP)",""
"05","05.029.102","44522393600011","DAVIN SC","ZONE ARTISANALE RTE DE SAINT LEGER","05260","CHABOTTES","PP","I(CP)",""
"05","05.045.004","92854306500017","LA FERME EMBRUNAISE","ZA LES MOULINS 176 ROUTE DE BOSCODON","05200","CROTS","PP","",""
"05","05.054.003","81395108400025","LA FERME DES TERROIRS"," 1 CHEMIN DES ECOLES","05500","LA FARE-EN-CHAMPSAUR","PP","",""
"05","05.055.001","90477517800018","PRESTA PIN'S - LES PIN'S","LES PIN S RTE DE SAINT-ANDRE","05140","LA FAURIE","PP","I(CP);IV(CP);V(MP)",""
"05","05.061.003","84069148900032","MAISON GOURMETON & BONINI"," 9 RUE DES SILOS","05000","GAP","PP","I(CP)",""
"05","05.061.034","42937304600011","FLAUD CHRISTINE","QUARTIER LA BASSE TOURRONDE","05000","GAP","PP","I(CP);V(MP)",""
"05","05.092.001","39977943800031","ROSTAIN"," LA COTE DE NEFFES","05000","NEFFES","PP","I(CP);V(MP)",""
"05","05.136.001","89341480500026","PELLEGRIN BRICE - PELLEGRIN VIANDE"," 52 RUE DU GUILLERMIN","05600","SAINT-CREPIN","PP","I(CP);V(MP)",""
"05","05.141.001","38387088800013","SARL LA SALAISON DES ECRINS"," LE VILLARDON","05500","AUBESSAGNE","PP","",""
"05","05.148.001","34043828200014","SALAISON DU CHAMPSAUR","CHOURAN 1054 RTE D'ORCIERES","05500","SAINT-LAURENT-DU-CROS","PP","",""
"05","05.158.001","53398523000010","DELICES DES BARONNIES"," LE VILLAGE","05400","LE SAIX","PP","",""
"05","05.170.004","85164176100016","LES DELICES DE LA DURANCE"," AVENUE PIERRE BERNARD REYMOND","05130","TALLARD","PP","",""
"05","05.170.005","89503573100010","PRO DECOUP'"," 1330 AV PIERRE BERNARD RAYMOND","05130","TALLARD","PP","I(CP)",""
"05","05.170.118","89257048200018","SAS MAUREL DECOUPE ET SALAISONS"," 880 AV NAPOLEON","05130","TALLARD","PP","I(CP);V(MP)",""
"06","06.004.007","39769021500017","ANTIBOISE DE CHARCUTERIE TESTA","ZAC SUPER ANTIBES ZI DES 3 MOULINS","06600","ANTIBES","PP","0(CS);V(MP)",""
"06","06.004.008","98205542800030","FLEURS DE COURGETTES","RESIDENCE PONT DU LYS 101 BOULEVARD RAYMOND POINCARE","06160","ANTIBES","PP","VIII(PP)",""
"06","06.004.049","53948250500010","MAISON PERRIN - PERRIN RAVIOLI - RAVIOLI PERRIN","ZONE INDUSTRIELLE DES TROIS MOULINS 511 RUE HENRI LAUGIER","06600","ANTIBES","PP","",""
"06","06.029.004","32127513300015","BOUCHERIE AGRICOLE","MARCHE FORVILLE 9 PL MARCHE FORVILLE","06400","CANNES","PP","0(CS);I(CP);V(MP)",""
"06","06.029.012","41359278300026","GIRY TRAITEUR - SARL SOCIETE GIRY TRAITEUR","8 BIS ET 10 RUE ANDRE CHAUDE","06400","CANNES","PP","VIII(PP)",""
"06","06.029.065","69552027000015","ERNEST TRAITEUR"," 52 RUE MEYNADIER","06400","CANNES","PP","",""
"06","06.033.002","80300838200027","CULINARY JET CONCIERGE","CENTRE COMMUNAL DE LA GRAVE ZONE ACTIVITE DE LA GRAVE","06510","CARROS","PP","VIII(PP)",""
"06","06.033.004","84076840200025","LPMB - LE PETIT MONEGASQUE","LES ALLEES FLEURIES BAT K 14 BD DE LA REPUBLIQUE","06510","CARROS","PP","VIII(PP)",""
"06","06.034.001","51496863500037","LA TOQUE DU MIDI","BATIMENT K CHE DU ROGUEZ","06670","CASTAGNIERS","PP","VIII(PP)",""
"06","06.084.025","66205454300225","LENOTRE","LOT 37 PARC D'ACTIVITE DE L'ARGILE","06370","MOUANS-SARTOUX","PP","VIII(PP)",""
"06","06.084.168","45348677100026","JEROME RAVEL"," 323 CHE DES PLAINES","06370","MOUANS-SARTOUX","PP","VIII(PP)",""
"06","06.085.001","83846556500011","MAISON MATHY"," 1486 AVENUE DE LA PLAINE","06250","MOUGINS","PP","VIII(PP)",""
"06","06.085.005","97897323800014","LB ""LE CHOCOLAT"""," 49 IMPASSE DU HAMEAU","06250","MOUGINS","PP","VIII(PP)",""
"06","06.088.048","32821260000014","FRANCIS VIANDE"," 11 PLACE SAINT-FRANCOIS","06300","NICE","PP","0(CS);I(CP)",""
"06","06.088.132","89372989700031","LES ENTREMETTEURS"," 8 BOULEVARD DE RIQUIER","06300","NICE","PP","VIII(PP)",""
"06","06.088.133","92394573700032","MANGO CHARLIE","BAT B SECTION OL 18 270 AVENUE SAINTE-MARGUERITE","06200","NICE","PP","VIII(PP)",""
"06","06.097.001","40187852500013","FABRICATION DE CHARCUTERIE GABRIEL"," 68 RTE DE GILETTE","06910","PIERREFEU","PP","V(MP)",""
"06","06.099.004","25060210900036","SYNDICAT MIXTE DE L'ABATTOIR DU MERCANTOUR - REGIE DECOUPE MERCANTOUR"," RTE DEPARTEMENTAL 6202","06260","PUGET-THENIERS","PP","I(CP);V(MP)",""
"06","06.123.004","94166231400017","HTCA"," 227 RUE CLAUDE BERNARD","06700","SAINT-LAURENT-DU-VAR","PP","VIII(PP)",""
"06","06.123.021","79096882000023","TAILORED GOURMET","LO N 45 ZI SAINT LAURENT DU VAR SECT A ALL DES PECHEURS","06700","SAINT-LAURENT-DU-VAR","PP","VIII(PP)",""
"06","06.149.003","88153147900015","DES LYS GOURMET"," 149 ROUTE DE LAGHET","06340","LA TRINITE","PP","",""
"06","06.155.006","81380500900012","PATES FRAICHES PROVENCE COTE D'AZUR - A CAPELLA"," 89 FONT DE CINE","06220","VALLAURIS","PP","VIII(PP)",""
"06","06.161.001","91101079100018","LE CATERING JRI FRANCE"," 272 ALLEE MAURICE DRUON","06270","VILLENEUVE-LOUBET","PP","VIII(PP);X(PP)",""
"07","07.019.005","44449163300012","ETABLISSEMENTS BREZIAT"," 6 CHE DE BOISVIGNAL","07200","AUBENAS","PP","",""
"07","07.048.202","48295268600012","L'ORMEAU"," RUE ROYALE","07240","CHALENCON","PP","",""
"07","07.060.001","41923918100029","DROME ARDECHE TRADITION"," LD LE RIOL","07240","CHATEAUNEUF-DE-VERNOUX","PP","",""
"07","07.075.001","35294764200018","MOULIN DIDIER"," CROS DE GEORAND","07510","CROS-DE-GEORAND","PP","V(MP)",""
"07","07.110.002","42126828500028","SALAISONS DEBROAS - SALAISONS DE BEAUME-DROBIE"," 1 C CHEMIN DES BEAUMES","07260","JOYEUSE","PP","",""
"07","07.119.001","40096057100018","GINEYS VIANDES ET SALAISONS"," 394 AVENUE DU LAC","07470","LE LAC-D'ISSARLES","PP","I(CP);V(MP)",""
"07","07.119.003","41489806400012","LAFONT CLAUDE - ""LAFONT CLAUDE"""," 465 AVENUE DU LAC","07470","LE LAC-D'ISSARLES","PP","I(CP)",""
"07","07.130.001","34799097000019","ETABLISSEMENTS PUZZI"," 109 RTE D'AUBENAS","07660","LANARCE","PP","I(CP)",""
"07","07.132.001","42126828500036","SALAISONS DEBROAS","ZONE DU GINESTET 200 IMPASSE DU MAS","07110","LARGENTIERE","PP","",""
"07","07.138.002","41197396900024","SALAISONS DE JASTRES - CHARCUTERIES DU PLATEAU DE JASTRESS","ZONE INDUSTRIELLE LUCIEN AUZAS 180 CHEMIN DE CHANCE","07170","LAVILLEDIEU","PP","",""
"07","07.181.001","83484333600019","GAEC FERME DU PLATEAU DES SOIES - FERME DU PLATEAU DES SOIES"," 3600 CHE DES GRADS","07250","LE POUZIN","PP","I(CP)",""
"07","07.188.001","79304025400013","LES ARTISOUS","CHIZARET 130 ALL DES ARTISANS","07290","QUINTENAS","PP","I(CP);III(CP);V(MP)",""
"07","07.197.004","51914328300025","LC SALAISONS EN ARDECHE"," LAPRAS","07100","ROIFFIEUX","PP","",""
"07","07.204.003","45280710000089","STB - TEYSSIER"," 1860 ROUTE D'ANNONAY","07320","SAINT-AGREVE","PP","",""
"07","07.224.001","82294638000018","LA TRADITION ARDECHOISE"," RTE DU TUNNEL","07510","SAINT-CIRGUES-EN-MONTAGNE","PP","",""
"07","07.224.002","84784397600014","CHARCUTERIE MOULIN JEAN-MARC"," RUE DES COUSINES","07510","SAINT-CIRGUES-EN-MONTAGNE","PP","",""
"07","07.229.001","89465776600016","LABORATOIRE DE FABRICATION MAISON BORRELY"," 931 RTE DE MONTELIMAR","07200","SAINT-DIDIER-SOUS-AUBENAS","PP","I(CP);V(MP)",""
"07","07.231.002","34255591900014","S.A.R.L. ETS CHANEAC VIANDES & SALAISONS"," LE LOULIER","07200","SAINT-ETIENNE-DE-FONTBELLON","PP","I(CP);V(MP)",""
"07","07.235.001","31384150400019","CHARCUTERIE ROME"," 63 RUE DU GERBIER","07510","SAINTE-EULALIE","PP","V(MP)",""
"07","07.259.002","31780309600047","GUEZE ETS - CHAZEL"," 605 ROUTE DE BOURG-SAINT-ANDEOL","07700","SAINT-JUST-D'ARDECHE","PP","",""
"07","07.267.001","84758726800016","SAFLOR - VINCENT MARION"," LE VILLAGE","07310","SAINT-MARTIAL","PP","",""
"07","07.289.002","32230394200021","SOCIETE DE VIANDES ET DE SALAISONS - ""STE DE VIANDES ET DE SALAISONS"""," 77 AVENUE DE LA SOIE","07200","SAINT-PRIVAT","PP","I(CP);V(MP)",""
"07","07.292.003","52313067200026","METS DELICES TRAITEUR","PRAPERIER 15 FORUM DE LA HALLE","07290","SAINT ROMAIN D'AY","PP","",""
"07","07.309.002","81405930900017","LABO ROUSSON","COTE DE LA BERGERE OUEST 280 RUE DE LA BERGERE","07290","SATILLIEU","PP","V(MP)",""
"07","07.338.001","90472412700025","COMPAGNIE CALIXTE"," 11 RUE ANTONIN CALIXTE","07240","VERNOUX-EN-VIVARAIS","PP","",""
"07","07.338.002","31780309600021","GUEZE ETS","ZONE ARTISANALE DES PECHERS 391 CHE DES ARTISANS","07240","VERNOUX-EN-VIVARAIS","PP","V(MP)",""
"07","07.340.001","77563330800223","ASSOCIATION HOSPITALIERE SAINTE MARIE - CAT ST JOSEPH","CHEMIN DE LA BAREZE","07000","VEYRAS","PP","I(CP);II(SH);V(MP)",""
"07","07.343.001","75156773600028","MARC SANDEVOIR"," 1557 RTE D'ALES LES COTES","07110","VINEZAC","PP","",""
"08","08.048.001","38266208800048","DEMOIZET"," 8 RUE DE LA BASCULE","08300","BARBY","PP","",""
"08","08.048.002","38266208800030","DEMOIZET","5 ET 7 5 RUE DE LA BASCULE","08300","BARBY","PP","",""
"08","08.145.001","39245352800060","SARL LE MARVILLOIS","VILLAGE PME AV DES NATIONS","08140","DOUZY","PP","I(CP);V(MP)",""
"08","08.180.009","49285365000025","SARL AUX SAVEURS D'ARDENNES - AUX SAVEURS D ARDENNES"," ZAC DU GRAND BAN","08000","LA FRANCHEVILLE","PP","I(CP);V(MP)",""
"08","08.222.001","52488281800015","HAYBES SALAISONS","ZONE ARTISANALE DE HAYBES RUE DE L'ESPERANCE","08170","HAYBES","PP","V(MP)",""
"08","08.362.078","84991278700017","RETHEL CHARCUTERIE"," 9 RUE COLBERT","08300","RETHEL","PP","",""
"08","08.385.001","19080863400033","EPLEFPA CAMPUS AGRO-ENVIRONNEMENTAL DE SAINT-LAURENT - EXPLOITATION CAMPUS AGRO-ENVIRONNEMENT ST LAURENT"," 27 RUE DU MUGUET","08090","SAINT-LAURENT","PP","IX(PP)",""
"08","08.403.011","81267546000016","BOUDIN BLANC DU RETHELOIS"," 90 RUE GEORGES HACHON","08300","SAULT-LES-RETHEL","PP","RC(CUISCEN)",""
"08","08.404.001","44772456800012","PATE CROUTE PIQUET'S"," 5 RUE PONCE RIFFLARD","08190","SAULT-SAINT-REMY","PP","",""
"08","08.491.009","47961184000014","L'ATELIER DES ELEVEURS","ZONE ARTISANALE RUE DES PANSES BRULEES","08330","VRIGNE AUX BOIS","PP","I(CP);V(MM);V(MP)",""
"09","09.003.001","79514997000019","LE CHAUDRON PYRENEEN"," 17 GRANDE RUE","09300","L'AIGUILLON","PP","",""
"09","09.042.001","34324712800014","CUMA CHARCUTERIE FERMIERE DES SERONAIS"," MAIRIE","09240","LA BASTIDE-DE-SEROU","PP","",""
"09","09.043.001","93738018600026","SARL ESCOT ET FILS"," CHE DE SABA","09600","LA BASTIDE SUR L'HERS","PP","",""
"09","09.050.001","77668114000187","ASS DEP AMIS PAREN ENFAN ADULT INADAP - CAT AGRICOLE DE BENAGUES"," DOMAINE DE GUILHOT","09100","BENAGUES","PP","II(CP)",""
"09","09.065.008","90765481800018","LAS LAOUS"," LD LAS LAOUS","09320","BOUSSENAC","PP","I(CP);V(MP)",""
"09","09.079.014","81277785200011","CHARCUTERIES D'OCCITANIE"," MALLOSSEVES","09130","CARLA-BAYLE","PP","",""
"09","09.086.002","84249677000012","LE GRAND TETRAS"," LD NIART D'EN HAUT","09160","CAUMONT","PP","",""
"09","09.111.002","34467144100014","LE MOULIN GOURMAND"," MOULIN","09800","ENGOMER","PP","IX(PP)",""
"09","09.177.001","53957156200013","ROUILLON CHRISTINE","LE POUTICAIRE LD VILLAGE DE MADIERE","09100","MADIERE","PP","I(CP);V(MP)",""
"09","09.194.001","80530450800031","LE GRAIN DE SEL","ZA DE L'ARBRE BLANC 13 RUE RIGOBERTA MENCHU","09500","MIREPOIX","PP","",""
"09","09.202.001","32912211300122","ASSOCIATION POUR ADULTES ET JEUNES HANDICAPES - ENTREPRISE ADAPTEE"," 2357 ROUTE DE LA VALLEE DE LA LEZE","09120","MONTEGUT-PLANTAUREL","PP","II(CP);II(SH)",""
"09","09.225.002","98038921700012","SALAISONS APPAMEENNES - BOUCHERIE-CHARCUTERIE DE LOUMET CHEZ JEROME"," 20 RUE DE LOUMET","09100","PAMIERS","PP","V(MP)",""
"09","09.225.003","42511311500025","SOCIETE CIVILE PARTICULIERE FRECAT"," 51 CHE DE PIC","09100","PAMIERS","PP","I(CP);V(MP)",""
"09","09.225.007","40816672600013","EURL CHARCUTERIE ROS"," 40 AV DE LA RIJOLE","09100","PAMIERS","PP","I(CP);V(MP)",""
"09","09.225.024","42508811900010","SARL COMMENGES ET FILS"," AV DE FEMOURAS","09100","PAMIERS","PP","I(CP);V(MP)",""
"09","09.225.194","53143716800028","SODEC 09","ZA DU PIC 46 AV DE LA RIJOLE","09100","PAMIERS","PP","I(CP);III(CP);IV(CP);V(MM);V(MP)",""
"09","09.242.002","33938706000017","DELPECH CHRISTOPHE"," LE CLOS DE LA VIGNE","09300","RAISSAC","PP","I(CP)",""
"09","09.246.011","90124512600015","LE GRENIER A JAMBONS"," LD LA SERRE","09420","RIMONT","PP","I(CP)",""
"09","09.261.002","83927470100011","DE PERROUTE"," PERROUTE","09200","SAINT-GIRONS","PP","I(CP);V(MM);V(MP)",""
"09","09.289.001","93618019900031","LES FILS DE FORT BASILE SAS"," ZI","09190","LORP-SENTARAILLE","PP","I(CP);V(MM);V(MP)",""
"09","09.289.002","38312938400012","SARL CHARCUTERIE ANDRE CAZAUX"," ZONE INDUSTRIELLE","09190","LORP-SENTARAILLE","PP","I(CP);V(MP)",""
"09","09.289.003","38288301500010","JEAN DOUGNAC","ZONE INDUSTRIELLE RTE DE TOULOUSE","09190","LORP-SENTARAILLE","PP","",""
"09","09.305.002","83962767600019","ATELIER DE DECOUPE DU PAYS D'OLMES - ADDPO"," ZONE ARTISANALE","09600","TABRE","PP","I(CP);V(MM);V(MP)",""
"09","09.332.001","89499687500015","MAGRADA","PEPINIERE CAP DELTA 215 RUE LOUIS PASTEUR","09340","VERNIOLLE","PP","",""
"10","10.047.001","71288008700010","SOCIETE ANDRE LAURENT"," 3 RUE NICOLAS APPERT","10500","BLIGNICOURT","PP","",""
"10","10.064.001","78839787500071","GUILLEMINOT PERE ET FILS","28 ET 30 28 RUE JEAN JAURES","10500","BRIENNE-LE-CHATEAU","PP","I(CP);VIII(PP);V(MP)",""
