depInsee,dossApproNumConcatLb,etbSiret,etbLb,adrConcat,codePostalNb,comNomSimplifie,aggCatUe,aggActiviteAssocie,aggEspUe
31,31.118.027,43392733200547,TRANSGOURMET OPERATIONS - TRANSGOURMET,ZONE D AMENAGEMENT CONCERTE EUROCENTRE 2 AV DE L'HERS ZAC EUROCENTRE,31620,CASTELNAU-D'ESTRETEFONDS,CS,,
31,31.118.052,58080235300038,GARONNE FRUITS,ZAC D EUROCENTRE AV DE LA NAUZE ZAC D'EUROCENTRE,31620,CASTELNAU-D'ESTRETEFONDS,CS,,
31,31.149.192,34770600400038,SAS CONSOLARO,"36 CHE DE LA SALVETAT ",31770,COLOMIERS,CS,I(CP);VI(PP);V(MP),
31,31.165.011,44188661100017,BOYAUDERIE NOURI,ZAC MANDARIN 13 RUE DU BEARN ZAC MANDARIN,31600,EAUNES,RW,,
31,31.175.006,47837307900019,SODIPRO,ZAC DES LANDES BD LES LANDES ZAC DES LANDES,31800,ESTANCARBON,CS,,
31,31.182.054,32378982600043,SUD VIANDES DISTRIBUTION,"5 RUE DU TERROIR ",31150,FENOUILLET,CS,I(CP),
31,31.187.017,32554468200033,SEIGNEURIE,ZAC DE MOUNDRAN AV DE L EUROPE ZAC DE MOUNDRAN,31470,FONSORBES,CS,VI(PP),
31,31.390.055,50146846600013,MONT ROYAL TRADITION - LES ARTISANS FROMAGERS DU MONT ROYAL,"LOUBET ",31210,MONTREJEAU,CS,IX(PP),
31,31.420.004,37948558400013,MICHEL TOULZE,"5 CHE DES MOLES ",31120,PINSAGUEL,CS,,
31,31.420.024,32344756500405,COMPTOIR OCCITAN DE VIANDE,"QUA LES MOLLES ",31120,PINSAGUEL,CS,,
31,31.424.062,42824028700287,CARREFOUR SUPPLY CHAIN,ZAC DE LA MENUDE 1 RUE DU DOCTEUR CHARCOT ZAC DE LA MENUDE,31830,PLAISANCE-DU-TOUCH,CS,,
31,31.424.067,32931042900033,GEORGES ARTISAN TRAITEUR,ZA DE LA MENUDE 13 RUE ANDRE MARIE AMPERE ZA DE LA MENUDE,31830,PLAISANCE-DU-TOUCH,CS,VIII(PP);VI(PP),
31,31.433.001,42399504200045,NAGRUP FRANCE,ZONE INDUSTRIELLE DU BOIS VERT 2 AVENUE DE LA SAUDRUNE,31120,PORTET-SUR-GARONNE,CS,,
31,31.433.099,39931561301137,METRO FRANCE,LIEU DIT - Z.I. DU BOIS VERT COURTIES SUD LIEU DIT - Z.I. DU BOIS VERT,31120,PORTET-SUR-GARONNE,RW,VIII(FFPP),
31,31.451.002,37879482000050,LES PRODUCTEURS DU LAURAGAIS - LA FERME DU LAURAGAIS,"RTE DE CASTELNAUDARY ",31250,REVEL,CS;RW,I(CP);V(MP),
31,31.451.089,49397825800025,SOCIETE PRADAL ET FILS,CHE DE LA POMME ZONE INDUSTRIELLE DE LA POMME,31250,REVEL,CS,VI(PP),
31,31.462.021,42728013600065,BOUCHERIE CHARCUTERIE BOUSQUET,"IMP CASTEL VIEL ",31180,ROUFFIAC-TOLOSAN,RW,,
31,31.483.002,41067437800022,MATHIEU ET FILS,LA PAOUSE BOULEVARD LECONTE DE LISLE,31800,SAINT-GAUDENS,CS,I(CP),
31,31.483.217,47928628800028,MAISON JUCLA,"BD LECONTE DE LISLE ",31800,SAINT-GAUDENS,CS,I(CP),
31,31.488.050,41791482700049,BETTY,ZONE DU CASSE 3 RUE JEAN MONNET ZONE DU CASSE,31240,SAINT-JEAN,CS,IX(PP),
31,31.516.009,50043831200026,3 S,"ZONE ARTISANALE 31 IMP DE L INDUSTRIE ",31790,SAINT-SAUVEUR,CS,VI(PP);V(MP),
31,31.555.003,82293668800016,GUIVARC H - GUIVARC'H,146 AV DES ETATS UNIS M.I.N. TOULOUSE- BOITE N 7- OCCITAFLOR,31200,TOULOUSE,CS;RW,,
31,31.555.007,39299882900049,STEF TRANSPORT LEZIGNAN CORBIERES,146 AV DES ETATS UNIS,31200,TOULOUSE,RW,,
31,31.555.008,55204499201749,POMONA - POMONA TERREAZUR,MIN 146 AV DES ETATS UNIS MIN,31200,TOULOUSE,RW,,
31,31.555.009,85246516000020,FRIGO TRANSPORTS 31,LOCAL 11 BATIMENT 20 IMP DU MARCHE GARE,31200,TOULOUSE,CS,,
31,31.555.010,35255466100335,ARCADIE SUD OUEST,BATIMENT PRODUITS CARNES LOCAL N 10 3 IMP DU MARCHE GARE BATIMENT PRODUITS CARNES-LOCAL N 10,31200,TOULOUSE,RW,,
31,31.555.013,85171819700011,TERROIRS FROMAGERS,BOITE N 77 146 AV DES ETATS UNIS BOITE N 77-146 ET 200,31200,TOULOUSE,RW,IX(PP),
31,31.555.080,83028317200013,MIN TOULOUSE OCCITANIE," 146 AV DES ETATS UNIS ",31200,TOULOUSE,WM,VIII(WM),
31,31.555.092,44228563100010,XAVIER,"6 PL VICTOR HUGO ",31000,TOULOUSE,CS,IX(PP),
31,31.555.195,47928628800036,MAISON JUCLA,3 IMP DU MARCHE GARE 3A-PAVILLON PRODUITS CARNES,31200,TOULOUSE,CS,I(CP),
31,31.555.200,33956390000119,SAS SAMARAN - MAISON SAMARAN,"3 IMP PIERRE CAMO ",31200,TOULOUSE,CS,II(CP);VI(PP);V(MP),
31,31.557.065,31315129200056,SOC COOPERATIVE SOCAMIL,1 CHEMIN DE LARRAMET 60 AV DU MARQUISAT 1  CHEMIN DE LARRAMET,31170,TOURNEFEUILLE,CS,,
31,31.561.002,34192837200026,CARIF,ZONE ARTISANALE LA VIOLETTE CHE DE LA VIOLETTE ZA LA VIOLETTE,31240,L'UNION,CS,,
31,31.582.001,39781575400056,LES FROMAGERIES OCCITANES,BORDE BLANCHE ZONE INDUSTRIELLE BORDE BLANCHE,31290,VILLEFRANCHE-DE-LAURAGAIS,CS,IX(PP),
31,31.582.019,41302817600019,SARL CHARCUTERIE MAUREL GILBERT,"114 RUE DE LA REPUBLIQUE ",31290,VILLEFRANCHE-DE-LAURAGAIS,CS,I(CP);II(CP);VI(PP);V(MP),
31,31.587.003,67203997101829,DANONE PRODUITS FRAIS FRANCE,EUROCENTRE 1 AV DE FONTREAL EUROCENTRE,31620,VILLENEUVE-LES-BOULOC,CS,,
31,31.587.101,35017969300048,MAISON GARCIA,EURO CENTRE CEDEX 6 AV DE FONTREAL EURO CENTRE CEDEX,31620,VILLENEUVE-LES-BOULOC,CS,I(CP);VI(PP);V(MP),
31,31.587.102,50089098300066,STEF LOGISTIQUE MIDI PYRENEES LIMOUSIN,ZAC EUROCENTRE 2 2 AV DE LA TUILERIE ZAC EUROCENTRE 2,31620,VILLENEUVE-LES-BOULOC,CS,,
31,31.991.376,34784151200044,DENJEAN TRANSPORTS,17 RUE RENE SIROT CENTRE DE GROS,31100,TOULOUSE,CS,,
31,31.991.400,39317731600022,DISTRIBUTION ALIMENTAIRE DE TOULOUSE,"1 IMP ANDRE MARESTAN ",31100,TOULOUSE,CS,I(CP),
31,31.992.078,39931561300352,METRO FRANCE,ZONE INDUSTRIELLE LA GLACIERE 3 CHE DE FENOUILLET ZI LA GLACIERE,31200,TOULOUSE,RW,,
31,31.992.099,39819474600010,SARL LES 4 R,"185 AV DES ETATS UNIS ",31200,TOULOUSE,CS;RW,,
31,31.992.235,55204499201095,POMONA - POMONA PASSIONFROID,146 200 BOITE N 106 146 AV DES ETATS UNIS 146-200-BOITE N  106,31200,TOULOUSE,CS,,
31,31.992.370,39340969300040,AGROVIA,"3 IMP DU MARCHE GARE ",31200,TOULOUSE,CS,I(CP),
31,31.992.372,42121307500029,EURO CHARCUTERIE,"8 RUE MARQ M T VILLENEUVE ARIFAT ",31200,TOULOUSE,CS,,
31,31.992.375,85143449800016,MARCHE PRO - PROMOCASH,"146 AV DES ETATS UNIS ",31200,TOULOUSE,CS,,
31,31.992.381,40348458700023,ESPAGNAC FRERES,1 RUE MARIE LAURENCIN CS 52329,31200,TOULOUSE,CS,IX(PP),
31,31.992.690,31100909600034,SODIREX,MIN 146 AV DES ETATS UNIS MIN,31200,TOULOUSE,CS,I(CP),
31,31.992.794,33847216000047,PATIS SERVICE,"6 RUE ISABELLE EBERHARDT ",31200,TOULOUSE,CS,,
31,31.995.277,44228563100028,XAVIER,"40 B BD DE LA GARE ",31500,TOULOUSE,CS,,
32,32.012.104,47955590600029,SOCIETE D EXPLOITATION DES ETS AUBIETAINE,"A SENOUS ZA ARRATS GIMONE ",32270,AUBIET,CS,,
32,32.013.141,52492755500010,POLY DISTRI - PROMOCASH AVEC VOUS,ZI EST CHE D ENGACHIES,32000,AUCH,CS,,
32,32.079.030,47752187600037,LES CANARDS D'AUZAN,"4565 RTE DE HOUEILLIERES ",32440,CASTELNAU D'AUZAN LABARRERE,CS;WM,II(CP);II(SH);VI(PP);V(MP),
32,32.095.101,30442825300062,ETABLISSEMENTS FRIGERAL,"11 RUE DU BOUZET ",32100,CAUSSENS,CS,,
32,32.107.021,35199143500014,LA PATELIERE,ROUTE DE NERAC RTE DE NERAC ZONE INDUSTRIELLE,32100,CONDOM,RW,,
32,32.132.124,33938346500103,GIMBERT SURGELES,A PERRIN A PERRIN ZI,32500,FLEURANCE,CS,,
32,32.147.024,39562010700015,LES DUCS DE GASCOGNE - DUCS DE GASCOGNE,"RTE DE MAUVEZIN ",32200,GIMONT,CS,I(CP);II(CP);VI(PP),
32,32.147.119,39672031000137,COMTESSE DU BARRY,"RTE DU TOUGET ",32200,GIMONT,CS,,
32,32.208.022,51408083700669,ITM LOGISTIQUE ALIMENTAIRE INTERNATIONAL,ETS BASE DE LECTOURE LIEUDIT LES GALIS,32700,LECTOURE,CS,,
32,32.208.131,39827274000034,FLEURONS DE LOMAGNE - BOUTIQUE FLEURONS DE LOMAGNE,"7 RUE NATIONALE ",32700,LECTOURE,CS,,
32,32.282.102,31680701500409,SYSCO FRANCE SAS," LD BAYLAC ",32550,MONTEGUT,CS,,
32,32.296.130,40897040800055,GERS DISTRIBUTION,"AV DANIATE ",32110,NOGARO,RW,VI(PP);V(MP),
32,32.307.107,41386821700030,LODIPAT- DISPAT,PARC D'ACTIVITES LD SOUSSON PARC D'ACTIVITES,32550,PAVIE,CS,,
32,32.389.030,33757514600010,LA FERME DU PUNTOUN," ",32300,SAINT-MARTIN,RW,II(CP);II(SH);VI(PP),
32,32.416.101,07732013300075,LEON FARGUES - AU VILLAGE,PL DU DONJON,32120,SARRANT,CS,,
32,32.426.032,44014150500048,SERVICE AGRO ALIMENTAIRE GERSOIS,"ZONE ARTISANALE DU PERE ",32260,SEISSAN,CS,VIII(PP);VI(PP),
32,32.426.034,75239726500014,J E M M,"ZONE DU PERE ",32260,SEISSAN,RW,II(CP);VI(PP),
33,33.036.003,39332147600037,LAURIAL,ZONE INDUSTRIELLE 3 ZI DE L AIGUILLON ZONE INDUSTRIELLE,33430,BAZAS,CS,I(CP),
33,33.036.006,48312097800026,AQUITAINE SELECTION," 5 ZI DE L AIGUILLON ",33430,BAZAS,CS,II(CP),
33,33.039.018,49067572500025,STEF TRANSPORT BORDEAUX BEGLES,ZI DE TARTIFUME-3-4 3 RUE DU LUGAN ZI DE TARTIFUME-3-4,33130,BEGLES,CS,,
33,33.063.008,39958412700019,LA RUCHE DES GOURMETS TPLG,"32 RUE JULES GUESDE ",33800,BORDEAUX,CS,,
33,33.063.017,32313924600082,BADETS VOLAILLES,110 QUAI DE PALUDATE M.I.N. DE BORDEAUX BRIENNE,33800,BORDEAUX,CS,,
33,33.063.020,55204499200337,POMONA - POMONA TERREAZUR,QUAI DE PALUDATE QUAI DE PALUDATE MIN DE BRIENNE,33800,BORDEAUX,CS,VIII(FFPP),
33,33.063.026,40987808900013,BOUCHERIE CHARCUTERIE DES CAPUCINS,10-12 10 RUE CLARE 10-12,33800,BORDEAUX,RW,I(CP);VI(PP);V(MP),
33,33.063.032,39931561300626,METRO FRANCE,ZAC DE BORDEAUX AV DE LABARDE ZAC DE BORDEAUX,33300,BORDEAUX,CS,,
33,33.063.033,43392733200745,TRANSGOURMET OPERATIONS - TRANSGOURMET,MIN DE BRIENNE BOITE 97 110 QUAI DE PALUDATE MIN DE BRIENNE BOITE 97,33800,BORDEAUX,CS,IX(PP),
33,33.063.052,53527748700018,SOKOLOVITCH,"14 RUE JULES GUESDE ",33800,BORDEAUX,CS;RW,,
33,33.063.836,30532060800014,SOCIETE DE FABRICATION FRANCAISE ET SALAISONS,"24 RUE JULES GUESDE ",33800,BORDEAUX,CS,,
33,33.075.001,78803455100101,SOFRILOG OUEST,"ZI CENTRE INT DE FRET ",33520,BRUGES,CS,,
33,33.075.012,52330758500027,CAPEX (CENTRALE D'ACHATS POUR L'EXPORT,BORDEAUX FRET 10 AVENUE DE STRASBOURG,33520,BRUGES,CS,,
33,33.090.008,45620172200034,LAMOTHE ABIET,ZONE D'ACTIVITE ACTIPOLIS RUE FERDINAND DE LESSEPS ZONE D'ACTIVITE ACTIPOLIS,33610,CANEJAN,RW,,
33,33.090.011,39500959000062,OLANO BORDEAUX,ZONE ARTISANALE ACTIPOLIS 7 RUE LOUISE WEISS,33610,CANEJAN,CS,,
33,33.162.010,85580086800132,R ET G DEKYTSPOTTER ATLANTIC,"94 AV DE PICOT ",33320,EYSINES,CS,,
33,33.167.002,33935176900031,SOC GIRONDINE VIANDES GROS,"2 AV DES MONDAULTS ",33270,FLOIRAC,CS,I(CP),
33,33.167.006,45720060800026,LAFFORT HOLDING,ZA LA JACOTTE 11 RUE ARISTIDE BERGES,33270,FLOIRAC,RW,,
33,33.192.001,55200423600311,PATISFRANCE - PURATOS - PATISFRANCE PURATOS,"10 RUE GUTENBERG ",33170,GRADIGNAN,WM,,
33,33.192.002,39931561300725,METRO FRANCE,ZONE ARTISANALE DE BERSOL 17 AV EUROPE ZA DE BERSOL,33170,GRADIGNAN,CS,VIII(FFPP),
33,33.227.003,31064351500078,XPO SUPPLY CHAIN FROID FRANCE,ZI N 3 DE LA CHATAIGNERAIE RUE DE LA GARENNE ZI N°3 DE LA CHATAIGNERAIE,33210,LANGON,CS,,
33,33.243.009,49500889800027,AYL DISTRIBUTION - PROMOCASH,"181 AV GEORGES POMPIDOU ",33500,LIBOURNE,CS,,
33,33.249.001,37906202900028,LODIFRAIS,"RUE PIERRE MENDES FRANCE ",33310,LORMONT,CS,IX(PP),
33,33.249.008,49103439300018,AZUR MAREE,ZA JEAN ZAY II 3 RUE RENE MARTRENCHAR,33150,CENON,CS,VIII(FFPP);VIII(WM),
33,33.281.003,71205261200140,FRANCE HANDLING,AEROGARE DE FRET AEROPORT DE BORDEAUX MERIG CIDEX B12,33700,MERIGNAC,CS,,
33,33.318.001,34375003000029,SO VIA GO,ANGLE DE L'AVENUE GUTTEMBERG 5 AV PAUL LANGEVIN ANGLE DE L'AVENUE GUTTEMBERG,33600,PESSAC,CS,I(CP),
33,33.318.005,42439314800020,STEF LOGISTIQUE PESSAC - STEF,ZONE INDUSTRIELLE BERSOL 2 8 RUE THOMAS EDISON ZI BERSOL 2,33600,PESSAC,CS,,
33,33.318.009,21330318300015,COMMUNE DE PESSAC - MAIRIE,"39 PL LA CINQUIEME REPUBLIQUE ",33600,PESSAC,RW,IX(PP);RC(CUISCEN),
33,33.393.002,35052604200022,ETABLISSEMENTS MASSONNIERE - ETABLISSEMENT MASSONIERE,ZA DE BEAUMALE N 10  ZA DE BEAUMALE N 10,33910,SAINT-DENIS-DE-PILE,CS,I(CP);VI(PP);V(MP),
33,33.424.001,34103094800010,SARL DES ETABLISSEMENTS ARNOLD LECHEVIN,"ZONE ARTISANALE ",33112,SAINT-LAURENT-MEDOC,CS,I(CP);VI(PP);V(MP),
33,33.433.002,43392733200760,TRANSGOURMET OPERATIONS - TRANSGOURMET,2 AV DU VIEUX MOULIN,33450,SAINT-LOUBES,CS,,
33,33.433.006,31203203000073,ESTIVEAU,PARC D'ACTIVITE DU PAYS DE LANGON 10 RUE DES ACACIAS PARC D'ACTIVITE DU PAYS DE LANGON,33210,MAZERES,RW,,
33,33.433.009,47320560700053,SOC EUROPEENNE DES BEURRES,ZONE INDUSTRIELLE DE COUVERTAIRE 7 RUE DES BRUYERES ZI DE COUVERTAIRE,33450,SAINT-LOUBES,CS,,
33,33.498.001,32346920500039,ANEPIA AROMES NATURELS EPICES POUR L INDUSTRIE ALIMENTAIRE,"22 RUE DE LA CROIX BLANCHE ",33770,SALLES,CS;RW,,
33,33.522.002,80089439600012,GPT DE COOPERATION SANITAIRE BAHIA,201 RUE ROBESPIERRE,33400,TALENCE,CS;RW,,
33,33.535.001,33216044900044,ETS MALLO PERE ET FILS,"5 B RUE PASCAL ",33370,TRESSES,CS,I(CP),
33,33.535.004,30476391500192,GENERALE DE DISTRIBUTION ALIMENTAIRE,"PARC D ACTIVITEVNORD PARC D'ACTIVITEVNORD ",33370,TRESSES,CS,,
33,33.535.006,41419693100045,FRIGO TRANSPORT 33,PARC D ACTIVITE DE TRESSES 11 RUE NEWTON,33370,TRESSES,CS,,
33,33.550.010,35047242900058,TRADITION & TERROIR DU SUD OUEST,"9 CHE TOUTON ",33140,VILLENAVE-D'ORNON,CS,I(CP);VI(PP);V(MP);XII(PP),
33,33.554.002,31680701501332,SYSCO FRANCE SAS," ZA DU GRAND CHEMIN ",33370,YVRAC,CS,,
34,34.003.008,39478982000039,BIRASO,ZAE SEPT FONDS ZAE,34300,AGDE,CS,VIII(FFPP),
34,34.022.005,41420564100056,INTERPOLE,PARC D'ACTIVITES AFTALION 12 RUE FRANCOIS PERROUX PARC D'ACTIVITES AFTALION,34670,BAILLARGUES,CS,,
34,34.032.011,31680701500086,SYSCO FRANCE SAS,ZONE INDUSTRIELLE 1 RUE JEAN BAPTISTE PERRIN ZI,34500,BEZIERS,CS,,
34,34.032.012,72292005500034,SOCIETE HULINE,ZONE INDUSTRIELLE DU CAPISCOL RUE I ET F JOLIOT CURIE ZI DU CAPISCOL,34500,VILLENEUVE-LES-BEZIERS,CS,,
34,34.032.030,44099084400019,RICARDOU PIERRE,124 ET 126 124 AV MARECHAL FOCH 124 ET 126,34500,BEZIERS,CS,,
34,34.081.001,53869132000013,ECS,"ZAE CANTEGALS ",34440,COLOMBIERS,CS,I(CP),
34,34.108.001,33067462300062,BOYAUDERIE DES ALPES,ZA LA PEYRADE AV DE LA BORDELAISE ZA LA PEYRADE,34110,FRONTIGNAN,CS,XIII(PP),
34,34.108.004,30021990400012,DISTRISUD,"CHE DES PIELLES ",34110,FRONTIGNAN,CS;RW,IX(PP),
34,34.108.007,39299882900064,STEF TRANSPORT LEZIGNAN CORBIERES,ZONE PORTUAIRE CHE DEPARTEMENTAL 50,34110,FRONTIGNAN,CS,,
34,34.108.065,50437025500011,SUD FRIGO,ZONE PORTUAIRE TFS CHE DEPARTEMENTAL 50 ZONE PORTUAIRE TFS,34110,FRONTIGNAN,CS,,
34,34.113.001,34005804900073,SOC AURIAC,ZAE LA CLAU III 4 RUE NICOLAS APPERT ZAE LA CLAU III,34770,GIGEAN,CS,,
34,34.145.007,34326262210544,LIDL - SNC LIDL,ZAC DE LA PETITE CAMARGUE CHE DES ARBOUSIERS ZAC DE LA PETITE CAMARGUE,34400,LUNEL,CS,,
34,34.161.001,45099207800011,A.R.H.,"ZONE ARTISANALE ",34310,MONTADY,CS,,
34,34.172.003,79585015500768,BIGARD DISTRIBUTION,BATIMENT 0 371 AV DU MARCHE GARE BAT 0,34000,MONTPELLIER,CS,I(CP),
34,34.172.021,46080031100025,MERCADIS - SOMIMON,281 AV DU MARCHE GARE,34000,MONTPELLIER,CS;RW,,
34,34.172.028,32380032600023,ETABLISSEMENTS BRIAULT,"371 AV DU MARCHE GARE ",34000,MONTPELLIER,CS,,
34,34.172.061,39931561301152,METRO FRANCE,"3274 AV ETIENNE MEHUL ",34070,MONTPELLIER,CS,I(CP);VIII(FFPP),
34,34.172.068,33530863100019,FIRST DIPAL,281 AV DU MARCHE GARE M I N MAGASIN N 11,34000,MONTPELLIER,CS,,
34,34.172.072,38479650400015,COOPERATIVE DES BOUCHERS DU SUD (PAR ABREVIATION COBO SUD),"371 AV DU MARCHE GARE ",34000,MONTPELLIER,CS,I(CP),
34,34.172.077,33415947207974,ANSAMBLE - REF INTERNE A50942," 281 AV DU MARCHE GARE ",34000,MONTPELLIER,CS,,
34,34.172.220,79861170300017,SOPRODIS,371 AVENUE DU MARCHE GARE,34070,MONTPELLIER,CS,VIII(FFPP),
34,34.198.005,48430716000016,VINA PEROLS - CHINA VINA,"RTE DE LA FOIRE ",34470,PEROLS,CS,,
34,34.270.004,40906938200029,LUSTREL LABORATOIRES,PARC MARCEL D'ASSAULT 273 RUE ALBERTO SANTOS DUMONT PARC D'ACTIVITE MARCEL DASSAULT,34430,SAINT-JEAN-DE-VEDAS,CS,,
34,34.300.002,34098303000107,ERBSLOH,PETITE AVENUE LA BAUME 1 IMP LOUIS LUMIERE PAE LA BAUME,34290,SERVIAN,CS;RW,,
34,34.300.003,34323330000015,PRESTISUD,ZI DE LA BAUME Z I DE LA BAUME ZI DE LA BAUME,34290,SERVIAN,CS,,
34,34.301.001,32699336700084,WRIST EUROPE (MARSEILLE),ZONE ARTISANALE LES EAUX BLANCHES ZONE ARTISANALE,34200,SETE,CS,,
34,34.301.006,41186651000018,GETDRY,PARC AQUATECHNIQUE RUE D ATHENES PARC AQUATECHNIQUE,34200,SETE,CS,VIII(FFPP),
34,34.327.003,81014656300202,U-LOGISTIQUE,CHEMIN DE BANNIERES ROUTE DE TEYRAN,34740,VENDARGUES,CS,,
34,34.327.005,44915194300031,STEF TRANSPORT MONTPELLIER,"RUE TERRE DE ROY ",34740,VENDARGUES,CS,,
34,34.329.006,40231188000031,BOUL'PAT LITTORAL,ZONE D'ACTIVITE VIA EUROPA EST AV DE L'EUROPE ZONE D'ACTIVITE VIA EUROPA EST,34350,VENDRES,CS,,
34,34.333.002,34460300600125,CAPITAINE HOUAT,"RTE DE SETE ",34110,VIC-LA-GARDIOLE,CS,,
34,34.336.002,39931561300188,METRO FRANCE,ZONE ARTISANALE PARC ACTIPOLIS AV DU VIGUIER ZA PARC ACTIPOLIS,34500,VILLENEUVE-LES-BEZIERS,CS,VIII(FFPP),
34,34.336.003,40371344900037,SOBRAQUES DISTRIBUTION S.A.S,ZAC DU CAPISCOL RUE ST VICTOR ZAC DU CAPISCOL,34500,VILLENEUVE-LES-BEZIERS,CS,,
34,34.336.004,51408083700602,ITM LOGISTIQUE ALIMENTAIRE INTERNATIONAL,ETS BASE DE BEZIERS ZAC DE LA MERIDIENNE LIEUDIT LES MATHE,34420,VILLENEUVE-LES-BEZIERS,CS,,
34,34.336.005,40235013600337,DHL SERVICES LOGISTIQUES,"ZAC DU CAPISCOL ",34420,VILLENEUVE-LES-BEZIERS,CS,,
34,34.336.501,49412582600011,SARL JFL DISTRIBUTION - PROMOCASH,PARC ACTIPOLIS 4 RUE DE L ACROPOLE PARC ACTIPOLIS,34500,VILLENEUVE-LES-BEZIERS,CS,VIII(FFPP),
35,35.006.003,51408083700370,ITM LOGISTIQUE ALIMENTAIRE INTERNATIONAL,LES BRANCHETTES ETS BASE D ARGENTRE,35370,ARGENTRE-DU-PLESSIS,CS,,
35,35.012.003,45206581600012,SAVEURS DE BAIN-DE-BRETAGNE,ZONE D'ACTIVITES LES SENTES ZONE D'ACTIVITES,35470,BAIN-DE-BRETAGNE,RW,I(CP);VI(PP);V(MP),
35,35.012.004,38148087000017,E.P.FROMATIS,ZONE INDUSTRIELLE DE SABIN GRAVOT ZI DE SABIN,35470,BAIN-DE-BRETAGNE,CS,IX(PP),
35,35.012.019,44529977900022,STEF LOGISTIQUE BAIN DE BRETAGNE - STEF,PARC D ACTIVITE DE CHATEAU GAILLARD 9 RUE DE LA SEINE PARC D'ACTIVITE DE CHATEAU GAILLARD,35470,BAIN-DE-BRETAGNE,CS,,
35,35.023.001,78803455100143,SOFRILOG OUEST,"ZA DE LA TOUCHE ",35137,BEDEE,CS,,
35,35.023.007,41456867500014,ENTREPOT FRIGORIFIQUE ARMORICAIN,RUE DU CHENE AUX CHATS RUE DU CHENE AUX CHATS ZA DE LA TOUCHE,35137,BEDEE,CS,,
35,35.023.036,70920013300037,GRAND SALOIR SAINT-NICOLAS,"LD LE BIGNON ",35137,BEDEE,CS,,
35,35.037.012,86550051600204,A2S,ZONE ARTISANALE DU HINDRE III 11 RUE DE LA CROIX DU HINDRE ZA DU HINDRE III,35310,BREAL-SOUS-MONTFORT,CS,,
35,35.037.040,42509500700034,SUPERHALLES BRETAGNE,ZONE ARTISANALE DU HINDRE III 11 RUE DE LA CROIX DE HINDRE ZA DU HINDRE III,35310,BREAL-SOUS-MONTFORT,CS,I(CP);VI(PP);V(MP),
35,35.039.007,44011212600030,LAHAYE LOGISTIQUE,LA BASSE CROIX ROUGE,35530,BRECE,CS,,
35,35.049.002,43379365000022,SARL LES PARCS ST KERBER,"L AURORE ",35260,CANCALE,CS,VII(DC);VII(PC),
35,35.051.189,34329419500213,LACTALIS LOGISTIQUE,ZONE INDUSTRIELLE SUD EST 19 RUE DE BRAY ZI SUD EST,35510,CESSON-SEVIGNE,CS,,
35,35.068.002,39602023200122,TENDRIADE - TENDRIADE CHATEAUBOURG,"22 A RUE JOLIOT CURIE ",35220,CHATEAUBOURG,CS,I(CP);I(SH);VI(PP);V(MM);V(MP),
35,35.068.006,70920030700029,TRIBALLAT NOYAL,"LA GALMANDIERE ",35220,CHATEAUBOURG,CS,IX(PP),
35,35.068.061,54685023100038,SOCIETE INDUSTRIELLE RAISON FRERES - DS ARMORIQUE,PARC D ACTIVITE DE LA GAULTIERE RUE DE LA GAULTIERE PARC D ACTIVITE DE LA GAULTIERE,35220,CHATEAUBOURG,CS,,
35,35.072.009,30580148200079,PANALOG,"LA CHAPELLERIE ",35210,CHATILLON-EN-VENDELAIS,CS,,
35,35.078.037,49894452900011,CAP A L'OUEST,"7 PL DE LA CATHEDRALE ",35120,DOL-DE-BRETAGNE,CS,VII(DC);VII(PC),
35,35.095.023,32072380200031,FAMILLE FANTOU,"LES ROLANDIERES ",35120,DOL-DE-BRETAGNE,CS,I(CP);VI(PP);V(MM);V(MP),
35,35.096.001,41857486900172,LOGISTIQUE INTERNATIONALE ALIMENTAIRE SAS,LES PORTES DE BRETAGNE PARC D'ACTIVITE DE LA GAULTIERE,35113,DOMAGNE,CS,,
35,35.096.007,50536372100026,STEF TRANSPORT CHATEAUBOURG,PARC D ACTIVITES DE LA GAULTIERE PARC D'ACTIVITES,35113,DOMAGNE,CS,,
35,35.105.001,51408083700693,ITM LOGISTIQUE ALIMENTAIRE INTERNATIONAL,ETS BASE D'ERBREE - P ACTIVITE HUPERIE RTE DEPARTEMENTALE ETS BASE D'ERBREE - P ACTIVITE HUPERIE,35500,ERBREE,CS,,
35,35.109.002,44011212600048,LAHAYE LOGISTIQUE,ZAC DU PIQUET NORD EST PARC ACTIVITES EXTENSION,35370,ETRELLES,CS,,
35,35.115.197,79239631900016,ITHAQUE - PROMOCASH AVEC VOUS,ZI DE L'ECARTELEE 10 RUE COLBERT,35300,FOUGERES,CS,,
35,35.124.004,51408083700362,ITM LOGISTIQUE ALIMENTAIRE INTERNATIONAL,PARC D 1 ESP INTERMARCHE CS 60020 ETS BASE DE GRAND FOUGERAY PARC D ....,35390,GRAND-FOUGERAY,CS,,
35,35.124.024,80438927800016,LUG,"PARC D'ACTIVITE DES QUATRES ",35390,GRAND-FOUGERAY,CS,,
35,35.125.002,38220451900021,GATINE VIANDES,"35 RUE DE LA BOUGEOIRE ",35130,LA GUERCHE-DE-BRETAGNE,CS,I(CP);I(SH);XIII(PP),
35,35.131.011,38030507800087,SOCIETE DES PRODUITS LAITIERS DE L'OUEST,"PL DE LA GARE ",35590,L'HERMITAGE,CS,IX(PP),
