depInsee,dossApproNumConcatLb,etbSiret,etbLb,adrConcat,codePostalNb,comNomSimplifie,aggCatUe,aggActiviteAssocie,aggEspUe
01,01.004.002,08678020200031,CENTRE VIANDES BEAUVALLET FILS,"659 AV LEON BLUM ",01500,AMBERIEU-EN-BUGEY,CS,I(CP),
01,01.033.002,37784209100029,VALSERINE FROMAGERIE,10 12 10 AV PAUL LANGEVIN 10 12,01200,VALSERHONE,CS,,
01,01.047.001,33398522400018,S P I,ALL ZI PLAINE DE L'AIN PARC INDUSTRIEL DE LA PLAINE DE L'AIN,01150,BLYES,RW,,
01,01.053.002,77554381200025,AIN SAONE ET LOIRE TRANSPORTS,"25 AV ARSENE D ARSONVAL ",01000,BOURG-EN-BRESSE,CS,,
01,01.053.003,33197998900042,ABATTOIRS DES CRETS,"1 RUE JOSEPH JACQUARD ",01000,BOURG-EN-BRESSE,CS,,
01,01.053.005,30121321100040,FRANCE SELECT - VOLAILLES DE L'EUROPEAIN,ZI NORD RUE JOSEPH JACQUARD ZI NORD,01000,BOURG-EN-BRESSE,CS,II(CP);V(MP),
01,01.053.018,34513051201913,GENEDIS - PROMOCASH AVEC VOUS,ZONE INDUSTRIELLE NORD 39 AV DE MARBOZ ZI NORD,01000,BOURG-EN-BRESSE,CS,,
01,01.074.003,39155659400011,DELICA FRANCE - MIFROMA FRANCE,"RTE DE PONT D'AIN ",01320,CHALAMONT,CS;RW,,
01,01.074.005,33889585700013,AGRITRANS,"RTE DE PONT D AIN ",01320,CHALAMONT,CS,,
01,01.127.001,82193733100014,SCEA DES BRESSANS,217 CHEMIN DES BRESSANS,01370,COURMANGOUX,RW,,
01,01.231.002,31722063000063,LABORATOIRES PYC,"26 RUE DE LAVY ",01570,MANZIAT,RW,,
01,01.266.001,31140355400018,AU CHAPON BRESSAN,L'HUPPE LD L HUPPE L'HUPPE,01340,MONTREVEL-EN-BRESSE,CS,II(CP);II(SH),
01,01.320.003,49067581600022,STEF TRANSPORT MACON,ZONE MACON EST ZA MACON EST ZONE MACON EST,01750,REPLONGES,CS,,
01,01.320.071,30580148200137,PANALOG,"71 IMP DES SALINS ",01750,REPLONGES,CS,,
01,01.322.001,51408083700172,ITM LOGISTIQUE ALIMENTAIRE INTERNATIONAL,ZONE INDUSTRIELLE DE REYRIEUX 51 RUE DES COMMUNAUX ETS BASE DE REYRIEUX ZI DE REYRIEUX,01600,REYRIEUX,CS,,
01,01.334.002,51254908000012,SLIMPACK - SLIMPACK LABO NUTRITION PACKAGING,"487 RTE DU VILLAGE ",01290,SAINT-ANDRE-D'HUIRIAT,RW,,
01,01.350.002,31300224800034,BRESSE FONTE,"150 CHE DE LA ZONE D'ACTIVITES ",01370,SAINT-ETIENNE-DU-BOIS,CS,,
01,01.390.001,34329419500239,LACTALIS LOGISTIQUE - ETABLISSEMENT LACTALIS LOGISTIQUE,PARC LA PLAINE DE L AIN 1800 AV GUY DE LA VERPILLIERE PARC LA PLAINE DE L'AIN,01150,SAINT-VULBAS,CS,,
01,01.390.002,55382046500761,SOFRILOG,PARC INDUSTRIEL DE LA PLAINE DE L AIN 580 AV DES BERGERIES PARC INDUSTRIEL DE LA PLAINE DE L'AIN,01150,SAINT-VULBAS,CS,,
01,01.405.003,50308898100017,SARL J. A. MICHON - LE PERE MICHON,"LA FRETAZ ",01960,SERVAS,CS,IX(PP),
01,01.443.003,45060988800018,AXE FROID,ZI DE LA TUILERIE ZI DE,01330,VILLARS-LES-DOMBES,CS,,
01,01.443.009,45060988800018,AXE FROID,ZI DE LA TUILERIE ZI DE,01330,VILLARS-LES-DOMBES,CS,,
01,01.451.001,34347026600028,H.D. DISTRIBUTION,"LA CAMBUSE ",01440,VIRIAT,RW,,
01,01.451.004,39931561300568,METRO FRANCE,55 RUE FARDAY 55 LA CHAMBIERE 55 RUE FARDAY,01440,VIRIAT,CS,,
02,02.340.002,39931561300584,METRO FRANCE,ZONE INDUSTRIELLE LE ROYEU RUE EUGENE FREYSSINET ZONE INDUSTRIELLE LE ROYEU,02430,GAUCHY,CS,I(CP);VIII(WM),
02,02.360.002,30466955900029,ETABLISSEMENTS DENIS ET COMPAGNIE,LIEU DIT L HOMME MORT 11 RUE DE LA MIETTE LIEU DIT L HOMME MORT,02190,VILLENEUVE SUR AISNE,CS,I(CP);V(MP),
02,02.387.001,50089072800032,STEF LOGISTIQUE NORD - STEF,"1 RUE DE LA GARE ",02240,ITANCOURT,CS,,
02,02.502.002,33578046600058,SA MARCHAND,"RUE DE LA SUCRERIE ",02340,MONTCORNET,CS,,
02,02.549.001,31770460900021,CARLIER - CARL'GARAGE,"8 RUE DE SAINT QUENTIN ",02100,NEUVILLE-SAINT-AMAND,CS,,
03,03.013.022,40212863100023,SARL SOGEPAT - SOGEPAT,ZA LES PETITS VERNATS RUE HERMANN GEBAUER ZA LES PETITS VERNATS,03000,AVERMES,CS,,
03,03.094.002,45056863900014,SOCIETE LAITIERE DE VICHY,"Z I VICHY RHUE ",03300,CREUZIER-LE-VIEUX,CS,IX(PP),
03,03.094.007,35049939800047,CONVIVIAL,ZI DE VICHY-RHUE ZI VICHY-RHUE ZI DE VICHY-RHUE,03300,CREUZIER-LE-VIEUX,CS,I(CP);VI(PP);V(MM);V(MP),
03,03.095.028,50269742800030,K 2 M,ZAC DES GRAVANCHES 16 RUE JEAN BONNET ZAC DES GRAVANCHES,03300,CUSSET,CS,,
03,03.101.002,95752685800866,TOUPARGEL,ZONE INDUSTRIELLE DE CHATEAUGAY AV AMBROISE CROIZAT ZI DE CHATEAUGAY,03410,DOMERAT,CS,,
03,03.118.009,41458528100028,TRANS FROID AUVERGNE,"LES PRES LIATS ",03800,GANNAT,CS,,
03,03.138.014,50879026800017,TVE LOGISTIQUE,ZI DE BELLEVUE ZI DE BELLEVUE ZI DE BELLEVUE,03120,LAPALISSE,CS,,
03,03.185.030,49993217600013,MATELY - PROMOCASH AVEC VOUS,ZONE INDUSTRIELLE DE BLANZAT 31 RUE EUGENE SUE ZI DE BLANZAT,03100,MONTLUCON,CS,,
03,03.186.003,50879026800025,TVE LOGISTIQUE,ZONE INDUSTRIELLE DE MONTMARAULT ROUTE DE MOULINS ZI DE MONTMARAULT,03390,MONTMARAULT,CS,,
03,03.190.002,33296202600016,FRIGORIFIQUES DE MOULINS,"1 RUE TAGUIN ",03000,MOULINS,CS,,
03,03.236.001,43290861400022,ARRIVE AUVERGNE,ZI LE COQUET ZI,03260,SAINT-GERMAIN-DES-FOSSES,CS,II(CP);II(SH),
03,03.298.030,38074500000022,SALESKY AUVERGNE,"LA FEUILLOUSE ",03150,VARENNES-SUR-ALLIER,CS,,
03,03.315.001,50851378500164,SOCOPA VIANDES,"RTE DE COSNE ",03430,VILLEFRANCHE-D'ALLIER,CS,I(CP);I(SH);VIII(FFPP);VI(PP);V(MM);V(MP),
03,03.321.009,33810722000018,SCACENTRE,"10 RUE COLBERT ",03400,YZEURE,CS,,
03,03.321.011,43392733200265,TRANSGOURMET OPERATIONS - TRANSGOURMET,ZONE INDUSTRIELLE 8 RUE JACQUES COEUR ZONE INDUSTRIELLE,03400,YZEURE,CS,,
04,04.001.007,35335269300033,SARL CHARCUTERIE DE THOARD - BOUCHERIE CHARCUTERIE SPECIALITES,ZONE D'ACTIVITE ECONOMIQUE ESPACE BLEO 22 AV PAUL DELAYE ZONE D'ACTIVITE ECONOMIQUE ESPACE BLEO,04510,AIGLUN,WM,I(CP);VI(PP),
04,04.049.040,31680701500623,SYSCO FRANCE SAS,ZONE ARTISANALE ZONE ARTISANALE RUE LOUISE MICHEL,04160,CHATEAU-ARNOUX-SAINT-AUBAN,CS,,
04,04.070.040,39883422600035,MONTEL DISTRIBUTION,LA TOUR SAINT CHRISTOPHE LA TOUR,04000,DIGNE-LES-BAINS,CS,,
04,04.111.001,82994994000011,SAS DUFOUR,"ZA PITAUGIER ",04300,MANE,CS,I(CP);VI(PP);V(MP),
04,04.111.040,40437546100039,OLIVIERS ET CO,"ZA DE PITAUGIER ",04300,MANE,CS,,
04,04.112.002,82426583900012,ACTIMEAT & CO - ACTIMEAT,"ZI SAINT MAURICE ",04100,MANOSQUE,CS,,
04,04.112.004,33010881200018,LE SECHOIR DES ALPES,"ZI SAINT MAURICE ",04100,MANOSQUE,CS,VI(PP),
04,04.112.040,95752685801591,TOUPARGEL,PARC INDUSTRIEL ZI SAINT MAURICE PARC INDUSTRIEL,04100,MANOSQUE,CS,,
04,04.112.500,75085186700010,DUFOUR MANOSQUE,Z I SAINT JOSEPH AV BLAISE PASCAL Z I SAINT JOSEPH,04100,MANOSQUE,CS,I(CP);VI(PP);V(MP),
04,04.116.001,32249725600030,MIDI CHARCUTERIE MICHAR - GIL TRAITEUR DU SUD,"LOT ZONE ARTISANALE ET INDUSTR ",04190,LES MEES,CS,VIII(PP);VI(PP),
04,04.143.009,30451694100024,LE GAVOT,"ZONE ARTISANALE ",04700,ORAISON,CS,X(EPC),
04,04.143.042,70575011500028,SOC EXPLOITATION ETS AMC MOSCONI,"ZONE ARTISANALE ",04700,ORAISON,CS,,
04,04.149.001,33863506300047,AGRO'NOVAE INDUSTRIE,"11 ESPACE SAINT-PIERRE ",04310,PEYRUIS,CS,,
04,04.208.005,42047939600020,JOASSAN FRERES,ROUTE DE SIMIANE QUA L'EYROUSE ROUTE DE SIMIANE,04150,SIMIANE-LA-ROTONDE,CS,I(CP);VI(PP);V(MP),
04,04.209.009,38159193200011,SARL BOYAUDERIE BONHOMME,ZAC LE PLAN ROMAN ZAC,04200,SISTERON,CS;RW,,
04,04.209.010,33425815900014,BOYAUDERIE SISTERONNAISE,ROUTE DE MISON LE PLAN ROMAN ROUTE DE MISON,04200,SISTERON,CS,VI(PP);V(MP),
04,04.209.013,50194789900065,ALPES PROVENCE AGNEAUX,"5 ALL DES GENETS ",04200,SISTERON,CS,I(CP);V(MP),
04,04.209.014,50194789900099,ALPES PROVENCE AGNEAUX - SEAS,"8 ALL DES ROMARINS ",04200,SISTERON,RW,I(CP),
05,05.023.06,32564396300029,ALIMENTAIRE F.B,ZONE D'ACTIVITE SUD 30 RUE DES COUTELIERS ZONE D'ACTIVITE SUD,05100,BRIANCON,CS,,
05,05.061.002,38585026800025,SICA LE MONTAGNARD DES ALPES,RTE DE BARCELONNETTE LE MOULIN DU PRE RTE DE BARCELONNETTE,05000,GAP,CS,I(CP),
05,05.061.019,43979557600057,ALPAGEL GAP,ZA LA FLODANCHE RTE DE BRIANCON ZA LA FLODANCHE,05000,GAP,CS,,
05,05.061.625,75123193700028,ECHANGES PAYSANS HAUTES ALPES,ZONE FAUVINS 2 AXIPARC ZONE FAUVINS 8 RUE DES COMPAGNONS ZONE DES FAUVINS 2 / AXIPARC,05000,GAP,CS,,
05,05.070.03,32922069300017,COTTO PERE ET FILS,QUARTIER DU PONT VERT ROUTE DU POET,05300,LARAGNE-MONTEGLIN,CS,,
05,05.071.001,39445474800085,STEF TRANSPORT ALPES - TFE,ZONE D'ACTIVITES LE PLAN DE LARDIER,05110,LARDIER-ET-VALENCA,CS,,
05,05 084 102,80800783500016,PRO FROMAGES ALPES - PRO FROMAGES ALPES / LEFEBVRE.COM,"ZONE ARTISANALE DU SARUCHET ",05230,MONTGARDIN,CS,,
06,06.004.319,44314499300021,FRENCH U.K. PROVISIONS,"21 AV PRINCIPAL PASTOUR ",06600,ANTIBES,CS,,
06,06.004.343,35092298500014,SOC EXPLOITATION SURGELES ANTIBES,AZURVILLE 420 RTE NATIONALE N07 AZURVILLE,06600,ANTIBES,CS,,
06,06.004.576,32513836000020,SURGELES DU MARCHE,"332 CHE DES EUCALYPTUS ",06160,ANTIBES,CS,,
06,06.027.009,55262010600047,CHARLES MARTIN,DE LA CAMPAGNETTE 61 CHE DE LA CAMPANETTE VALLON DE LA CAMPAGNETTE,06800,CAGNES-SUR-MER,CS,,
06,06.029.001,79585015500750,BIGARD DISTRIBUTION,"219 AV MICHEL JOURDAN ",06150,CANNES,CS,I(CP),
06,06.029.004,32127513300015,BOUCHERIE AGRICOLE,9 PL MARCHE FORVILLE MARCHE FORVILLE,06400,CANNES,CS,I(CP),
06,06.029.532,39931561300733,METRO FRANCE,"RUE DE LA PRADERIE ",06150,CANNES,CS,VIII(FFPP),
06,06.033.005,50418247800017,SODIAL,ZI DE CARROS 16EME RUE AV ZI 5EME AVENUE ZI DE CARROS 16EME RUE,06510,CARROS,CS,,
06,06.033.060,49067607900034,STEF TRANSPORT COTE D AZUR - STEF,ZI DE CARROS 13EME RUE AV ZI 4EME AVENUE ZI DE CARROS 13EME RUE,06510,CARROS,CS,,
06,06.033.062,44835991900033,SARL PALAIS DES METS,RUE ZONE INDUSTRIELLE 10EME RUE RUE ZI 10EME RUE 4 EME AVENUE,06510,CARROS,CS,,
06,06.033.064,38957398100013,AMBROSI EMMI FRANCE,5 PL ILE DE BEAUTE,06300,NICE,CS,,
06,06.033.072,41997965300039,PROVENCE GASTRONOMIE,13EME RUE ZONE INDUSTRIELLE DE CARROS AV ZI 4EME AVENUE 13EME RUE ZONE INDUSTRIELLE DE CARROS,06510,CARROS,CS,,
06,06.065.011,42103043800012,DIST AL 2000,"158 CHE SAINTE PETRONILLE ",06610,LA GAUDE,CS,,
06,06.069.017,50320299600016,JUBEMA - PROMOCASH,"ZI DU CARRE ",06130,GRASSE,CS,,
06,06.069.134,32954199900010,NATUR DIS,LE PLAN 57 BD MARCEL PAGNOL LE PLAN,06130,GRASSE,CS,,
06,06.069.269,50989094300020,PERRENOT GRASSE,LOT N 10 107 AV JEAN MAUBERT,06130,GRASSE,CS,,
06,06.069.72,43428546600018,FELIX POTIN COTE D'AZUR,ZAC SAINTE MARGUERITE 31 CHE DE STE MARGUERITE ZAC SAINTE MARGUERITE,06130,GRASSE,CS,,
06,06.079.040,42911359000013,VIVANDA,ALL FRANCOIS COLI BT 1B PARC ACTVITE DE LA SIAGNE ALL FRANCOIS COLI BT 1B,06210,MANDELIEU-LA-NAPOULE,CS,I(CP);II(CP);V(MP),
06,06.079.110,40015586700049,SUP VIANDES,ZI LES TOURRADES ALL DIEUDONNE COSTES BATIMENT D NORD ZI LES TOURRADES,06210,MANDELIEU-LA-NAPOULE,CS,I(CP);III(CP),
06,06.083.002,80439295900057,SARL CARLOS & XAVIER - PREMIUM VIANDE,933 AV DE SAINT ROMAN ZONE INDUSTRIELLE DU HAUT CAREI,06500,MENTON,CS,I(CP),
06,06.083.039,80725016200045,SOMEGEL,ZI DU CAREI AV DE SAINT ROMAN,06500,MENTON,CS,,
06,06.083.194,80625011400030,BERUTTI & LORENZI - LES PECHERIES,ZONE INDUSTRIELLE DU CAREI 201 AV DE L ORMEA ZI DU CAREI,06500,MENTON,CS,VIII(FFPP),
06,06.084.002,31680701500235,SYSCO FRANCE SAS - KING GEL,ALLEE F PARC D ACTIVITE ARGILE ZI ARG 460 AV DE LA QUIERA ZI ARGILE ALLEE A LOT 69,06370,MOUANS-SARTOUX,CS,,
06,06.088.033,47793630600034,BONVENTRE VIANDES DISTRIBUTION,MIN ST AUGUSTIN PARTIE VIANDES BOX 84,06200,NICE,CS,I(CP);V(MP),
06,06.088.038,95580451300021,DTV,LOCAL N°85 MIN VIANDES MIN ST AUGUSTIN LOCAL N°85 MIN VIANDES,06200,NICE,CS,,
06,06.088.042,79585015500735,BIGARD DISTRIBUTION,MIN ST AUGUSTIN MIN ST AUGUSTIN MIN DES VIANDES BOX 91,06200,NICE,CS,I(CP),
06,06.088.046,39931561300444,METRO FRANCE,"60 AV PIERRE ISNARD ",06200,NICE,CS,VIII(FFPP),
06,06.088.048,32821260000014,FRANCIS VIANDE,"11 PL SAINT FRANCOIS ",06300,NICE,CS,I(CP),
06,06.088.079,33933513500028,DISTRIBUTION TRANSPORT FROID COTE-D'AZUR,COLLET DE GRISELLA LIEU DIT,06200,NICE,CS,,
06,06.088.080,79467976100021,RIVIERA SAVEURS,LOC90 BIS STION PRODUITS ALIMENTAIR MIN ST AUGUSTIN LOC90 BIS STION PRODUITS ALIMENTAIR,06200,NICE,CS,,
06,06.088.121,49449370300040,DISTRIAL,"96 RTE DE CANTA GALET ",06200,NICE,CS,,
06,06.088.122,83106255900024,SUD FROID TRANSPORTS,LOCAL 5 - PAL 13 MIN ST AUGUSTIN,06296,NICE,CS,,
06,06.088.123,31269607300013,COFRAGEL,LOCAL 72 MIN ST AUGUSTIN,06200,NICE,CS,,
06,06.088.125,39026464600048,TRANSPORTS N.J.S FARAMIA,PAL BOX 10 ST ISIDORE,06200,NICE,CS,,
06,06.088.174,33046528700010,CASH ALIMENTAIRE DU SUD EST - CONTADINO,"21 AV VILLERMONT ",06000,NICE,WM,,
06,06.088.217,49347948900020,AEROPORTS DE LA COTE D'AZUR,RUE COSTE ET BELLONTE AEROPORT RUE COSTE ET BELLONTE,06200,NICE,CS,,
06,06.088.268,55204499201434,POMONA,PARC ACTIVITE LOGISTIQUE B 9 CHE DE LA GINESTIERE PARC ACTIVITE LOGISTIQUE B,06200,NICE,CS,,
06,06.088.544,38500464300040,RIVIERA DISTRIBUTION,ST AUGUSTIN MIN ST AUGUSTIN FRIGORIFIQUE DE L'UNION,06200,NICE,CS,,
06,06.090.007,49226226600033,SOCIETE NOUVELLE DE DISTRIBUTION ALIMENTAIRE,ROUTE DE LA FENERIE 409 AV HONORE RAVELLI ROUTE DE LA FENERIE,06580,PEGOMAS,CS,,
06,06.090.012,73598005400044,TOP MEDITERRANEE,ROUTE DE LA FENERIE 409 AV HONORE RAVELLI ROUTE DE LA FENERIE,06580,PEGOMAS,CS,VIII(FFPP),
06,06.123.002,45372999800048,FOOD AND BEVERAGE SERVICE,ZONE INDUSTRIELLE SECTEUR D 12 ALL DES SANTONNIERS ZONE INDUSTRIELLE SECTEUR D,06700,SAINT-LAURENT-DU-VAR,CS,,
06,06.123.027,44437202300010,BARBERO TRANSPORTS,ZI 1486 RTE DES PUGETS ZI,06700,SAINT-LAURENT-DU-VAR,CS,,
06,06.123.200,40408093900022,NICE ITAL DIFFUSION,ZI ST LAURENT DU VAR 1486 RTE DES PUGETS ZI ST LAURENT DU VAR,06700,SAINT-LAURENT-DU-VAR,CS,,
06,06.149.008,33046528700028,CASH ALIMENTAIRE DU SUD EST,ZONE INDUSTRIELLE VALLON DE L OL BD DE L OLI L OLIVAL ZI VALLON DE L OL,06340,LA TRINITE,CS,,
06,06.149.033,96880134000033,LA PELLE D'OR,ZI FUON SANTA IMP FUON SANTA ZI FUON SANTA,06340,LA TRINITE,CS,,
06,06.149.053,38322155300027,SARL ETABLISSEMENTS BACCHI,ZONE INDUSTRIELLE FUON SANTA 26 BD FUON SANTA ZI FUON SANTA,06340,LA TRINITE,CS,,
06,06.174.016,40110340300028,LA CAMBUSE,"13 AV CLEMENT MASSIER ",06220,VALLAURIS,CS,,
07,07.019.004,31245102400037,ETS ROGER AUDIGIER,"CHE DE LA SOURCE ",07200,AUBENAS,CS,I(CP);VI(PP);V(MP),
07,07.019.051,34498105500025,"ARDECHE FRAIS - ""ARDECHE FRAIS""",ZONE INDUSTRIELLE 31 AV JEAN MONNET ZI DE RIPOTIER,07200,AUBENAS,CS,,
07,07.055.001,33948294500013,ANTARTIC II,"LD CHAMP TRENTENIER ",07800,CHARMES-SUR-RHONE,CS,,
07,07.078.050,38240320200031,SOC BESSET,PARC D'ACTIVITE DU MAS RUE DU RUISSEAU D'AUMAS PARC D'ACTIVITE DU MAS,07430,DAVEZIEUX,CS,,
07,07.089.001,30512010700019,LES FERMIERS DE L'ARDECHE,"ZI LE FLACHER ",07340,FELINES,CS,II(CP);II(SH),
07,07.102.001,38539406900046,BARIATRIX EUROPE INC,ZONE ARTISANALE DES TREMOLLETS 240 RUE CLAUDE CHAPPE ZA DES TREMOLLETS,07500,GUILHERAND-GRANGES,RW,,
07,07.129.050,34124651000018,LEYNIER PERE ET FILS,RTE DE VALENCE 25 AV VICTOR DESCOURS RTE DE VALENCE,07270,LAMASTRE,CS,,
07,07.129.051,43813377900019,ETABLISSEMENTS FELIX DAVID,ZONE ARTISANALE ET RTE DU CHEYLARD RTE DU CHEYLARD ZA ET ZI PLAINE DESUMENE,07270,LAMASTRE,CS,,
07,07.181.050,40438958700027,MERCADO,ZONE INDUSTRIELLE QUA DES RAMAS ZONE INDUSTRIELLE,07250,LE POUZIN,CS,,
08,08.105.354,39931561300873,METRO FRANCE,ZAC DE LA FORGE AV CARNOT ZAC DE LA FORGE,08000,CHARLEVILLE-MEZIERES,CS,VIII(FFPP),
08,08.105.603,52905674900011,SOCIETE NOUVELLE ARDENNES PRIMEURS - SARL SOCIETE NOUVELLE ARDENNES PRIMEURS,ZAC DU MOULIN LEBLANC 2 RUE MICHAEL FARADAY ZAC DU MOULIN LEBLANC,08000,CHARLEVILLE-MEZIERES,CS,,
08,08.111.008,42446251300062,STEF TRANSPORT RETHEL,"RUE DES REMPARTS ",08300,LE CHATELET-SUR-RETOURNE,CS,,
08,08.362.101,82805130000022,VIANDES ET TERRITOIRES,"RUE DE LA SUCRERIE ",08300,RETHEL,CS,I(CP);I(SH);V(MM),
08,08.370.002,55382046500308,SOFRILOG,"C D 978 ",08150,ROUVROY-SUR-AUDRY,CS,,
08,08.457.001,34333981800027,NEGOCE DISTRIBUTION ALIMENTAIRE," Z I LE MONT FAY",08090,TOURNES,CS,,
09,09.079.003,40034825600035,ARIEGE VOLAILLES,ZONE ARTISANALE DE SAUBOLE ZONE ARTISANALE DE SAUBOLE,09130,CARLA-BAYLE,CS,II(CP);II(SH),
09,09.122.001,84468099100016,RUMEAU,Z.I LABARRE 1 RUE DU 19 MARS 1962 Z.I LABARRE,09000,FOIX,CS;RW,I(CP);V(MSM),
09,09.124.001,30580148200210,PANALOG,RTE DE TOULOUSE,09130,LE FOSSAT,CS,,
09,09.225.021,34179394100020,COMPTOIR APPAMEEN DES VIANDES,ZONE INDUSTRIELLE 46 AV DE LA RIJOLE ZI,09100,PAMIERS,WM,I(CP);V(MM),
09,09.225.022,42121086500018,BERNAULT VIANDES,ZI DU PIC LE FEMOURAS ZI DU PIC,09100,PAMIERS,RW,I(CP),
09,09.225.028,33893230400037,SOC EXPL TRANSPORTS ANDRE KIRMANN,ZONE D ACTIVITES DE PIC RUE HENRI FABRE ZONE D'ACTIVITES DE PIC,09100,PAMIERS,CS,,
09,09.225.178,33832883400027,SOC AURIAC,ZONE INDUSTRIELLE DU PIC IMP MERCURE ZI DU PIC,09100,PAMIERS,CS,,
09,09.285.001,80107712400015,LE ROGALLAIS,"5 QUA DE LA TUILERIE ",09140,SEIX,CS,,
09,09.289.201,88905290800015,SALAISONS DES PYRENEES,"RTE DE TOULOUSE ",09190,LORP-SENTARAILLE,CS,,
10,10.357.001,39931561300741,METRO FRANCE,"LES LES TERRASSES DE BAIRES ",10410,SAINT-PARRES-AUX-TERTRES,CS,I(CP);VIII(FFPP),
10,10.362.003,41433740200047,SAVIEL FRANCE,PARC D ACTIVITES RUE SAVIPOL A PARC D ACTIVITES,10300,SAINTE-SAVINE,CS,I(CP);VI(PP);V(MP),
10,10.381.001,50770877400025,GJ SERVICE FROID,"RUE DES BASSES TERRES ",10440,TORVILLIERS,CS,,
11,11.049.020,40812305700031,DISCOB,"1 PL SAINT LOUIS ",11400,CASTELNAUDARY,RW,,
11,11.069.011,49540548200011,OC'REZTO PARTNER - PROMOCASH AVEC VOUS,ZONE ARTISANALE SALVAZA RUE GUSTAVE EIFFEL ZA SALVAZA,11000,CARCASSONNE,CS,,
11,11.069.016,33816845300029,RAMON JEAN,Z.A. ARNOUZETTE RUE ROBERT FULTON Z.A. ARNOUZETTE,11000,CARCASSONNE,CS,,
11,11.076.001,49321028000035,OFFICE CENTER,"1 PL SAINT LOUIS ",11400,CASTELNAUDARY,CS,,
11,11.076.050,80378260600021,OCCITANE PLATS CUISINES - GUS - LES BRASERADES,"999 AV DU DR GUILHEM ",11400,CASTELNAUDARY,CS,VI(PP);V(MP),
11,11.255.010,80830742500021,TRANSPORTS CHABAS FRAICHEUR,ZI LA PLAINE,11100,MONTREDON-DES-CORBIERES,CS,,
11,11.262.002,30021990400327,DISTRISUD,ZONE INDUSTRIELLE DE LA COUPE AV DE LA COUPE ZI DE LA COUPE,11100,NARBONNE,CS,,
11,11.262.009,43031029200023,CHEVILLE LANGUEDOCIENNE,ZI CROIX SUD RUE JOSEPH CUGNOT ZI CROIX SUD,11100,NARBONNE,CS,I(CP),
11,11.262.013,39931561300360,METRO FRANCE,AV DU FORUM CROIX SUD COMP ROUT INTERN,11100,NARBONNE,CS,VIII(FFPP),
11,11.262.018,35096266800017,PEDRERO,ZONE INDUS PLAISANCE RUE DU REC DE VEYRET ZONE INDUS PLAISANCE,11100,NARBONNE,CS,,
11,11.262.051,43500150800017,SOFINO - Etablissement sans enseigne,PARC ACTIV. LA COUPE AV PAUL SABATIER PARC ACTIV. LA COUPE,11100,NARBONNE,CS,,
11,11.262.081,44344997000021,FRIGO TRANSPORTS 11,ZONE INDUSTRIELLE COMPLEXE ROUTIER CROIX SUD ZI,11100,NARBONNE,CS,,
11,11.262.084,81094016300019,CEPRODIS - PROMOCASH,ZONE INDUSTRIELLE DE PLAISANCE 2 RUE DE PLAISANCE ZI DE PLAISANCE,11100,NARBONNE,CS,,
11,11.262.099,38871098000037,MAISON CLOTTES,"16 RUE ANTOINE BECQUEREL ",11100,NARBONNE,CS,,
11,11.264.001,49067596400046,STEF TRANSPORT NARBONNE,"LES CLOTTES ",11200,NEVIAN,CS,,
12,12.057.011,50360716000010,LE LAGASTOU,"LE CAUCART ",12120,CASSAGNES-BEGONHES,CS,IX(PP),
12,12.057.012,40853345300028,AGRIVIANDE,"PLAISANCE ",12120,CASSAGNES-BEGONHES,WM,I(CP),
12,12.063.023,48451136500013,JASSE LARZOU,PARC DE PARTEMENTAL D'ACTV MILLAU LARZAC PARC DE PARTEMENTAL D'ACTV,12230,LA CAVALERIE,CS,,
12,12.063.036,79381822000014,JASSE LARZOU PRODUCTION,"PARC  ACTIVITES MILLAU-LARZAC ",12230,LA CAVALERIE,CS,I(CP);VI(PP);V(MP),
12,12.084.012,43979648300014,ARTIMAT DISTRIBUTION,PARC AGRO ALIMENTAIRE RAUJOLLES PARC AGRO ALIMENTAIRE,12100,CREISSELS,CS,,
12,12.096.057,41053725200026,SARL NORD AVEYRON PORCS," ZA LA BOUYSSE ",12500,ESPALION,CS,I(CP);VI(PP),
12,12.096.067,31352561000041,ETABLISSEMENTS SEMENZIN ET FILS - LE MANOIR ALEXANDRE,LA PEYRELEVADE,12700,NAUSSAC,CS,,
12,12.119.054,77675830200033,COOPERATIVE FROMAGERE JEUNE MONTAGNE,"LA POUJADE 2 ",12210,LAGUIOLE,CS,IX(PP),
12,12.174.001,39424321600055,GALDIS,LOTISSEMENT ARTISANAL LOTISSEMENT N 30 MALAN,12510,OLEMPS,CS,,
12,12.174.002,42156750400012,PATRICK BRETON DISTRIBUTION,"PARC DE CASSAGNETTES ",12510,OLEMPS,CS,,
12,12.176.005,50416891500016,LES HALLES DE L'AVEYRON,"BD DES BALQUIERES ",12850,ONET-LE-CHATEAU,RW,I(CP);II(CP);III(CP);VI(PP);V(MP),
12,12.176.013,39265604700017,ETS COLRAT,RTE DE MARCILLAC CANAGUET,12850,ONET-LE-CHATEAU,CS,,
12,12.202.018,49267097100018,MACKOWIAK - PROMOCASH,ZAC DE BEL AIR RUE DE LA SAUVEGARDE ZAC DE BEL AIR,12000,RODEZ,CS,,
12,12.203.036,92618003500046,ETABLISSEMENTS GABRIEL COULET,ZONE ARTISANALE DE LAURAS  ZONE ARTISANALE DE LAURAS,12250,ROQUEFORT-SUR-SOULZON,CS,IX(PP),
