agrement,nom,n_noms,commune,cp,n_siret,listes
69.272.221,LUSTUCRU FRAIS,1,COMMUNAY,69360,1,1
69.273.001,COMPLEXE INT DU BETAIL & VIANDES DE LY,1,CORBAS,69960,1,1
69.273.003,SOBEVAL RHONE,1,CORBAS,69960,1,2
69.273.004,PASTACORP TRAITEUR,1,CORBAS,69960,1,1
69.273.007,VIABAT,1,CORBAS,69960,1,2
69.273.008,SOCIETE MICHEL,1,CORBAS,69960,1,1
69.273.009,SOCIETE NOUVELLE GAST,1,CORBAS,69960,1,3
69.273.010,L'ATELIER DU FROMAGE,1,CORBAS,69960,1,1
69.273.012,STEF TRANSPORT LYON EST,1,CORBAS,69960,1,1
69.273.013,STEF LOGISTIQUE RHONE - ALPES - STEF,1,CORBAS,69960,1,1
69.273.017,LA CENTRALE DES VIANDES GIROUD & PERRIER - LA TRESSE DU BOUCHER; LA CENTRALE DES VIANDES GIROUD & PERRIER,1,CORBAS,69960,1,1
69.273.019,SK DISTRIBUTION,1,CORBAS,69960,1,1
69.273.021,SYSCO FRANCE SAS,1,CORBAS,69960,1,1
69.273.027,LA FABRIQUE FRANCAISE,1,CORBAS,69960,1,1
69.273.033,COOPERATIVE DE LA BOUCHERIE LYONNAISE,1,CORBAS,69960,1,1
69.273.036,SYSCO FRANCE SAS,1,CORBAS,69960,1,1
69.273.047,FRANCE VIANDES,1,CORBAS,69960,1,1
69.273.051,MARCHE DES VIANDES DE LYON,1,CORBAS,69960,1,1
69.273.104,FRIGO TRANSPORTS 69,1,CORBAS,69960,1,1
69.273.112,GFM PRODUCTION,1,CORBAS,69960,1,1
69.273.115,MONDEXPORT,1,CORBAS,69960,1,1
69.273.127,MOREL ET COMPAGNIE,1,CORBAS,69960,1,1
69.273.131,CLEDOR PRIMEURS SERVICES,1,CORBAS,69960,1,1
69.273.152,BLANC ROSSET LYON,1,CORBAS,69960,1,1
69.273.157,FRIGO TRANSPORTS 69,1,CORBAS,69960,1,1
69.273.159,BIGARD DISTRIBUTION,1,CORBAS,69960,1,2
69.273.160,TRANSPORTS DU VIVARAIS LYON - VIVARAIS LYON,1,CORBAS,69960,1,1
69.275.003,SALAISONS GRITTI SUCCESSEUR MOYRET,1,DECINES-CHARPIEU,69150,1,1
69.275.020,MARIN MIGUEL,1,DECINES-CHARPIEU,69150,1,1
69.276.008,BROC SERVICE FRAIS,1,FEYZIN,69320,1,1
69.278.005,DISPRODAL,1,GENAY,69730,1,1
69.278.006,AGROM TRANSPORT,1,GENAY,69730,1,1
69.279.018,PERRENOT JONAGE,1,JONAGE,69330,1,1
69.279.019,ENTREPOTS GODFROY,1,JONAGE,69330,1,1
69.282.001,VITACUIRE,1,MEYZIEU,69330,1,1
69.282.017,AUCHAN RETAIL LOGISTIQUE,1,MEYZIEU,69330,1,1
69.283.001,STEF LOGISTIQUE MIONS,1,MIONS,69780,1,1
69.283.002,RJM CONCEPTION,1,MIONS,69780,1,1
69.283.027,JOSEPH DE LYON,1,MIONS,69780,1,2
69.283.048,POMONA - POMONA TERREAZUR,1,MIONS,69780,1,1
69.286.016,EURL MARIANO AUX CAVES DU PORTUGAL 33,1,RILLIEUX-LA-PAPE,69140,1,1
69.286.035,LA TRESSE DU BOUCHER,1,RILLIEUX-LA-PAPE,69140,1,2
69.289.006,KUEHNE+NAGEL,1,SAINT-PIERRE-DE-CHANDIEU,69780,1,1
69.290.017,DISTRAM,1,SAINT-PRIEST,69800,1,1
69.290.096,POMONA - POMONA PASSIONFROID,1,SAINT-PRIEST,69800,1,1
69.290.105,ETABLISSEMENTS MARGAIN MAREE,1,SAINT-PRIEST,69800,1,1
69.290.177,JALLON SAS,1,SAINT-PRIEST,69800,1,1
69.290.187,PATISFRANCE - PURATOS,1,SAINT-PRIEST,69800,1,1
69.291.002,LA RESERVE DES SAVEURS,1,SAINT-SYMPHORIEN-D'OZON,69360,1,1
69.292.001,RECEPTIONS DE LYON,1,SATHONAY-CAMP,69580,1,1
69.298.001,SARL QUENELLES LYONNAISES DESMARIS,1,TOUSSIEU,69780,1,1
69.298.003,STEF TRANSPORT SEAFOOD LYON,1,TOUSSIEU,69780,1,1
69.298.004,STEF LOGISTIQUE TOUSSIEU,1,TOUSSIEU,69780,1,1
69.298.005,MERICQ,1,TOUSSIEU,69780,1,1
69.299.001,SALAISONS COLOMBARDES - LES SAVEURS DE SAINT-EX,1,COLOMBIER-SAUGNIEU,69124,1,1
69.303.015,NEWREST FRANCE - NEWREST FRANCE LYON,1,COLOMBIER-SAUGNIEU,69124,1,1
69.382.082,ETABLISSEMENTS JANIER,1,LYON 2E  ARRONDISSEMENT,69002,1,1
69.382.090,ETABLISSEMENTS DRICOURT,1,LYON 2E  ARRONDISSEMENT,69002,1,1
69.382.092,MAISON LANDRIER - LES MEILLEURS COMESTIBLES,1,LYON 2E  ARRONDISSEMENT,69002,1,1
69.382.093,ETABLISSEMENTS PIOLLAT FILS,1,LYON 2E  ARRONDISSEMENT,69002,1,1
69.387.047,IONONE - PROMOCASH,1,LYON 7E  ARRONDISSEMENT,69007,1,1
69.387.056,EASYDIS,1,GRIGNY,69520,1,1
69.389.001,NORD SUD PRODUCTION,1,LYON 9EME,69009,1,1
69.389.290,LES QUENELLES DU SOLEIL,1,LYON 9EME,69009,1,1
70.026.001,FROMAGERIE MILLERET,1,ARC-LES-GRAY,70100,1,1
70.093.001,SOCIETE ANDRE BAZIN,1,BREUCHES,70300,1,2
70.130.001,FROMAGERIE MILLERET,1,CHARCENNE,70700,1,1
70.198.001,PLANET'BISON,1,DAMPIERRE-SUR-SALON,70180,1,3
70.213.001,SARL COURTOY,1,EHUNS,70300,1,2
70.213.003,SARL P.T.S,1,EHUNS,70300,1,1
70.245.041,GRANDES DISTILLERIES PEUREUX - INSTITUT GRIOTTINES,1,FOUGEROLLES-SAINT-VALBERT,70220,1,1
70.252.002,TRANSPORTS ODRION,1,FRAMONT,70600,1,1
70.258.003,HCS / LE SALOIR DE LA VALLEE,2,FROIDECONCHE,70300,1,4
70.280.001,FROMAGERIE MAURON,1,GRAY-LA-VILLE,70100,1,1
70.285.080,ROMAF,1,HERICOURT,70400,1,2
70.311.003,SOCIETE D'ABATTAGE DES VOSGES SAONOISE,1,LUXEUIL-LES-BAINS,70300,1,2
70.324.003,FROMAGES DE FRANCE,1,MAILLEY-ET-CHAZELOT,70000,1,1
70.387.006,SOCIETE NOIDANAISE DE TRANSPORTS FRIGORIFIQUES,1,SOING-CUBRY-CHARENTENAY,70130,1,1
70.428.017,ABATTOIR DE LA MOTTE,1,PUSEY,70000,1,2
70.428.018,MICHEL BRESSON,1,PUSEY,70000,1,1
70.467.041,BELKAID ABDELHAFID,1,SAINT-LOUP-SUR-SEMOUSE,70800,1,1
70.473.032,VOSGES SAONOISES VIANDES,1,SAINT-SAUVEUR,70300,1,1
70.550.154,JOURDAIN,1,VESOUL,70000,1,1
71.004.001,FRAIRIE DE BOURGOGNE - LA FRAIRIE DE BOURGOGNE - LA FRAIRIE - EURO DISPAL,1,ALLERIOT,71380,1,1
71.014.001,SICA DE L'ABATTOIR COMMUNAUTAIRE DU GR / SICA DE L'ABATTOIR COMMUNAUTAIRE DU GRAND AUTUNOIS MORVAN,2,AUTUN,71400,1,3
71.014.083,SCEA DE RIVAULT / SCEA DE RIVAULT - FERME DE RIVAULT,2,AUTUN,71400,1,3
71.018.001,MORAND JACQUES,1,BANTANGES,71500,1,1
71.021.004,JOUVENAUD PATRICK,1,CHAROLLES,71120,1,1
71.023.011,EARL PAGEAUT,1,BAUDRIERES,71370,1,2
71.025.001,EARL DE SOUVIGNES,1,BEAUBERY,71220,1,1
71.045.001,SCEA LA BONARDIERE,1,BOUHANS,71330,1,1
71.056.001,LDC BOURGOGNE,1,BRANGES,71500,1,5
71.056.002,DOMINIQUE PRUDENT,1,BRANGES,71500,1,1
71.061.010,DOMAINE LE TAILLET,1,BRIENNE,71290,1,1
71.076.001,SALAISONS CHAMBADE,1,CHALON-SUR-SAONE,71100,1,1
71.076.006,ASIA,1,CHALON-SUR-SAONE,71100,1,1
71.076.104,LA FERME DU FROID SA,1,CHALON-SUR-SAONE,71100,1,1
71.076.105,SOCAPRO,1,CHALON-SUR-SAONE,71100,1,1
71.076.487,SAPAM STRASBOURG - SAPAM BOURGOGNE,1,CHALON-SUR-SAONE,71100,1,1
71.092.002,GEOFFROY ALAIN,1,LA CHAPELLE-NAUDE,71500,1,1
71.097.010,GAEC DE LA MARE DANDON,1,LA CHAPELLE-THECLE,71470,1,1
71.106.001,LYCEE POLYVALENT JULIEN WITTMER,1,CHAROLLES,71120,1,1
71.117.009,SOROMA,1,CHATENOY-EN-BRESSE,71380,1,1
71.118.003,TRANSPORTS BREVET SA,1,CHATENOY-LE-ROYAL,71880,1,1
71.120.045,GAEC LAURIOT,1,CHAUFFAILLES,71170,1,1
71.124.002,CAPRIFERM,1,CHENOVES,71390,1,1
71.133.001,SARL BALIGAND LARUE,1,LA CLAYETTE,71800,1,1
71.150.008,SARL FONTANEL,1,CRECHES-SUR-SAONE,71680,1,1
71.153.534,LES HALLES BOURGUIGNONNES - COMPTOIR D,1,LE CREUSOT,71200,1,1
71.157.016,PRODIA BRESSE,1,CUISEAUX,71480,1,1
71.157.028,GROUPE BIGARD,1,CUISEAUX,71480,1,5
71.158.001,GUILLOT COBREDA,1,CUISERY,71290,1,3
71.158.003,MOWI CUISERY,1,CUISERY,71290,1,1
71.158.004,MAITRE JACQUES,1,CUISERY,71290,1,1
71.158.012,RAVAT JEAN-HENRI,1,CUISERY,71290,1,1
71.170.004,SODIFRAGEL,1,DEMIGNY,71150,1,1
71.175.004,DURAND CHRISTOPHE,1,DICONNE,71330,1,1
71.176.003,SARL LAURENT ET CIE,1,DIGOIN,71160,1,3
71.176.118,ELEVAGE DE LA RIGOLE,1,DIGOIN,71160,1,1
71.194.003,FMB,1,FARGES-LES-CHALON,71150,1,1
71.194.004,SOFRILOG SUD EST - POLE 71,1,FARGES-LES-CHALON,71150,1,1
71.208.001,LA GUYOTTE FERME BRESSANE,1,FRONTENARD,71270,1,1
71.212.028,BICHET DAVID - FERME BICHET / FERME BICHET,2,GENELARD,71420,1,3
71.242.013,CONVERGENCES 71 - ESAT FERME DE LA GUYE,1,JONCY,71460,1,1
71.270.002,LA BRESSANNE ARTISANALE,1,MACON,71000,1,1
71.270.006,MARIE,1,MACON,71000,1,1
71.270.011,STEF LOGISTIQUE TOUSSIEU,1,MACON,71000,1,1
71.270.012,TAKE EAT EASY,1,MACON,71000,1,1
71.275.001,SOUFFERANT VIANDES,1,MARCIGNY,71110,1,3
71.294.001,A I F A,1,MERCUREY,71640,1,1
71.303.006,SCEA LA FERRIERE,1,MONTAGNY-PRES-LOUHANS,71500,1,1
71.306.002,CLAVIERE VIANDES SA,1,MONTCEAU-LES-MINES,71300,1,1
71.306.003,BOURGOGNE SALAISONS / BOURGOGNE SALAISONS - PORC 71 / PORC 71,3,MONTCEAU-LES-MINES,71300,2,3
71.306.100,MELDEN - PROMOCASH AVEC VOUS,1,MONTCEAU-LES-MINES,71300,1,1
71.319.002,EPSMS ESPACES - ESAT MONTRET,1,MONTRET,71440,1,1
71.333.006,GRAIN DE SAVEURS,1,FONTAINES,71150,1,1
71.342.001,CHAROLLAIS VIANDES,1,PARAY-LE-MONIAL,71600,1,3
71.342.005,JP THEVENET,1,PARAY-LE-MONIAL,71600,1,1
71.342.013,CHAPUIS DISTRIBUTION,1,PARAY-LE-MONIAL,71600,1,1
71.350.001,SALAISONS DU MACONNAIS,1,PIERRECLOS,71960,1,1
71.366.010,GAEC CHEVRIER,1,RATENELLE,71290,1,1
71.370.003,AUBLANC JULIEN,1,RIGNY-SUR-ARROUX,71160,1,1
71.373.002,GUILLOT COBREDA - BRESDI,1,ROMENAY,71470,1,1
71.388.002,SA MAISON CHAPUIS,1,SAINT-AUBIN-EN-CHAROLLAIS,71430,1,1
71.410.004,EARL CATINOT PRIN,1,SAINT-ETIENNE-EN-BRESSE,71370,1,1
71.439.002,IMBERT DIDIER,1,SAINT-LEGER-LES-PARAY,71600,1,1
71.445.004,METRO CASH & CARRY FRANCE / METRO FRANCE,2,SAINT-MARCEL,71380,1,2
71.456.021,BON PHILIPPE,1,SAINT-MARTIN-EN-BRESSE,71620,1,1
71.467.006,ETABLISSEMENTS PATRICK PROST,1,AUTUN,71400,1,1
71.475.032,SELEVIANDES,1,SAINT-REMY,71100,1,1
71.484.008,GAEC LDC,1,SAINT-USUGE,71500,1,1
71.495.001,CC DU CLUNISOIS - LABORATOIRE DE TRANSFORMATION ALIMENTAIRE,1,SALORNAY-SUR-GUYE,71250,1,1
71.508.001,JANDOT PASCAL,1,SAVIGNY-SUR-SEILLE,71440,1,1
71.523.001,ETABLISSEMENTS MAIRET,1,SIMARD,71330,1,2
71.541.001,EARL BERTHON CHF,1,TORPES,71270,1,1
71.546.001,PALMI D'OR BOURGOGNE,1,TRAMBLY,71520,1,6
71.556.008,A.G.E. DISTRIB AND CO - PROMOCASH AVEC VOUS,1,VARENNES-LES-MACON,71000,1,1
71.558.005,DOMAINE DE LA SANE,1,VARENNES-SAINT-SAUVEUR,71480,1,1
71.558.015,MAGNIN ALAIN,1,VARENNES-SAINT-SAUVEUR,71480,1,1
72.003.002,CARREFOUR SUPPLY CHAIN,1,ALLONNES,72700,1,1
72.003.004,BONAFRUITS - OCEMAR - OCEMAR LE MANS,1,ALLONNES,72700,1,1
72.003.564,MUTUAL LOGISTICS EFR - MUTUAL LOGISTICS,1,ALLONNES,72700,1,1
72.003.568,STEF LOGISTIQUE PAYS DE LOIRE - STEF,1,ALLONNES,72700,1,1
72.006.002,FRANCE LAMELLE,1,ARCONNAY,72610,1,2
72.017.001,LAMY JULIEN,1,AUVERS-SOUS-MONTFAUCON,72540,1,1
72.034.001,VIANDES DES ELEVEURS MAINE NORMANDIE,1,BERUS,72610,1,1
72.034.002,VDE - MAINE NORMANDIE,1,BERUS,72610,1,3
72.039.002,DANISH CROWN DIVISION PORC,1,BONNETABLE,72110,1,1
72.039.003,RUEL BRUNO / RUEL BRUNO - CHARCUTERIE RUEL-BOULVERT,2,BONNETABLE,72110,1,3
72.039.004,RBE SERVICES,1,BONNETABLE,72110,1,2
72.050.001,CONDI PLUS - CONDI SERVICE EMBAL'PLUS,1,BRULON,72350,1,1
72.054.002,LUISSIER BORDEAU CHESNEL,1,CHAMPAGNE,72470,1,1
72.078.002,VALLEGRAIN ABATTOIR,1,CHERANCE,72170,1,3
72.080.002,SOCOPA VIANDES,1,CHERRE,72400,1,6
72.080.005,ETOILE ROUTIERE LOGISTIQUE,1,CHERRE AU,72400,1,1
72.080.006,COSNELLE,1,CHERRE AU,72400,1,1
72.080.007,CHARCUTERIE DU MOULIN,1,CHERRE-AU,72400,1,1
72.090.007,PRUNIER,1,CONNERRE,72160,1,1
72.090.011,CHARLES CHRIST,1,CONNERRE,72160,1,1
72.124.551,SOCAPHI,1,ECOMMOY,72220,1,1
72.132.002,PRESTIGE DE LA SARTHE,1,LA FERTE-BERNARD,72400,1,2
72.154.006,AGRO MINERAI INDUSTRIE,1,LA FLECHE,72200,1,3
72.154.009,ETOILE ROUTIERE LOGISTIQUE,1,LA FLECHE,72200,1,1
72.155.002,RENAUD TRAITEUR,1,LAIGNE-EN-BELIN,72220,1,1
72.167.001,C.F.A.O.,1,LOUAILLES,72300,1,1
72.168.001,CAVOL / LDC SABLE - CAVOL,2,LOUE,72540,1,5
72.175.001,LUCHE TRADITION VOLAILLES,1,LUCHE-PRINGE,72800,1,4
72.175.002,DMC 72,1,LUCHE-PRINGE,72800,1,1
72.181.001,YOPLAIT PRODUCTION FRANCE,1,LE MANS,72100,1,1
72.181.002,CASH 72 - PROMOCASH,1,LE MANS,72000,1,1
72.181.005,CHARCUTERIE COSME,1,LE MANS,72100,1,6
72.181.009,LVM,1,LE MANS,72100,1,2
72.181.023,METRO FRANCE,1,LE MANS,72100,1,1
72.181.029,STEF TRANSPORT LE MANS,1,LE MANS,72100,1,1
72.181.030,V.V DISTRIBUTION,1,LE MANS,72100,1,2
72.181.041,CFA CHAMBRE DE METIERS ET DE L'ARTISANAT,1,LE MANS,72100,1,1
72.189.002,SARL LA FORGE,1,MAROLLES-LES-BRAULTS,72260,1,3
72.213.002,VOLAILLES VINCENT,1,MULSANNE,72230,1,2
72.231.001,APS,1,PARIGNE-L'EVEQUE,72250,1,1
72.252.001,TRANSFORMATEURS DU LOIR SAS,1,VAAS,72500,1,3
72.253.002,ESPRI RESTAURATION,1,ROEZE-SUR-SARTHE,72210,1,2
72.264.001,FROMAGERIES BEL PRODUCTION FRANCE,1,SABLE-SUR-SARTHE,72300,1,1
72.264.002,LDC SABLE,1,SABLE-SUR-SARTHE,72300,1,5
72.264.003,MARIE,1,SABLE-SUR-SARTHE,72300,1,2
72.264.005,CHARAL,1,SABLE-SUR-SARTHE,72300,1,5
72.264.007,LDC SABLE,1,SABLE-SUR-SARTHE,72300,1,1
72.267.001,CHARCUTERIE DU MOULIN,1,SAINT-AUBIN-DES-COUDRAIS,72400,1,1
72.278.001,SARL DE LA FERME DU PARC,1,SAINT-DENIS-D'ORQUES,72350,1,2
72.300.002,TRANSPORTS CAILLOT,1,SAINT-MARS-LA-BRIERE,72470,1,1
72.311.002,LESOURD MELODY,1,SAINT-PIERRE-DE-CHEVILLE,72500,1,1
72.315.001,SARL J.M.S.F. - ATELIER JEANTAINE,1,SAINT-REMY-DE-SILLE,72140,1,1
72.327.001,LOYER GUILLAUME,1,SARCE,72360,1,1
72.331.001,BAHIER / SOC DES RILLETTES BAHIER,2,SCEAUX-SUR-HUISNE,72160,1,2
72.338.001,FERME DES JENVRIES,1,SOUILLE,72380,1,1
72.344.002,SANS ENSEIGNE USUELLE,1,SPAY,72700,1,2
72.351.002,CHAMPION CLAUDE,1,TENNIE,72240,1,2
72.351.003,EARL GARREAU,1,TENNIE,72240,1,2
72.373.002,ETABLISSEMENTS FASSIER SA,1,VIBRAYE,72320,1,4
72.373.003,SARL MAUBERT,1,VIBRAYE,72320,1,1
72.386.002,LUISSIER BORDEAU CHESNEL,1,YVRE-L'EVEQUE,72530,1,1
73.006.003,BELL FRANCE - BELL FRANCE AIME,1,AIME-LA-PLAGNE,73210,1,1
73.006.086,MONTAGNES SAVEURS,1,AIME-LA-PLAGNE,73210,1,3
73.008.008,BOUQUETS DE SAVOIE,1,AIX-LES-BAINS,73100,1,1
73.008.011,SAVOIE COMESTIBLES SA,1,AIX-LES-BAINS,73100,1,2
73.008.109,PATIS SERVICE,1,AIX-LES-BAINS,73100,1,1
73.010.001,LA FERME DES THEVENONS,1,ENTRELACS,73410,1,1
73.010.043,SAVOIES PRIMEURS,1,ENTRELACS,73410,1,1
73.011.058,METRO CASH & CARRY FRANCE / METRO FRANCE,2,ALBERTVILLE,73200,1,2
73.011.245,MOLLIER,1,ALBERTVILLE,73200,1,1
73.030.001,ETABLISSEMENTS ARNAUD,1,BARBY,73230,1,1
73.034.005,LA BEAUFORTAINE / SICA-SARL VIANDE DU BEAUFORTIN,2,BEAUFORT,73270,2,3
73.054.004,FABRICATION DU PERE RULLIER - MAISON RULLIER,1,BOURG-SAINT-MAURICE,73700,1,1
73.054.007,SOC COOP AGRIC ABATT VIANDE TARENTAISE,1,SEEZ,73700,1,2
73.054.105,MUSOLINO TRADITION,1,BOURG-SAINT-MAURICE,73700,1,2
73.054.475,TARENTAISE DES VIANDES,1,BOURG-SAINT-MAURICE,73700,1,2
73.065.003,LACROIX / LACROIX SA,2,CHAMBERY,73000,1,3
73.065.004,ALP' VIANDES SN - SODIVIANDES CHAMBERY COMPTOIR DES V / SODIVIANDES CHAMBERY COMPTOIR DES V,2,CHAMBERY,73000,1,3
73.065.007,PASTACORP TRAITEUR,1,CHAMBERY,73000,1,1
73.065.024,STEF TRANSPORT ALPES,1,CHAMBERY,73000,1,1
73.065.089,PERRENOT SAVOIE,1,CHAMBERY,73000,1,1
73.065.146,TRANS'PLUS SAVOIE,1,CHAMBERY,73000,1,1
73.065.179,PROLACTINE FRANCE,1,CHAMBERY,73000,1,1
73.065.686,LA BIO D'ICI,1,CHAMBERY,73000,1,1
73.065.717,SALAISONS DU CAYON,1,CHAMBERY,73000,1,1
73.065.733,SAVOIE ABATTAGE-EN ABREGE SAB,1,CHAMBERY,73000,1,4
73.067.002,EMIN VIANDES,1,LA CHAMBRE,73130,1,3
73.087.001,AUX SALAISONS SAVOYARDES,1,COGNIN,73160,1,1
73.124.001,SALAISONS DU MONT CHARVIN,1,GILLY-SUR-ISERE,73200,1,1
73.124.002,SAVOIE FROMAGES,1,GILLY-SUR-ISERE,73200,1,1
73.130.001,LES BOCAUX DU BISTROT,1,GRIGNON,73200,1,1
73.135.002,E.U.R.L CONSERVERIE DE MAURIENNE - CONSERVERIE DE MAURIENNE / MAURIENNE VIANDE,2,HERMILLON,73300,2,3
73.157.001,FAVRE VIANDES,1,MODANE,73500,1,2
73.164.001,COCHET DECOUPE,1,MONTCEL,73100,1,1
73.179.003,PROLIDIS - PROMOCASH,1,LA MOTTE-SERVOLEX,73290,1,1
73.179.004,KV DECOUPE,1,LA MOTTE-SERVOLEX,73290,1,1
73.179.022,PEDRETTI LOCATION SAVOIE - TRANSPORTS PEDRETTI FROID,1,LA MOTTE-SERVOLEX,73290,1,1
73.201.007,LA DENT DU VILLARD - SALAISONS GUY GROS,1,PLANAY,73350,1,1
73.212.002,MAISON GENILLON,1,VAL-D'ARC,73220,1,1
73.213.001,CHAZAL CHAMBERY,1,LA RAVOIRE,73490,1,1
73.215.001,HENRI RAFFIN,1,VALGELON-LA ROCHETTE,73110,1,1
73.222.016,MAISON FAMILIALE RURALE,1,SAINT-ALBAN-LEYSSE,73230,1,1
73.225.001,SAVOIE FRAIS,1,SAINT-BALDOPH,73190,1,1
73.231.003,SOCIETE DE L ABATTOIR DE MAURIENNE,1,SAINT-ETIENNE-DE-CUINES,73130,1,2
73.240.001,FROMAGERIE DU VIVARAIS - LAITERIE LA SAVOYARDE,1,SAINTE-HELENE-DU-LAC,73800,1,1
73.240.056,CLUB SAVEUR,1,SAINTE-HELENE-DU-LAC,73800,1,1
73.248.071,PASTA & AROMI,1,SAINT-JEAN-DE-MAURIENNE,73300,1,1
73.273.001,ALPY,1,SAINT-PIERRE-DE-CURTILLE,73310,1,1
73.297.001,LE SAVOYARD GOURMAND,1,TOURNON,73460,1,1
73.304.005,CASH HOTEL 2000,1,VAL-D'ISERE,73150,1,1
73.313.004,AXELRAD VUILLEMIN - LA FERMA D'HIER,1,VERTHEMEX,73170,1,1
73.329.004,METRO CASH & CARRY FRANCE / METRO FRANCE,2,VOGLANS,73420,1,2
73.329.012,DURIEUX-TROUILLETON JEAN,1,PRESSINS,38480,1,1
73.330.018,SOUDAN LUDOVIC,1,YENNE,73170,1,1
74.002.004,COMPTOIR SAVOYARD DE DISTRIBUTION,1,ALBY-SUR-CHERAN,74540,1,1
74.006.003,POMONA - POMONA TERREAZUR,1,ALLONZIER-LA-CAILLE,74350,1,1
74.006.004,POMONA - POMONA PASSIONFROID,1,ALLONZIER-LA-CAILLE,74350,1,1
74.007.002,DSR PELIZZARI,1,AMANCY,74800,1,4
74.010.004,ANNECY MAREE,1,ANNECY,74960,1,1
74.012.160,MASSON SA,1,ANNEMASSE,74100,1,1
74.019.001,SYSCO FRANCE SAS,1,ARGONAY,74370,1,1
74.025.002,LA MERE GAUD,1,BALLAISON,74140,1,3
74.026.013,DISALP,1,LA BALME-DE-SILLINGY,74330,1,1
74.031.001,EARL LA FERME DE BEAUMONT,1,BEAUMONT,74160,1,2
74.042.001,GROUPE BIGARD / SOCOPA VIANDES,2,BONNEVILLE,74130,2,4
74.042.006,ANGKOR STORE,1,BONNEVILLE,74130,1,1
74.042.014,TRANSGOURMET OPERATIONS - TRANSGOURMET,1,BONNEVILLE,74130,1,1
74.043.001,CHARCUT' SAVOYARDE,1,BONS-EN-CHABLAIS,74890,1,1
74.055.001,LA FERME DE CHALLONGES,1,CHALLONGES,74910,1,1
74.080.004,SARL PVG,1,LA CLUSAZ,74220,1,1
74.090.001,SALAISON ARTISANALE LOUIS CHAPEL,1,CORNIER,74800,1,1
74.093.007,METRO FRANCE,1,ANNECY,74960,1,1
74.093.102,ALPAGEL ANNECY,1,ANNECY,74960,1,1
74.099.005,COMPAGNIE DE SERVICES,1,DEMI-QUARTIER,74120,1,1
74.104.001,SALAISONS DU MONT CHARVIN,1,DOUSSARD,74210,1,1
74.105.004,CHRONO MAREE,1,DOUVAINE,74140,1,1
74.114.006,LES DELICES D'ALPAGE,1,ESSERT-ROMAND,74110,1,1
74.116.001,ETABLISSEMENTS ROSNOBLET SA,1,ETAUX,74800,1,1
74.128.050,FROMAGERIE DE LA TOURNETTE - ANCIENNE  MAISON A. THEVENET - VERDANNET FROMAGER,1,FILLINGES,74250,1,1
74.133.020,SOCIETE NOUVELLE ANNEMASSE PRIMEURS,1,GAILLARD,74240,1,1
74.137.005,CENTRE DE FORMATION PROFESSIONNELLE,1,GROISY,74570,1,1
74.156.001,ROYAL VIANDES,1,LULLY,74890,1,4
74.159.001,MAZOLI EST - MAISON PINEAU BY NICOLAS CLAUS,1,MAGLAND,74300,1,1
74.173.084,ABATTOIR MONTS ET VALLEES,1,MEGEVE,74120,1,2
74.181.001,IMPORTATIONS CHARCUTERIES ET FROMAGES,1,EPAGNY METZ-TESSY,74370,1,1
74.191.027,SOC FRATERNELLE DE DISTRIBUTION - ALPIGRO,1,MORZINE,74110,1,1
74.191.074,ALTIVIANDE,1,MORZINE,74110,1,1
74.208.006,METRO CASH & CARRY FRANCE / METRO FRANCE,2,PASSY,74190,1,2
74.208.024,VIANDES NOUVELLES DE PASSY,1,PASSY,74190,1,2
74.208.029,VIANDES NOUVELLES DE PASSY,1,PASSY,74190,1,1
74.208.103,TIVILLIER SAS,1,PASSY,74190,1,1
74.217.060,SARL FROMAGERIE ANNECIENNE,1,ANNECY,74370,1,1
74.224.001,LYCEE D'ENSEIGNEMENT GENERAL ET TECHNOLOGIQUE AGRICOLE DE LA ROCHE-SUR-FORON - LEGTA - ENILV - ECOLE NAT INDUSTRIES LAIT VIANDES / LYCEE TECHNO AGRICOLE INDUSTRIE LAITIE,2,LA ROCHE-SUR-FORON,74800,1,3
74.224.002,FOOD'ALPES,1,LA ROCHE-SUR-FORON,74800,1,1
74.224.006,ETABLISSEMENTS ROSNOBLET / ETABLISSEMENTS ROSNOBLET SA / ROSNOBLET - SALAISON DES ALPES,3,LA ROCHE-SUR-FORON,74800,2,3
74.224.009,DISTRIBUTION PRODUITS ALIMENTAIRES,1,LA ROCHE-SUR-FORON,74800,1,1
74.225.052,L'ATELIER DE GUSTAVE / PROCARED,2,RUMILLY,74150,1,4
74.250.001,LEZSAISONS,1,SAINT-PIERRE-EN-FAUCIGNY,74800,1,2
74.250.004,G7 LOGISTIQUE,1,SAINT-PIERRE-EN-FAUCIGNY,74800,1,1
74.250.029,PELIZZARI SALAISONS - SALAISONS PELIZZARI / SALAISONS PELIZZARI,2,SAINT-PIERRE-EN-FAUCIGNY,74800,1,3
74.250.061,LALLIARD CHRISTOPHE,1,SAINT-PIERRE-EN-FAUCIGNY,74800,1,1
74.256.003,HAUTE SAVOIE VIANDE,1,SALLANCHES,74700,1,1
74.256.006,BEYOND L'ATELIER,1,SALLANCHES,74700,1,1
74.256.060,SAS REY LEON FROMAGES DE SAVOIE,1,SALLANCHES,74700,1,1
74.268.003,SARL LES VOLAILLES DU SEMNOZ,1,SEYNOD,74600,1,1
74.268.006,SAPROL-DAHAN,1,ANNECY,74600,1,1
74.268.010,LE CROQUET,1,ANNECY,74600,1,1
