agrement,nom,n_noms,commune,cp,n_siret,listes
01.004.002,CENTRE VIANDES BEAUVALLET FILS,1,AMBERIEU-EN-BUGEY,01500,1,2
01.025.059,GAEC MANIGAND,1,BAGE-LA-VILLE,01380,1,1
01.033.001,SBA,1,BELLEGARDE-SUR-VALSERINE,01200,1,1
01.033.002,VALSERINE FROMAGERIE,1,VALSERHONE,01200,1,1
01.033.060,SBA,1,BELLEGARDE-SUR-VALSERINE,01200,1,1
01.034.002,SASU BRUNO CHANINET - L'AILE OU LA CUISSE,1,BELLEY,01300,1,1
01.038.050,GAEC POBEL-LA FERME AUX 7 SOURCES,1,BENY,01370,1,1
01.038.053,POBEL BEATRICE,1,BENY,01370,1,1
01.040.050,GAEC LAMBERET ANGELE ET RAPHAEL,1,BEREZIAT,01340,1,1
01.047.001,S P I,1,BLYES,01150,1,1
01.053.002,AIN SAONE ET LOIRE TRANSPORTS,1,BOURG-EN-BRESSE,01000,1,1
01.053.003,ABATTOIRS DES CRETS,1,BOURG-EN-BRESSE,01000,1,1
01.053.005,FRANCE SELECT - VOLAILLES DE L'EUROPEAIN / L'EUROPEAIN,2,BOURG-EN-BRESSE,01000,1,3
01.053.006,GIRAUDET,1,BOURG-EN-BRESSE,01000,1,1
01.053.007,ETABLISSEMENT PUBLIC LOCAL D'ENSEIGNEMENT ET DE FORMATION PROFESSIONNELLE AGRICOLES DE BOURG-EN-BRESSE - LEGTPA LYCEE AGRICOLE AGROALIMENTAIRE / LYCEE ENSEIGNEMENT GTPA LES SARDIERES,2,BOURG-EN-BRESSE,01000,1,4
01.053.009,ASSOCIATION TREMPLIN,1,BOURG-EN-BRESSE,01000,1,1
01.053.010,LE MONDE DU HALAL,1,BOURG-EN-BRESSE,01000,1,1
01.053.015,SOCIETE NOUVELLE UTP,1,BOURG-EN-BRESSE,01000,1,2
01.053.018,GENEDIS - PROMOCASH AVEC VOUS,1,BOURG-EN-BRESSE,01000,1,1
01.053.021,BRIDON DISTRIBUTION GASTRONOMIE - BOURG TRAITEUR,1,BOURG-EN-BRESSE,01000,1,1
01.053.024,TROPAL VIANDES SAS,1,BOURG-EN-BRESSE,01000,1,1
01.053.030,COMPAGNIE D'ABATTAGE DE BOURG,1,BOURG-EN-BRESSE,01000,1,2
01.053.034,ABATTOIRS DES CRETS,1,BOURG-EN-BRESSE,01000,1,2
01.053.052,ABATTOIRS DES CRETS,1,BOURG-EN-BRESSE,01000,1,1
01.074.003,DELICA FRANCE - MIFROMA FRANCE,1,CHALAMONT,01320,1,1
01.074.005,AGRITRANS,1,CHALAMONT,01320,1,1
01.093.055,DEPLATIERE SA,1,CHATILLON-SUR-CHALARONNE,01400,1,1
01.127.001,SCEA DES BRESSANS,1,COURMANGOUX,01370,1,1
01.140.050,CORMARECHE MAX,1,CURTAFOND,01310,1,1
01.140.051,EARL SIBELLE,1,CURTAFOND,01310,1,1
01.140.052,EARL DES TAMARIS,1,CURTAFOND,01310,1,1
01.144.051,EARL FERME DE LA CHESNAIE,1,DOMMARTIN,01380,1,2
01.151.050,MAISON JANTON,1,DRUILLAT,01160,1,3
01.159.002,ROLAND MONTERRAT - LYONVAL TRAITEUR,1,FEILLENS,01570,1,1
01.163.050,EARL BEZENTET,1,FOISSIAT,01340,1,1
01.163.053,FERME DE CORCELLES,1,FOISSIAT,01340,1,1
01.165.054,SARL LA FERME DE COLLONGES,1,FRANCHELEINS,01090,1,1
01.166.001,SAINT JEAN,1,FRANS,01480,1,1
01.187.001,MAISON GESLER / SA GESLER,2,HAUT VALROMEY,01260,2,4
01.188.050,GAEC DU ROGET,1,ILLIAT,01140,1,1
01.188.051,BIAGUI NATHALIE,1,ILLIAT,01140,1,1
01.195.052,CHANEL LOIC,1,JASSERON,01250,1,1
01.202.002,LE SECHOIR DU BUGEY,1,LAGNIEU,01150,1,1
01.224.001,SIBERT LA BRESSE,1,LOYETTES,01360,1,1
01.226.050,BILLET JOEL,1,MONTREVEL-EN-BRESSE,01340,1,1
01.230.051,EARL LA FERME JOSSERAND GILBERT,1,MANTENAY-MONTLIN,01560,1,1
01.231.002,LABORATOIRES PYC,1,MANZIAT,01570,1,1
01.236.055,MAZUIR ALEXANDRE,1,MARSONNAS,01340,1,1
01.241.002,LES SALAISONS DE MEILLONNAS,1,MEILLONNAS,01370,1,1
01.241.003,LES SALAISONS DE MEILLONNAS,1,MEILLONNAS,01370,1,1
01.244.052,MAISON CHABAUD,1,MEXIMIEUX,01800,1,1
01.249.002,SODELY - SALAISONS STEMMELEN STEMMY LA TRADITION AU GOUT DU JOUR STEMMELEN,1,MIRIBEL,01700,1,1
01.254.001,I.D FRAIS,1,MONTAGNAT,01250,1,1
01.263.001,LES FILS DE BENOIT DIENNET / LES FILS DE BENOIT DIENNET - CHARCUTERIE SALAISONS,2,MONTMERLE-SUR-SAONE,01090,1,3
01.266.001,AU CHAPON BRESSAN,1,MONTREVEL-EN-BRESSE,01340,1,3
01.266.002,LES VOLAILLES MIERAL,1,MONTREVEL-EN-BRESSE,01340,1,2
01.269.093,LE GOURMET CATHOLARD,1,NANTUA,01130,1,1
01.275.002,TOKE,1,NEYRON,01700,1,1
01.305.050,TEMPORAL MICHEL,1,PONT-DE-VAUX,01190,1,1
01.320.003,STEF TRANSPORT MACON,1,REPLONGES,01750,1,1
01.320.071,PANALOG,1,REPLONGES,01750,1,1
01.322.001,ITM LOGISTIQUE ALIMENTAIRE INTERNATIONAL,1,REYRIEUX,01600,1,1
01.334.002,SLIMPACK - SLIMPACK LABO NUTRITION PACKAGING,1,SAINT-ANDRE-D'HUIRIAT,01290,1,1
01.336.002,CRYSTAL,1,SAINT-ANDRE-SUR-VIEUX-JONC,01960,1,1
01.336.051,DUCLOS ROGER,1,SAINT-ANDRE-SUR-VIEUX-JONC,01960,1,1
01.336.052,EARL DU DOMAINE DE LA PEROUSE,1,SAINT-ANDRE-SUR-VIEUX-JONC,01960,1,1
01.343.053,DEGLUAIRE CYRIL,1,SAINT-CYR-SUR-MENTHON,01380,1,1
01.350.002,BRESSE FONTE,1,SAINT-ETIENNE-DU-BOIS,01370,1,1
01.350.052,VUILLOT CHRISTOPHE,1,SAINT-ETIENNE-DU-BOIS,01370,1,1
01.355.050,PELUS PASCAL,1,SAINT-GENIS-SUR-MENTHON,01380,1,1
01.355.051,MONIER JEAN-CHRISTOPHE,1,SAINT-GENIS-SUR-MENTHON,01380,1,1
01.364.001,RONSARD BRESSE,1,SAINT-JEAN-SUR-REYSSOUZE,01560,1,2
01.373.004,OZ-AK,1,SAINT-MARTIN-DU-FRENE,01430,1,1
01.375.054,EARL FERME TRADI-BRESSE,1,SAINT-MARTIN-LE-CHATEL,01310,1,1
01.383.003,CUMA DU VEAU'LAILLER,1,MARLIEUX,01240,1,2
01.383.053,CAT DIENET,1,SAINT-PAUL-DE-VARAX,01240,1,2
01.388.050,GAEC DE LA SURANGE,1,SAINT-TRIVIER-DE-COURTES,01560,1,1
01.388.051,GAEC DE L'ETANG-FOISSIAT,1,SAINT-TRIVIER-DE-COURTES,01560,1,1
01.388.052,GAEC DE GRANDVAL,1,SAINT-TRIVIER-DE-COURTES,01560,1,1
01.388.053,EARL DE ROUJUS,1,SAINT-TRIVIER-DE-COURTES,01560,1,1
01.390.001,LACTALIS LOGISTIQUE - ETABLISSEMENT LACTALIS LOGISTIQUE,1,SAINT-VULBAS,01150,1,1
01.390.002,SOFRILOG,1,SAINT-VULBAS,01150,1,1
01.391.001,SA GAVAND ET PRUDENT,1,SALAVRE,01270,1,2
01.391.002,EUROPEENNE GASTRONOMIQUE DE CHARCUTERIE,1,SALAVRE,01270,1,1
01.405.003,SARL J. A. MICHON - LE PERE MICHON,1,SERVAS,01960,1,1
01.405.004,SIBERT LA BRESSE,1,SERVAS,01960,1,1
01.426.051,LABRANCHE,1,VAL-REVERMONT,01370,1,1
01.429.052,SOFIAGRI,1,VANDEINS,01660,1,1
01.433.051,GAEC CURTIL BARBIER,1,VERNOUX,01560,1,1
01.443.003,AXE FROID,1,VILLARS-LES-DOMBES,01330,1,1
01.443.009,AXE FROID,1,VILLARS-LES-DOMBES,01330,1,1
01.451.001,H.D. DISTRIBUTION,1,VIRIAT,01440,1,1
01.451.003,MARIE,1,VIRIAT,01440,1,1
01.451.004,METRO FRANCE,1,VIRIAT,01440,1,1
01.451.050,EARL BON REPOS,1,VIRIAT,01440,1,1
01.451.065,BULIN JEAN,1,VIRIAT,01440,1,1
01.452.001,BELL FRANCE - BELL FRANCE VIRIEU,1,VIRIEU-LE-GRAND,01510,1,1
02.127.001,FLAMANT PHILIPPE,1,BRUYERES-SUR-FERE,02130,1,1
02.187.002,VILLETTE VIANDES,1,CHIERRY,02400,1,2
02.209.002,EARL BERTRAND FAGOT,1,CONDE-EN-BRIE,02330,1,2
02.340.002,METRO CASH & CARRY FRANCE / METRO FRANCE,2,GAUCHY,02430,1,2
02.360.002,ETABLISSEMENTS DENIS ET COMPAGNIE,1,GUIGNICOURT,02190,1,3
02.381.001,SARL SABHIR SOCIETE D ABATTAGE D HIRSO,1,HIRSON,02500,1,1
02.387.001,STEF LOGISTIQUE NORD - STEF,1,ITANCOURT,02240,1,1
02.408.006,LA VIANDE CHAUNOISE,1,LAON,02000,1,3
02.408.312,CENTRE FORMATION D APPRENTIS,1,LAON,02000,1,1
02.454.001,EARL GRAT'HERBE,1,LA MALMAISON,02190,1,1
02.502.002,SA MARCHAND,1,MONTCORNET,02340,1,1
02.514.001,BABYNOV,1,MONTIGNY-LENGRAIN,02290,1,1
02.549.001,CARLIER - CARL'GARAGE,1,NEUVILLE-SAINT-AMAND,02100,1,1
02.558.003,L'ABATTOIR DE L'AISNE,1,LE NOUVION-EN-THIERACHE,02170,1,2
02.575.001,CENTRE D AIDE PAR LE TRAVAIL,1,ORIGNY-SAINTE-BENOITE,02390,1,2
02.617.001,WILLIAM SAURIN PRODUCTION,1,POUILLY-SUR-SERRE,02270,1,1
02.668.002,GAEC DE LA VIEILLE GRANGE,1,SAINS-RICHAUMONT,02120,1,3
02.748.001,DE LA FERME DU MOULIN,1,TRELOU-SUR-MARNE,02850,1,1
02.781.001,EARL DE LA FERME DES COUPETTES,1,VERDILLY,02400,1,1
02.789.002,POULET DU NORD DISTRIBUTION SA,1,VERVINS,02140,1,1
03.013.022,SARL SOGEPAT - SOGEPAT,1,AVERMES,03000,1,1
03.024.001,ARPENTINIER FRANCK,1,BERT,03130,1,2
03.033.001,CHOSSIERE CEDRIC - DECOUPE ARTISANALE DU MOURGON,1,BOST,03300,1,1
03.036.001,SICABA,1,BOURBON-L'ARCHAMBAULT,03160,1,2
03.046.003,PIROCHE MICHEL,1,BUXIERES-LES-MINES,03440,1,1
03.048.004,GEL REUNION,1,CERILLY,03350,1,1
03.051.003,GIE DES ELEVEURS DU PAYS DE CHAMBERAT,1,CHAMBERAT,03370,1,1
03.059.001,EARL POUGNER,1,CHAREIL-CINTRAT,03140,1,2
03.086.003,CETRE MARIE,1,COULANGES,03470,1,1
03.094.001,SOC VICHYSSOISE ABATTAGE,1,CREUZIER-LE-VIEUX,03300,1,1
03.094.002,SOCIETE LAITIERE DE VICHY,1,CREUZIER-LE-VIEUX,03300,1,1
03.094.007,CONVIVIAL,1,CREUZIER-LE-VIEUX,03300,1,5
03.094.011,HASSENFORDER ET FILS,1,CREUZIER-LE-VIEUX,03300,1,1
03.095.001,PODARNO,1,CUSSET,03300,1,1
03.095.028,K 2 M,1,CUSSET,03300,1,1
03.100.001,SOPRAUVERGNE,1,DIOU,03290,1,1
03.101.002,TOUPARGEL,1,DOMERAT,03410,1,1
03.102.001,CUMA DU PONT DE LA BESBRE,1,DOMPIERRE-SUR-BESBRE,03290,1,1
03.103.003,NICO NINI,1,LE DONJON,03130,1,1
03.109.001,ALLIER VOLAILLES MAISON DAVID ET PEROT / ALLIER VOLAILLES MAISON DAVID ET PEROT - ALLIER VOLAILLES & VEY,2,ESCUROLLES,03110,1,4
03.118.002,CONVIVIAL,1,GANNAT,03800,1,1
03.118.009,TRANS FROID AUVERGNE,1,GANNAT,03800,1,1
03.118.067,LA FERME DES POSITOTS,1,GANNAT,03800,1,2
03.138.014,TVE LOGISTIQUE,1,LAPALISSE,03120,1,1
03.138.017,TRADIVAL,1,LAPALISSE,03120,1,2
03.158.001,SARL DU DOMAINE DE LA VAUVRE,1,HAUT-BOCAGE,03190,1,1
03.182.001,MAISON POUZADOUX,1,MONTEIGNET-SUR-L'ANDELOT,03800,1,2
03.185.002,ETABLISSEMENTS PUIGRENIER,1,MONTLUCON,03100,1,1
03.185.005,ETABLISSEMENTS PUIGRENIER / ETABLISSEMENTS PUIGRENIER - MAISON PUIGRENIER,2,MONTLUCON,03100,1,2
03.185.006,LA TOQUE BOURBONNAISE,1,MONTLUCON,03100,1,1
03.185.010,DUMONTET EVELYNE,1,MONTLUCON,03100,1,2
03.185.030,MATELY - PROMOCASH AVEC VOUS,1,MONTLUCON,03100,1,1
03.185.038,ETABLISSEMENTS PUIGRENIER,1,MONTLUCON,03100,1,2
03.186.003,TVE LOGISTIQUE,1,MONTMARAULT,03390,1,1
03.190.002,FRIGORIFIQUES DE MOULINS,1,MOULINS,03000,1,1
03.190.004,SOCIETE DE CHARCUTERIE PATISSIERE BOURBONNAISE (SCPB),1,MOULINS,03000,1,1
03.190.162,SICABA,1,MOULINS,03000,1,2
03.195.001,EDEN,1,NERIS-LES-BAINS,03310,1,1
03.201.001,GAEC RECONNU FERME DE GAYERE,1,NIZEROLLES,03250,1,2
03.201.002,VIAL MICHAEL,1,NIZEROLLES,03250,1,1
03.217.004,EARL DE LA CROIX SOLEIL / GAEC RECONNU DE LA CROIX SOLEIL,2,SAINT-ANGEL,03170,1,4
03.235.003,EARL FARJAUD,1,SAINT-GERAND-LE-PUY,03150,1,2
03.236.001,ARRIVE AUVERGNE,1,SAINT-GERMAIN-DES-FOSSES,03260,1,3
03.240.002,GAEC LAUBY,1,SAINT-LEON,03220,1,1
03.256.001,EURL FERME A CROUTET / THEVENET BENOIT - LA FERME A CROUTET,2,SAINT-PRIEST-EN-MURAT,03390,2,2
03.274.001,CHAROLLET,1,SORBIER,03220,1,1
03.274.002,MFN PRODUCTION - MA FRANCE NATURE,1,SORBIER,03220,1,1
03.298.030,SALESKY AUVERGNE,1,VARENNES-SUR-ALLIER,03150,1,1
03.315.001,SOCOPA VIANDES,1,VILLEFRANCHE-D'ALLIER,03430,1,6
03.321.009,SCACENTRE,1,YZEURE,03400,1,1
03.321.011,TRANSGOURMET OPERATIONS - TRANSGOURMET,1,YZEURE,03400,1,1
04.001.007,BOUCHERIE CHARCUTERIE SPECIALITES / CHARCUTERIE DE THOARD - BOUCHERIE CHARCUTERIE SPECIALITES / SARL CHARCUTERIE DE THOARD - BOUCHERIE CHARCUTERIE SPECIALITES,3,AIGLUN,04510,1,3
04.008.001,SARL RIGAULT ET CIE,1,ANNOT,04240,1,2
04.019.002,CUISINES ET TRADITIONS,1,BARCELONNETTE,04400,1,1
04.049.001,CONSERVERIE DE PROVENCE G.COQUILLAT - GUY COQUILLAT,1,CHATEAU-ARNOUX-SAINT-AUBAN,04160,1,1
04.049.040,SYSCO FRANCE SAS,1,CHATEAU-ARNOUX-SAINT-AUBAN,04160,1,1
04.070.002,ABATTOIRS DE DIGNE-PAA,1,DIGNE-LES-BAINS,04000,1,3
04.070.040,MONTEL DISTRIBUTION,1,DIGNE-LES-BAINS,04000,1,1
04.111.001,SAS DUFOUR,1,MANE,04300,1,2
04.111.040,OLIVIERS ET CO,1,MANE,04300,1,1
04.112.001,ACTIMEAT / ACTIMEAT & CO,2,MANOSQUE,04100,2,3
04.112.002,ACTIMEAT & CO - ACTIMEAT,1,MANOSQUE,04100,1,1
04.112.004,LE SECHOIR DES ALPES,1,MANOSQUE,04100,1,2
04.112.005,LA PIZZA DE MANOSQUE,1,MANOSQUE,04100,1,1
04.112.040,TOUPARGEL,1,MANOSQUE,04100,1,1
04.112.500,DUFOUR MANOSQUE,1,MANOSQUE,04100,1,3
04.116.001,MIDI CHARCUTERIE MICHAR - GIL TRAITEUR DU SUD,1,LES MEES,04190,1,2
04.122.001,DECOUPE DU CHATEAU,1,MIRABEAU,04510,1,1
04.135.001,SOC D'EXPLOI ETS BONDIL GERARD,1,MOUSTIERS-SAINTE-MARIE,04360,1,2
04.135.002,MAISON BONDIL,1,MOUSTIERS-SAINTE-MARIE,04360,1,1
04.143.002,SARL MEZZASALMA JEAN CLAUDE,1,ORAISON,04700,1,1
04.143.009,LE GAVOT,1,ORAISON,04700,1,1
04.143.042,SOC EXPLOITATION ETS AMC MOSCONI,1,ORAISON,04700,1,1
04.149.001,AGRO'NOVAE INDUSTRIE,1,PEYRUIS,04310,1,1
04.149.002,MAISON TELME,1,PEYRUIS,04310,1,1
04.160.001,SA DUFOUR,1,REILLANNE,04110,1,2
04.181.001,MANENT KARINE,1,SAINT-JEANNET,04270,1,1
04.205.001,ABATTOIRS,1,SEYNE,04140,1,1
04.205.051,GAEC DES PELISSONES,1,SEYNE,04140,1,1
04.208.005,JOASSAN FRERES,1,SIMIANE-LA-ROTONDE,04150,1,3
04.209.001,SOC EXPL ABATTOIR MUNICIPAL SISTERON,1,SISTERON,04200,1,2
04.209.004,GIRAUD VIANDES,1,SISTERON,04200,1,2
04.209.006,TASTE OF PROVENCE,1,SISTERON,04200,1,1
04.209.007,SOC EXP ET TRIPERIE CONSERV SISTERONNAIS,1,SISTERON,04200,1,1
04.209.009,SARL BOYAUDERIE BONHOMME,1,SISTERON,04200,1,1
04.209.010,BOYAUDERIE SISTERONNAISE,1,SISTERON,04200,1,2
04.209.013,ALPES PROVENCE AGNEAUX,1,SISTERON,04200,1,1
04.209.014,ALPES PROVENCE AGNEAUX - SEAS,1,SISTERON,04200,1,1
04.230.001,ETABLISSEMENTS RICHAUD,1,VALENSOLE,04210,1,1
05.023.017,SOCIETE ALPINE DE BOUCHERIE CHARCUTERI / SOCIETE ALPINE DE BOUCHERIE CHARCUTERIE,2,BRIANCON,05100,1,2
05.028.001,LA FERME DES CANDIS,1,CHABESTAN,05400,1,1
05.029.102,DAVIN SC / SOCIETE DAVIN CLAUDE,2,CHABOTTES,05260,1,2
05.038.142,GAEC LE PANIER DU QUEYRAS,1,CHATEAU-VILLE-VIEILLE,05350,1,1
05.045.004,LA FERME EMBRUNAISE,1,CROTS,05200,1,1
05.046.003,LAMORLETTE D'INCAN,1,EMBRUN,05200,1,2
05.054.003,LA FERME DES TERROIRS,1,LA FARE-EN-CHAMPSAUR,05500,1,1
05.055.001,PRESTA PIN'S - LES PIN'S,1,LA FAURIE,05140,1,1
05.061.001,SICA D'ABATTAGE DU BETAIL ALPIN,1,GAP,05000,1,1
05.061.002,SICA LE MONTAGNARD DES ALPES,1,GAP,05000,1,2
05.061.003,MAISON GOURMETON & BONINI,1,GAP,05000,1,1
05.061.019,ALPAGEL GAP,1,GAP,05000,1,1
05.061.034,FLAUD CHRISTINE,1,GAP,05000,1,2
05.061.036,LE GRENIER,1,GAP,05000,1,1
05.061.625,ECHANGES PAYSANS HAUTES ALPES,1,GAP,05000,1,1
05.065.003,ABATTOIR DES HAUTES VALLEES,1,GUILLESTRE,05600,1,1
05.071.001,STEF TRANSPORT ALPES - TFE,1,LARDIER-ET-VALENCA,05110,1,1
05.092.001,EURL ROSTAIN / ROSTAIN,2,NEFFES,05000,1,2
05.132.001,ABATTOIR COLLECTIF CHAMPSAUR VALGAUDEM,1,SAINT-BONNET-EN-CHAMPSAUR,05500,1,1
05.136.001,PELLEGRIN BRICE - PELLEGRIN VIANDE,1,SAINT-CREPIN,05600,1,1
05.141.001,SARL LA SALAISON DES ECRINS,1,AUBESSAGNE,05500,1,1
05.148.001,SALAISON DU CHAMPSAUR,1,SAINT-LAURENT-DU-CROS,05500,1,1
05.158.001,DELICES DES BARONNIES,1,LE SAIX,05400,1,1
05.164.001,ETS MARCELLIN SAVINOISE DES VIANDES,1,SAVINES-LE-LAC,05160,1,2
05.169.001,LA FERME DU GRAND BOIS,1,SORBIERS,05150,1,1
05.170.004,LES DELICES DE LA DURANCE,1,TALLARD,05130,1,1
05.170.005,PRO DECOUP',1,TALLARD,05130,1,1
05.170.118,EURL DE SAINT MARTIN / SAS MAUREL DECOUPE ET SALAISONS,2,TALLARD,05130,2,2
06.004.007,ANTIBOISE DE CHARCUTERIE TESTA,1,ANTIBES,06600,1,2
06.004.008,FLEURS DE COURGETTES,1,ANTIBES,06160,1,1
06.004.049,MAISON PERRIN - PERRIN RAVIOLI - RAVIOLI PERRIN,1,ANTIBES,06600,1,1
06.004.075,LE COIN DES CHEFS,1,ANTIBES,06600,1,1
06.004.319,FRENCH U.K. PROVISIONS,1,ANTIBES,06600,1,1
06.004.343,SOC EXPLOITATION SURGELES ANTIBES,1,ANTIBES,06600,1,1
06.004.576,SURGELES DU MARCHE,1,ANTIBES,06160,1,1
06.027.009,CHARLES MARTIN,1,CAGNES-SUR-MER,06800,1,1
06.027.142,ALPES VIANDE,1,CAGNES-SUR-MER,06800,1,1
06.029.001,BIGARD DISTRIBUTION,1,CANNES,06150,1,2
06.029.004,BOUCHERIE AGRICOLE,1,CANNES,06400,1,3
06.029.012,GIRY TRAITEUR - SARL SOCIETE GIRY TRAITEUR,1,CANNES,06400,1,1
06.029.065,ERNEST TRAITEUR,1,CANNES,06400,1,1
06.029.532,METRO FRANCE,1,CANNES,06150,1,1
06.033.002,CULINARY JET CONCIERGE,1,CARROS,06510,1,1
06.033.004,LPMB - LE PETIT MONEGASQUE,1,CARROS,06510,1,1
06.033.005,SODIAL,1,CARROS,06510,1,1
06.033.009,MAISON PONS,1,CARROS,06510,1,1
06.033.060,STEF TRANSPORT COTE D AZUR - STEF,1,CARROS,06510,1,1
06.033.062,SARL PALAIS DES METS,1,CARROS,06510,1,1
06.033.064,AMBROSI EMMI FRANCE,1,NICE,06300,1,1
06.033.072,PROVENCE GASTRONOMIE,1,CARROS,06510,1,1
06.034.001,LA TOQUE DU MIDI,1,CASTAGNIERS,06670,1,1
06.065.011,DIST AL 2000,1,LA GAUDE,06610,1,1
06.069.017,JUBEMA - PROMOCASH,1,GRASSE,06130,1,1
06.069.134,NATUR DIS,1,GRASSE,06130,1,1
06.069.269,PERRENOT GRASSE,1,GRASSE,06130,1,1
06.079.040,VIVANDA,1,MANDELIEU-LA-NAPOULE,06210,1,2
06.079.110,SUP VIANDES,1,MANDELIEU-LA-NAPOULE,06210,1,2
06.083.002,SARL CARLOS & XAVIER - PREMIUM VIANDE,1,MENTON,06500,1,1
06.083.039,SOMEGEL,1,MENTON,06500,1,1
06.083.049,SARL GUILLOT VIANDES,1,MENTON,06500,1,2
06.083.194,BERUTTI & LORENZI - LES PECHERIES,1,MENTON,06500,1,1
06.084.002,SYSCO FRANCE SAS - KING GEL,1,MOUANS-SARTOUX,06370,1,1
06.084.025,LENOTRE,1,MOUANS-SARTOUX,06370,1,1
06.084.168,JEROME RAVEL,1,MOUANS-SARTOUX,06370,1,1
06.085.001,MAISON MATHY,1,MOUGINS,06250,1,1
06.085.005,"LB ""LE CHOCOLAT""",1,MOUGINS,06250,1,1
06.088.033,BONVENTRE VIANDES DISTRIBUTION,1,NICE,06200,1,3
06.088.038,DTV,1,NICE,06200,1,1
06.088.039,MAISON BAILET,1,NICE,06200,1,1
06.088.042,BIGARD DISTRIBUTION,1,NICE,06200,1,2
06.088.046,METRO FRANCE,1,NICE,06200,1,1
06.088.048,FRANCIS VIANDE,1,NICE,06300,1,3
06.088.079,DISTRIBUTION TRANSPORT FROID COTE-D'AZUR,1,NICE,06200,1,1
06.088.080,RIVIERA SAVEURS,1,NICE,06200,1,1
06.088.121,DISTRIAL,1,NICE,06200,1,1
06.088.122,SUD FROID TRANSPORTS,1,NICE,06296,1,1
06.088.123,COFRAGEL,1,NICE,06200,1,1
06.088.125,TRANSPORTS N.J.S FARAMIA,1,NICE,06200,1,1
06.088.132,LES ENTREMETTEURS,1,NICE,06300,1,1
06.088.133,MANGO CHARLIE,1,NICE,06200,1,1
06.088.174,CASH ALIMENTAIRE DU SUD EST - CONTADINO,1,NICE,06000,1,1
06.088.217,AEROPORTS DE LA COTE D'AZUR,1,NICE,06200,1,1
06.088.268,POMONA,1,NICE,06200,1,1
06.088.544,RIVIERA DISTRIBUTION,1,NICE,06200,1,1
06.090.001,LE COMTOIR DES VIANDES,1,PEGOMAS,06580,1,1
06.090.007,SOCIETE NOUVELLE DE DISTRIBUTION ALIMENTAIRE,1,PEGOMAS,06580,1,1
06.090.012,TOP MEDITERRANEE,1,PEGOMAS,06580,1,1
06.097.001,FABRICATION DE CHARCUTERIE GABRIEL,1,PIERREFEU,06910,1,2
06.099.001,SYND MIXTE DE L'ABATTOIR DU MERCANTOUR,1,PUGET-THENIERS,06260,1,1
06.099.004,SYNDICAT MIXTE DE L'ABATTOIR DU MERCANTOUR - REGIE DECOUPE MERCANTOUR,1,PUGET-THENIERS,06260,1,1
06.122.001,TRANS UNION,1,SAINT-JEANNET,06640,1,1
06.123.002,FOOD AND BEVERAGE SERVICE,1,SAINT-LAURENT-DU-VAR,06700,1,1
06.123.004,HTCA,1,SAINT-LAURENT-DU-VAR,06700,1,1
06.123.021,TAILORED GOURMET,1,SAINT-LAURENT-DU-VAR,06700,1,1
06.123.027,BARBERO TRANSPORTS,1,SAINT-LAURENT-DU-VAR,06700,1,1
06.123.200,NICE ITAL DIFFUSION,1,SAINT-LAURENT-DU-VAR,06700,1,1
06.149.003,DES LYS GOURMET,1,LA TRINITE,06340,1,1
06.149.008,CASH ALIMENTAIRE DU SUD EST,1,LA TRINITE,06340,1,1
06.149.033,LA PELLE D'OR,1,LA TRINITE,06340,1,1
06.149.053,SARL ETABLISSEMENTS BACCHI,1,LA TRINITE,06340,1,1
06.155.006,PATES FRAICHES PROVENCE COTE D'AZUR - A CAPELLA,1,VALLAURIS,06220,1,1
06.155.033,PRESTIGE GOURMET PACA,1,VALLAURIS,06220,1,1
06.161.001,LE CATERING JRI FRANCE,1,VILLENEUVE-LOUBET,06270,1,1
06.174.016,LA CAMBUSE,1,VALLAURIS,06220,1,1
07.010.001,SOC EXPLOITATION ABATTOIRS D'ANNONAY,1,ANNONAY,07100,1,1
07.019.001,ABATTOIRS,1,AUBENAS,07200,1,1
07.019.004,ETS ROGER AUDIGIER,1,AUBENAS,07200,1,3
07.019.005,ETABLISSEMENTS BREZIAT,1,AUBENAS,07200,1,1
07.019.051,"ARDECHE FRAIS - ""ARDECHE FRAIS""",1,AUBENAS,07200,1,1
07.048.202,L'ORMEAU,1,CHALENCON,07240,1,1
07.055.001,ANTARTIC II,1,CHARMES-SUR-RHONE,07800,1,1
07.060.001,DROME ARDECHE TRADITION / LES FILS DE JULES COURTIAL,2,CHATEAUNEUF-DE-VERNOUX,07240,2,2
07.075.001,MOULIN DIDIER,1,CROS-DE-GEORAND,07510,1,2
07.078.050,SOC BESSET,1,DAVEZIEUX,07430,1,1
07.089.001,LES FERMIERS DE L'ARDECHE,1,FELINES,07340,1,3
07.102.001,BARIATRIX EUROPE INC,1,GUILHERAND-GRANGES,07500,1,1
07.110.002,SALAISONS DEBROAS - SALAISONS DE BEAUME-DROBIE,1,JOYEUSE,07260,1,1
07.110.003,MARC SANDEVOIR - ARTISAN GOURMAND,1,JOYEUSE,07260,1,1
07.119.001,GINEYS VIANDES ET SALAISONS / SARL EXPLOITATION ETAB GINEYS ET FILS,2,LE LAC-D'ISSARLES,07470,1,2
07.119.003,"LAFONT CLAUDE / LAFONT CLAUDE - ""LAFONT CLAUDE""",2,LE LAC-D'ISSARLES,07470,1,2
07.129.050,LEYNIER PERE ET FILS,1,LAMASTRE,07270,1,1
