code,nom,marque,produit,espece,bras,ns,grade,sel,proteines,regle
3256225734238,"Aiguillette de poulet rôtie, barquette, 240g",U,blanc_de_poulet,poulet,temoin,0.0,a,1.4,27.0,decoupe_crue
3256225735075,"Filet de poulet rôti, barquette, 190g",U,blanc_de_poulet,poulet,temoin,0.0,a,1.2,26.0,decoupe_crue
3258225775075,Filets de poulet rôtis,,blanc_de_poulet,poulet,temoin,0.0,a,1.2,26.0,decoupe_crue
3263851498618,Filets de poulet facln rotissoire,,blanc_de_poulet,poulet,temoin,0.0,a,1.2,25.0,decoupe_crue
3230890038945,Aiguillette de poulet thym citron,Maître CoQ,blanc_de_poulet,poulet,temoin,0.0,a,1.3,23.0,decoupe_crue
3230890040757,Aiguilles de poulet panées,Maître CoQ,blanc_de_poulet,poulet,temoin,2.0,b,1.2,17.0,decoupe_crue
3230890050022,Filet de poulet,Maître CoQ,blanc_de_poulet,poulet,temoin,2.0,b,1.1,16.0,decoupe_crue
3230890051739,Chicken ribs party,Maître CoQ,blanc_de_poulet,poulet,temoin,2.0,b,1.1,21.0,decoupe_crue
3230890138591,Émincés de filet de poulet roti,Maître CoQ,blanc_de_poulet,poulet,temoin,12.0,d,2.3,24.0,decoupe_crue
3230890737169,Petits emincés de filet de poulet rôti,Maître CoQ,blanc_de_poulet,poulet,temoin,12.0,d,2.325,24.0,decoupe_crue
3230890875137,Petits filets de poulet croustillant surgelés,Maître CoQ,blanc_de_poulet,poulet,temoin,4.0,c,1.1,16.0,decoupe_crue
3234510433080,Filet de poulet en croute,,blanc_de_poulet,poulet,temoin,17.0,d,1.8,15.0,decoupe_crue
3254560190580,Brochettes de filet poulet au thyn saveur citron,Auchan,blanc_de_poulet,poulet,temoin,-1.0,a,1.1,18.0,decoupe_crue
3254560346734,Aiguillettes de poulet roties,Auchan,blanc_de_poulet,poulet,temoin,-1.0,a,1.1,26.0,decoupe_crue
3254560346826,Filets de Poulet Rôtis,Auchan,blanc_de_poulet,poulet,temoin,0.0,a,1.1000000238419,26.0,decoupe_crue
3254560414433,Filets de poulet au paprika,Auchan,blanc_de_poulet,poulet,temoin,-1.0,a,1.2,22.0,decoupe_crue
3287680016638,Filets de poulet rôtis,,blanc_de_poulet,poulet,temoin,1.0,b,1.3,25.0,decoupe_crue
3439496310206,Émincés de filet de poulet,Aro,blanc_de_poulet,poulet,temoin,0.0,a,1.4,21.0,decoupe_crue
3439496310329,Émincés de filets de poulet,Aro,blanc_de_poulet,poulet,temoin,2.0,b,1.7,19.0,decoupe_crue
3439496424187,AIGUILLETTES DE POULET PANÉES CORN FLAKES,METRO Chef,blanc_de_poulet,poulet,temoin,1.0,b,1.0825,16.0,decoupe_crue
3499150317125,TRANCHETTE DE FILET DE POULET CUIT ROTI SURGELE,Rest'or chef,blanc_de_poulet,poulet,temoin,-1.0,a,1.1,21.0,decoupe_crue
3499150339301,Plaisir de volaile,Restor Chef,blanc_de_poulet,poulet,temoin,1.0,b,1.4299999475479,20.0,decoupe_crue
3508100200070,Aiguillette de poulet rotie à la méditerranéenne,,blanc_de_poulet,poulet,temoin,2.0,b,1.1,8.5,decoupe_crue
3266980001858,Emincés de filet de poulet rôti,Le gaulois,blanc_de_poulet,poulet,temoin,0.0,a,1.3,23.0,decoupe_crue
3266980003883,Aiguillettes de poulet rôties,,blanc_de_poulet,poulet,temoin,1.0,b,1.6,29.0,decoupe_crue
3266980011475,Blanc de dinde,Réghalal,blanc_de_poulet,dinde,halal,15.0,d,2.9,16.0,decoupe_crue
3266980015602,filets de poulet thym citron x6 s/at,Le gaulois,blanc_de_poulet,poulet,temoin,0.0,a,1.4,20.0,decoupe_crue
3266980015633,filets de poulet basquaise x6 s/at,Le gaulois,blanc_de_poulet,poulet,temoin,-1.0,a,1.1,20.0,decoupe_crue
3266980033477,Filet de poulet façon haché,Le gaulois,blanc_de_poulet,poulet,temoin,0.0,a,1.3,22.0,decoupe_crue
3266980040451,Filets de poulet avec peau saumurés et rôtis x2,Le Gaulois,blanc_de_poulet,poulet,temoin,1.0,b,1.4,24.0,decoupe_crue
3266980134532,Emincés de filet de poulet rôti,Le gaulois,blanc_de_poulet,poulet,temoin,0.0,a,1.3,23.0,decoupe_crue
3266980134549,Emincés de filet de poulet rôti à la Mexicaine,Le gaulois,blanc_de_poulet,poulet,temoin,0.0,a,1.3,25.0,decoupe_crue
3266980151225,Filets de poulet saveur Kentucky X6 S/AT LG,Le gaulois,blanc_de_poulet,poulet,temoin,1.0,b,1.5,22.0,decoupe_crue
3266980151591,Escalopes de dinde saveur Kentucky X6 S/AT LG,Le gaulois,blanc_de_poulet,dinde,temoin,1.0,b,1.6,22.0,decoupe_crue
3266980294717,Filets de poulet rôti,Le Gaulois,blanc_de_poulet,poulet,temoin,0.0,a,1.0825,24.0,decoupe_crue
3266980304973,Escalope de dinde - L'Extra Tendre,Le Gaulois,blanc_de_poulet,dinde,temoin,-1.0,a,1.1,23.0,decoupe_crue
3266980342777,escalopes de dinde extra -tendres x6,Le gaulois,blanc_de_poulet,dinde,temoin,-1.0,a,1.1,23.0,decoupe_crue
3266980408770,filets de poulet thym citron x2 s/at,Le gaulois,blanc_de_poulet,poulet,temoin,0.0,a,1.4,20.0,decoupe_crue
3266980441029,filets de poulet basquaise x2 s/at,Le gaulois,blanc_de_poulet,poulet,temoin,-1.0,a,1.1,20.0,decoupe_crue
3266980462321,rôti de poulet aux herbes de provence àartager,Le gaulois,blanc_de_poulet,poulet,temoin,-1.0,a,1.2,25.0,decoupe_crue
3266980467104,escalopes de dinde extra-tendres x2 pf s/at,Le gaulois,blanc_de_poulet,dinde,temoin,-1.0,a,1.1,23.0,decoupe_crue
3266980510800,escalopes de dinde extra -tendres x6,Le gaulois,blanc_de_poulet,dinde,temoin,-1.0,a,1.1,23.0,decoupe_crue
3266980519100,filets de poulet rôti tranchés x3 s/skin,Le gaulois,blanc_de_poulet,poulet,temoin,1.0,b,1.34,23.63,decoupe_crue
3266980576776,Aiguillettes de poulet grillées,Le gaulois,blanc_de_poulet,poulet,temoin,1.0,b,1.42,23.7,decoupe_crue
3266980635008,Blanc De Dinde Fumé,Reghalal,blanc_de_poulet,dinde,temoin,15.0,d,2.93,16.0,decoupe_crue
3266980765194,Blanc de dinde REGHALAL 6 tranches,Reghalal,blanc_de_poulet,dinde,temoin,15.0,d,2.93,16.0,decoupe_crue
3266980783440,escalopes de dinde extra-tendres pf s/at,Le gaulois,blanc_de_poulet,dinde,temoin,-1.0,a,1.1,23.0,decoupe_crue
3266980783792,escalopes de dinde extra-tendres s/at,Le gaulois,blanc_de_poulet,dinde,temoin,-1.0,a,1.1,23.0,decoupe_crue
3266980826055,Blanc de dinde cuit,Le Gaulois,blanc_de_poulet,dinde,temoin,2.0,b,1.8,21.0,decoupe_crue
3276280089173,Filets de poulet marinés cumin paprika,Royal Bernard,blanc_de_poulet,poulet,temoin,-1.0,a,1.1,21.0,decoupe_crue
3276288261090,Cubes de filets de poulet marinés à la taïlandaise,,blanc_de_poulet,poulet,temoin,-1.0,a,1.1,20.0,decoupe_crue
3283440000091,Aiguillettes de poulet thym citron s/atm,Le gaulois,blanc_de_poulet,poulet,temoin,0.0,a,1.4,22.0,decoupe_crue
3564700713310,Escalopes de dinde extra tendres certifiées x 2,"Marque Repère, Volandry",blanc_de_poulet,dinde,temoin,-1.0,a,1.2,23.0,decoupe_crue
3596710464852,Filets de poulet rôtis,Auchan,blanc_de_poulet,poulet,temoin,0.0,a,1.4,26.0,decoupe_crue
3663513047831,Blanc de dinde supérieur,,blanc_de_poulet,dinde,temoin,2.0,b,1.7,21.0,decoupe_crue
3760177213739,Lomo de dinde escalopes au piment doux,Nobles,blanc_de_poulet,dinde,temoin,0.0,a,1.4,20.4,decoupe_crue
3760177215689,Escalopes de dinde,,blanc_de_poulet,dinde,temoin,1.0,b,1.5,19.5,decoupe_crue
3760177215764,Aiguillettes de poulet,Aide lis,blanc_de_poulet,poulet,temoin,3.0,c,1.32,15.2,decoupe_crue
3760258220694,Lamelle filet de poulet roti,,blanc_de_poulet,poulet,temoin,3.0,c,2.0,19.0,decoupe_crue
3760383400190,Aiguilette de poulet,,blanc_de_poulet,poulet,halal,11.0,d,1.6,17.6,decoupe_crue
3296560000872,Filet de poulet facon hache,,blanc_de_poulet,poulet,temoin,-1.0,a,1.179,21.7,decoupe_crue
3459860005767,Blanc de dinde goût fumé,Isla Mondial,blanc_de_poulet,dinde,halal,12.0,d,2.4,20.7,decoupe_crue
4011364719169,Escalopes de dinde marinées au Paprika,Aldi,blanc_de_poulet,dinde,temoin,0.0,a,1.3,21.0,decoupe_crue
4056489202899,Médaillons de poulet à l'espagnole,L'étal du volailler,blanc_de_poulet,poulet,temoin,0.0,a,1.2775,21.0,decoupe_crue
4335619019850,Emincés de filet de poulet à la Mexicaine,L'etal Du Volailler,blanc_de_poulet,poulet,temoin,2.0,b,1.3,20.0,decoupe_crue
5014759002692,Gilbert's Roast Turkey Breast,Gilbert's Kosher Foods,blanc_de_poulet,dinde,temoin,11.0,d,2.1625,20.1,decoupe_crue
5400112268919,Émincés de filet de poulet saveur indienne,Delhaize,blanc_de_poulet,poulet,temoin,0.0,a,1.3,22.0,decoupe_crue
5400112268933,Filet de poulet bbq,Delhaize,blanc_de_poulet,poulet,temoin,0.0,a,1.4,19.0,decoupe_crue
5400112268957,Filet de poulet thym et citron,Delhaize,blanc_de_poulet,poulet,temoin,0.0,a,1.3,28.0,decoupe_crue
5400112268964,Filet de poulet César,Delhaize,blanc_de_poulet,poulet,temoin,0.0,a,1.3,26.0,decoupe_crue
5400112492758,Filet de poulet,Delhaize,blanc_de_poulet,poulet,temoin,11.0,d,1.8999999761581,17.0,decoupe_crue
5411761283031,Morceaux de poulets,,blanc_de_poulet,poulet,temoin,11.0,d,2.0999999046326,21.0,decoupe_crue
5901664003695,Emince de filet de poulet halal cuit tikka surgele,,blanc_de_poulet,poulet,halal,11.0,d,2.1,21.0,decoupe_crue
5901687982885,Emincé de filet de poulet rotis,,blanc_de_poulet,poulet,temoin,3.0,c,1.6599999666214,16.0,decoupe_crue
5901687982922,Émincé de filet de poulet nature surgelé,,blanc_de_poulet,poulet,temoin,3.0,c,1.66,16.0,decoupe_crue
61110120,Filet de poulet rôti congelé,Sans marque,blanc_de_poulet,poulet,temoin,1.0,b,1.3,25.0,decoupe_crue
8436021417152,Aiguillettes de poulet panées barbecue,,blanc_de_poulet,poulet,temoin,1.0,b,1.1,19.3,decoupe_crue
3560070447282,Filet de Poulet Rôti,Carrefour,blanc_de_poulet,poulet,temoin,0.0,a,1.3,26.0,decoupe_crue
3560070484027,Filets de poulet Rôtis Traités en salaison,Carrefour,blanc_de_poulet,poulet,temoin,2.0,b,1.4,25.0,decoupe_crue
3560070499243,Filets De Poulets,Carrefour,blanc_de_poulet,poulet,temoin,3.0,c,1.94,23.0,decoupe_crue
3564706535794,Aiguillettes de poulet marinées curry coco,"Marque Repère, Volandry",blanc_de_poulet,poulet,temoin,-1.0,a,1.1,21.0,decoupe_crue
3564706560215,Aiguillettes poulet asiatique,"Marque Repère, Volandry",blanc_de_poulet,poulet,temoin,-1.0,a,1.1,19.0,decoupe_crue
3564706569072,Filet poulet roti sans antibio,"Marque Repère,Volandry",blanc_de_poulet,poulet,temoin,1.0,b,1.3,25.0,decoupe_crue
3564706609181,Filets de poulet Extra tendres,"Marque Repère, Volandrie",blanc_de_poulet,poulet,temoin,-1.0,a,1.1,21.0,decoupe_crue
3564706609228,Filets de poulet Extra-tendres,"Marque Repère, Volandrie",blanc_de_poulet,poulet,temoin,-1.0,a,1.1,21.0,decoupe_crue
3564706631120,Escalopes de dinde,Volandrie,blanc_de_poulet,dinde,temoin,-1.0,a,1.1,23.0,decoupe_crue
3564706766839,émincé de filet de poulet roti,Volandrie,blanc_de_poulet,poulet,temoin,0.0,a,1.3,26.0,decoupe_crue
3596690759474,Aiguillettes de poulet chapelure multigrains,Père Dodu,blanc_de_poulet,poulet,temoin,3.0,c,1.24,17.0,decoupe_crue
3596710450725,Aiguillettes de Poulet,Auchan,blanc_de_poulet,poulet,temoin,1.0,b,1.6,26.0,decoupe_crue
3700118301859,,,blanc_de_poulet,dinde,temoin,3.0,c,2.0,21.0,decoupe_crue
3700158734129,Filet de poulet,,blanc_de_poulet,poulet,temoin,20.0,e,2.7,8.1,decoupe_crue
3700593406087,Insudiet Aiguillettes De Poulet,Insudiet,blanc_de_poulet,poulet,temoin,2.0,b,1.2,13.1,decoupe_crue
3701004821093,Filets de poulet saumurés à 20%,Ronsard,blanc_de_poulet,poulet,temoin,3.0,c,1.94,23.0,decoupe_crue
8410320266895,Pechuga de pollo al ajillo,Campofrio,blanc_de_poulet,poulet,temoin,11.0,d,2.2,19.0,decoupe_crue
6312130764399,Burger de filet de poulet,,blanc_de_poulet,poulet,halal,2.0,b,1.14,13.0,decoupe_crue
7290003289509,Blanc de dinde braisée,,blanc_de_poulet,dinde,temoin,4.0,c,2.0,16.0,decoupe_crue
7290003289561,Deli style - Blanc de dinde fumée,YARDEN,blanc_de_poulet,dinde,temoin,4.0,c,2.0,16.0,decoupe_crue
7290003289585,Blanc de dinde,Yarden,blanc_de_poulet,dinde,temoin,4.0,c,2.0,16.0,decoupe_crue
7290012612541,Blanc de dindonneau grillé,Yehiam,blanc_de_poulet,dinde,temoin,2.0,b,1.7999999523163,18.0,decoupe_crue
7290012612572,Chiffonnade Blanc De Dinde Fumee Yehiam 142GR,,blanc_de_poulet,dinde,temoin,4.0,c,2.0,17.0,decoupe_crue
7290014746374,Chiffonade de Blanc de Dinde,Of Tov,blanc_de_poulet,dinde,temoin,3.0,c,1.75,16.0,decoupe_crue
7290014747296,Blanc de dinde preparé en salaison et fumé,Of Tov,blanc_de_poulet,dinde,temoin,4.0,c,1.75,16.0,decoupe_crue
7290014748224,Escalope de dinde Barbecue,Of Tov,blanc_de_poulet,dinde,temoin,-1.0,a,1.1299999952316,22.0,decoupe_crue
8006473900443,Chicken Fillet,Amadori,blanc_de_poulet,poulet,temoin,4.0,c,1.2,12.0,decoupe_crue
8410764013734,Pechuga de pavo,Argal,blanc_de_poulet,dinde,temoin,2.0,b,1.77,21.0,decoupe_crue
8436000460742,Chicken breast in brine,Nobles,blanc_de_poulet,poulet,temoin,-1.0,a,1.2,26.0,decoupe_crue
8436000464771,L'Original Filet de Poulet en Saumure,Nobles,blanc_de_poulet,poulet,temoin,-1.0,a,1.2,26.0,decoupe_crue
8436000465716,Pechuga de pollo al natural,Aldelis,blanc_de_poulet,poulet,temoin,-1.0,a,1.2,26.0,decoupe_crue
84802934,2 filets poulet rotis,Maître CoQ,blanc_de_poulet,poulet,temoin,1.0,b,1.4,24.0,decoupe_crue
3760116240314,Filet de poulet Classe A,,blanc_de_poulet,poulet,temoin,-1.0,a,1.03,17.5,decoupe_crue
3760116241373,Filet de poulet,,blanc_de_poulet,poulet,temoin,2.0,b,1.8,24.2,decoupe_crue
3760116247900,Émincés de Poulet,Délices & Snacks,blanc_de_poulet,poulet,temoin,3.0,c,1.7,16.0,decoupe_crue
4056489039631,Filet de poulet mariné au thym citron,L'etal Du Volailler,blanc_de_poulet,poulet,temoin,11.0,d,2.2,20.3,decoupe_crue
4056489039815,Filets de poulet marinés au citron thym,L'etal Du Volailler,blanc_de_poulet,poulet,temoin,0.0,a,1.3,22.0,decoupe_crue
4056489040194,Filets de poulet marinés au thym citron,"L'Étal du Volailler, Lidl",blanc_de_poulet,poulet,temoin,-1.0,a,1.2,22.0,decoupe_crue
5400101028340,Carrefour Classic' Filet de Poulet,Carrefour Classic,blanc_de_poulet,poulet,temoin,1.0,b,1.5,21.0,decoupe_crue
0202800026635,Filets de poulet rôti,,blanc_de_poulet,poulet,temoin,0.0,a,1.1,25.0,decoupe_crue
0202800029063,Filets de poulet rôtis,,blanc_de_poulet,poulet,temoin,0.0,a,1.1,25.0,decoupe_crue
0202800030441,Filets de poulet rotis,,blanc_de_poulet,poulet,temoin,0.0,a,1.1,25.0,decoupe_crue
0202800032476,Filets de poulet rôtis,,blanc_de_poulet,poulet,temoin,0.0,a,1.1,25.0,decoupe_crue
0202800035095,Filets de poulet rôtis,Casino,blanc_de_poulet,poulet,temoin,0.0,a,1.1,25.0,decoupe_crue
0202800039031,Filets de poulet rôtis,Casino,blanc_de_poulet,poulet,temoin,0.0,a,1.1,25.0,decoupe_crue
0202800041195,Filets de poulet rôtis,Casino,blanc_de_poulet,poulet,temoin,-1.0,a,1.2,25.0,decoupe_crue
0202800043694,Filets de poulet rôtis,,blanc_de_poulet,poulet,temoin,0.0,a,1.1,25.0,decoupe_crue
0202800060097,Filets de poulet,Casino,blanc_de_poulet,poulet,temoin,0.0,a,1.2,25.0,decoupe_crue
0213122036271,Les escalopes dinde,Père Dodu,blanc_de_poulet,dinde,temoin,21.0,e,10.13,25.0,decoupe_crue
0217247041332,Filets de poulet fermier loue,,blanc_de_poulet,poulet,temoin,21.0,e,11.0,25.0,decoupe_crue
0217347040211,Filet de poulet mzrinrs au paprica,,blanc_de_poulet,poulet,temoin,0.0,a,1.3999999761581,21.0,decoupe_crue
0217347053334,Filets de poulet marines au paprika,Le Gaulois,blanc_de_poulet,poulet,temoin,0.0,a,1.4,21.0,decoupe_crue
0217437018892,Filets de poulet rôtis,Leader Price,blanc_de_poulet,poulet,temoin,1.0,b,1.3,23.3,decoupe_crue
0217437021328,Filets de poulet rotis,,blanc_de_poulet,poulet,temoin,1.0,b,1.3,23.3,decoupe_crue
0217437021458,Filets de poulet rôtis,Leader Price,blanc_de_poulet,poulet,temoin,1.0,b,1.3,23.3,decoupe_crue
0217437022561,Filets de poulet rôtis,Leader Price,blanc_de_poulet,poulet,temoin,1.0,b,1.3,23.3,decoupe_crue
0217437022639,Filets de poulet rôtis,Leader Price,blanc_de_poulet,poulet,temoin,1.0,b,1.3,23.3,decoupe_crue
0217437022769,Filets de poulet rôtis,Leader Price,blanc_de_poulet,poulet,temoin,1.0,b,1.3,23.3,decoupe_crue
0217437022837,Filets de poulet rôtis,Leader Price,blanc_de_poulet,poulet,temoin,1.0,b,1.3,23.3,decoupe_crue
0217437023223,Filets de poulet rotis,Leader Price,blanc_de_poulet,poulet,temoin,1.0,b,1.3,23.3,decoupe_crue
0217437023889,Filet de poulet roti,,blanc_de_poulet,poulet,temoin,1.0,b,1.3,23.3,decoupe_crue
0217437023940,Filets de poulet rôtis,Leader Price,blanc_de_poulet,poulet,temoin,1.0,b,1.3,23.3,decoupe_crue
0217437024077,Filets de poulet rôtis,Leader Price,blanc_de_poulet,poulet,temoin,1.0,b,1.3,23.3,decoupe_crue
0217437024473,Filets de poulet rôtis,Leader Price,blanc_de_poulet,poulet,temoin,1.0,b,1.3,23.3,decoupe_crue
0217437024664,Filets de poulet rôtis,Leader Price,blanc_de_poulet,poulet,temoin,1.0,b,1.3,23.3,decoupe_crue
0217437024930,Filet de poulet rôtis,Leader Price,blanc_de_poulet,poulet,temoin,1.0,b,1.3,23.3,decoupe_crue
0217437024992,Filets de poulet rotis,Leader Price,blanc_de_poulet,poulet,temoin,1.0,b,1.3,23.3,decoupe_crue
0217437025128,Filet de poulet rôti,Leader Price,blanc_de_poulet,poulet,temoin,1.0,b,1.3,23.3,decoupe_crue
0217437025326,Filets de poulet rotis,Leader Price,blanc_de_poulet,poulet,temoin,1.0,b,1.3,23.3,decoupe_crue
0217437025524,Filets de Poulet rotis,Leader Price,blanc_de_poulet,poulet,temoin,1.0,b,1.3,23.3,decoupe_crue
0217437025654,Filets de poulet rôtis,Leader Price,blanc_de_poulet,poulet,temoin,1.0,b,1.3,23.3,decoupe_crue
0217437025982,Filets de poulet rôtis,Leader Price,blanc_de_poulet,poulet,temoin,1.0,b,1.3,23.3,decoupe_crue
0217437026040,Filets de poulets rôtis,Leader Price,blanc_de_poulet,poulet,temoin,1.0,b,1.3,23.3,decoupe_crue
0217437026309,Les rotis,Leader Price,blanc_de_poulet,poulet,temoin,1.0,b,1.3,23.3,decoupe_crue
0217437026378,Filet de poulet roti,Leader Price,blanc_de_poulet,poulet,temoin,1.0,b,1.3,23.3,decoupe_crue
0217437026576,Filets de poulet rotis,Leader Price,blanc_de_poulet,poulet,temoin,1.0,b,1.3,23.3,decoupe_crue
0217437026767,Filets de poulets rotis,Leader Price,blanc_de_poulet,poulet,temoin,1.0,b,1.3,23.3,decoupe_crue
0217437026897,Filets de poulet rôtis,,blanc_de_poulet,poulet,temoin,1.0,b,1.3,23.3,decoupe_crue
0217437027030,Filets de poulet rôti,,blanc_de_poulet,poulet,temoin,1.0,b,1.3,23.3,decoupe_crue
0217437027429,Filets de poulet Rôtis,Leader Price,blanc_de_poulet,poulet,temoin,1.0,b,1.3,23.3,decoupe_crue
0217437027481,Filets de poulet rôtis,Leader Price,blanc_de_poulet,poulet,temoin,1.0,b,1.3,23.3,decoupe_crue
0217437027627,Filets de poulets rotis,Leader Price,blanc_de_poulet,poulet,temoin,1.0,b,1.3,23.3,decoupe_crue
0217437027948,Filet de poulet rotis,Leader Price,blanc_de_poulet,poulet,temoin,1.0,b,1.3,23.3,decoupe_crue
0217437028013,Filets poulet,Leader Price,blanc_de_poulet,poulet,temoin,1.0,b,1.3,23.3,decoupe_crue
0217437028143,Filets de poulet rôtis,Leader Price,blanc_de_poulet,poulet,temoin,1.0,b,1.3,23.3,decoupe_crue
0217437028273,Filets de poulets rotis,Leader Price,blanc_de_poulet,poulet,temoin,1.0,b,1.3,23.3,decoupe_crue
0217437028471,Filets de poulet rôtis,Leader Price,blanc_de_poulet,poulet,temoin,1.0,b,1.3,23.3,decoupe_crue
0217437028600,Filets poulets rotis,Leader Price,blanc_de_poulet,poulet,temoin,1.0,b,1.3,23.3,decoupe_crue
0217437028730,filets de poulet rotis,,blanc_de_poulet,poulet,temoin,1.0,b,1.3,23.3,decoupe_crue
0217437028860,Filets de poulet rôtis,Leader Price,blanc_de_poulet,poulet,temoin,1.0,b,1.3,23.3,decoupe_crue
0217437029195,Filet de poulet rotis,Leader Price,blanc_de_poulet,poulet,temoin,1.0,b,1.3,23.3,decoupe_crue
0217437029324,Filets de poulet rôtis,,blanc_de_poulet,poulet,temoin,1.0,b,1.3,23.299999237061,decoupe_crue
0217437029522,Filets de poulet,Leader Price,blanc_de_poulet,poulet,temoin,1.0,b,1.3,23.3,decoupe_crue
0217437029713,Filets de Poulet Rôtis,Leader Price,blanc_de_poulet,poulet,temoin,1.0,b,1.3,23.3,decoupe_crue
0217437029911,Filets de poulet rôtis Leader Price,Leader Price,blanc_de_poulet,poulet,temoin,1.0,b,1.3,23.3,decoupe_crue
0217437029980,Filet de poulet roti,Leader Price,blanc_de_poulet,poulet,temoin,1.0,b,1.3,23.3,decoupe_crue
0217437030313,Filet de poulet rotis,Leader Price,blanc_de_poulet,poulet,temoin,1.0,b,1.3,23.3,decoupe_crue
0217437030375,Filets de poulet rôtis,Leader Price,blanc_de_poulet,poulet,temoin,1.0,b,1.3,23.3,decoupe_crue
0217437030443,Filets de poulet roti,Leader Price,blanc_de_poulet,poulet,temoin,1.0,b,1.3,23.3,decoupe_crue
0217437030504,Filet de poulet rôtis,Leader Price,blanc_de_poulet,poulet,temoin,1.0,b,1.3,23.3,decoupe_crue
0217437030573,Filets de poulet rotis,Leader Price,blanc_de_poulet,poulet,temoin,1.0,b,1.2999999523163,23.299999237061,decoupe_crue
0217437030900,Filets de poulet rôtis,Leader Price,blanc_de_poulet,poulet,temoin,1.0,b,1.3,23.3,decoupe_crue
0217437031495,Fillet de poulet,Leader Price,blanc_de_poulet,poulet,temoin,1.0,b,1.3,23.3,decoupe_crue
0217437031686,Filets de poulet rôtis,,blanc_de_poulet,poulet,temoin,1.0,b,1.3,23.3,decoupe_crue
0217437031754,Filets de poulet rôtis,Leader Price,blanc_de_poulet,poulet,temoin,1.0,b,1.3,23.3,decoupe_crue
0217437032010,Filets de poulet rôtis,,blanc_de_poulet,poulet,temoin,1.0,b,1.3,23.3,decoupe_crue
0217437032218,Filet de poulet rotis,Leader Price,blanc_de_poulet,poulet,temoin,1.0,b,1.2999999523163,23.299999237061,decoupe_crue
0217437032348,Filets de poulet rôtis,Leader Price,blanc_de_poulet,poulet,temoin,1.0,b,1.3,23.3,decoupe_crue
0217437032546,Filets de poulet rôtis,Leader Price,blanc_de_poulet,poulet,temoin,1.0,b,1.3,23.3,decoupe_crue
0217437032997,Filet de poulet rotis,,blanc_de_poulet,poulet,temoin,1.0,b,1.3,23.3,decoupe_crue
0217437033062,Filets de poulet Rôtis,,blanc_de_poulet,poulet,temoin,1.0,b,1.3,23.3,decoupe_crue
0217437033727,Filets de poulet rôtis,Leader Price,blanc_de_poulet,poulet,temoin,1.0,b,1.3,23.3,decoupe_crue
0217437034960,Filets de poulet rôtis,Leader Price,blanc_de_poulet,poulet,temoin,1.0,b,1.3,23.3,decoupe_crue
0217437039880,Filets de poulet rotis,Leader Price,blanc_de_poulet,poulet,temoin,1.0,b,1.3,23.3,decoupe_crue
0217437041852,Filets de poulet rotis,Leader Price,blanc_de_poulet,poulet,temoin,1.0,b,1.3,23.3,decoupe_crue
0217594018100,Tranches de filet de poulet,,blanc_de_poulet,poulet,temoin,1.0,b,1.4,25.0,decoupe_crue
0217594022503,Tranches de filet de poulet roti,Le Gaulois,blanc_de_poulet,poulet,temoin,0.0,a,1.4,25.0,decoupe_crue
0217594024736,Tranches de filet de poulet rôti,Le Gaulois,blanc_de_poulet,poulet,temoin,0.0,a,1.4,25.0,decoupe_crue
0217594026174,Tranches de filet de poulet roti,Le Gaulois,blanc_de_poulet,poulet,temoin,0.0,a,1.4,25.0,decoupe_crue
0217637018043,Filets de poulet roti,Le Gaulois,blanc_de_poulet,poulet,temoin,1.0,b,1.4,24.0,decoupe_crue
0233333078983,filet de poulet,,blanc_de_poulet,poulet,temoin,22.0,e,10.0,20.0,decoupe_crue
0712569113380,Filets de poulet à l'orientale,Bofrost,blanc_de_poulet,poulet,temoin,-1.0,a,1.2,19.6,decoupe_crue
00997874,Sliced BBQ Chicken,Marks & Spencer,blanc_de_poulet,poulet,temoin,2.0,b,1.73,28.6,decoupe_crue
13356569,Blanc de dinde,Fleury Michon,blanc_de_poulet,dinde,temoin,2.0,b,1.7,22.0,decoupe_crue
16338841,Blanc de dinde au four bio,,blanc_de_poulet,dinde,temoin,0.0,a,1.4,21.0,decoupe_crue
20013387,Blanc de dinde,Dufaur&Fils,blanc_de_poulet,dinde,temoin,3.0,c,1.9,22.0,decoupe_crue
20517045,Hähnchenbrust-Filetstücke Klassik,Lidl,blanc_de_poulet,poulet,temoin,2.0,b,1.7,22.9,decoupe_crue
20517052,Hähnchenbrust Filetstücke Sweet Chili,chef select,blanc_de_poulet,poulet,temoin,3.0,c,1.6725,22.3,decoupe_crue
2095579014235,Filet de poulet spicy,,blanc_de_poulet,poulet,temoin,11.0,d,1.7,16.0,decoupe_crue
2107604006105,Herbs chicken strips,,blanc_de_poulet,poulet,temoin,3.0,c,2.0,23.0,decoupe_crue
2107659002800,Blanc de dinde,coop qualité & prix,blanc_de_poulet,dinde,temoin,12.0,d,2.4,20.0,decoupe_crue
2107659003104,Blanc de Dinde,Coop,blanc_de_poulet,dinde,temoin,12.0,d,2.4,20.0,decoupe_crue
2107659003203,Blanc de dinde,Coop,blanc_de_poulet,dinde,temoin,13.0,d,2.4000000953674,20.0,decoupe_crue
2107659003654,Blanc de dinde,Coop,blanc_de_poulet,dinde,temoin,12.0,d,2.4,20.0,decoupe_crue
2107659003852,Blanc de dinde,,blanc_de_poulet,dinde,temoin,12.0,d,2.4,20.0,decoupe_crue
2108807006404,Mini brochette de filet de poulet mariné au curry,,blanc_de_poulet,poulet,temoin,0.0,a,1.1,22.0,decoupe_crue
