etablissement,sous_categorie,n_halal,n_temoin,ecart_nutriscore,ic95_bas,ic95_haut,ecart_sel,testable,etabli
fr-85-051-003,charcuterie_cuite,24,70,0.0,0.0,1.0,0.0,False,False
